Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jordan Akins,CLE,4,8,70,17.5,28,1,2,0,0,0,0,1,21.0,21.0,1.2%,2022,TE,18
2,George Kittle,SF,4,6,29,7.3,15,0,2,0,0,0,0,1,14.9,14.9,91.9%,2022,TE,18
3,Cole Kmet,CHI,4,5,57,14.3,17,0,1,0,0,0,0,1,11.7,11.7,42.7%,2022,TE,18
4,Isaiah Likely,BAL,8,13,103,12.9,28,2,0,0,0,0,0,1,10.3,10.3,34.2%,2022,TE,18
5,David Njoku,CLE,4,5,42,10.5,18,0,1,0,0,0,0,1,10.2,10.2,74.6%,2022,TE,18
6,Chig Okonkwo,TEN,3,4,42,14.0,21,1,1,0,0,0,0,1,10.2,10.2,34.6%,2022,TE,18
7,MyCole Pruitt,PIT,3,5,34,11.3,29,1,1,0,0,0,0,1,9.4,9.4,1.6%,2022,TE,18
8,Teagan Quitoriano,HOU,3,4,83,27.7,52,2,0,0,0,0,0,1,8.3,8.3,0.0%,2022,TE,18
9,Dawson Knox,BUF,2,2,13,6.5,9,0,1,0,0,0,0,1,7.3,7.3,11.4%,2022,TE,18
10,Gerald Everett,FA,3,5,8,2.7,6,0,1,0,0,0,0,1,6.8,6.8,1.4%,2022,TE,18
11,Kyle Rudolph,FA,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,1.0%,2022,TE,18
12,Mo Alie-Cox,IND,1,1,4,4.0,4,0,1,0,0,0,0,1,6.4,6.4,0.6%,2022,TE,18
13,Eric Tomlinson,FA,1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.0%,2022,TE,18
14,Connor Heyward,PIT,3,4,45,15.0,27,1,0,1,6,0,0,1,5.1,5.1,0.1%,2022,TE,18
15,Charlie Kolar,BAL,4,6,49,12.3,15,0,0,0,0,0,0,1,4.9,4.9,0.1%,2022,TE,18
16,Colby Parkinson,LAR,2,3,47,23.5,32,1,0,0,0,0,0,1,4.7,4.7,9.6%,2022,TE,18
17,Mike Gesicki,CIN,4,6,46,11.5,32,1,0,0,0,0,0,1,4.6,4.6,29.2%,2022,TE,18
18,Dallas Goedert,PHI,6,7,46,7.7,14,0,0,0,0,0,0,1,4.6,4.6,57.2%,2022,TE,18
19,Hunter Henry,NE,6,7,42,7.0,13,0,0,0,0,0,0,1,4.2,4.2,53.6%,2022,TE,18
20,Trey McBride,ARI,3,3,41,13.7,23,1,0,0,0,0,0,1,4.1,4.1,91.9%,2022,TE,18
21,Durham Smythe,FA,3,5,39,13.0,26,1,0,0,0,0,0,1,3.9,3.9,0.1%,2022,TE,18
22,Austin Hooper,NE,4,4,38,9.5,14,0,0,0,0,0,0,1,3.8,3.8,1.9%,2022,TE,18
23,Travis Kelce,KC,6,7,38,6.3,15,0,0,0,0,0,0,1,3.8,3.8,94.1%,2022,TE,18
24,Darren Waller,FA,2,6,35,17.5,24,1,0,0,0,0,0,1,3.5,3.5,1.1%,2022,TE,18
25,Tyler Higbee,LAR,4,7,33,8.3,17,0,0,0,0,0,0,1,3.3,3.3,9.2%,2022,TE,18
26,Dalton Schultz,HOU,4,9,33,8.3,12,0,0,0,0,0,0,1,3.3,3.3,54.4%,2022,TE,18
27,Donald Parham Jr.,PIT,2,2,31,15.5,23,1,0,0,0,0,0,1,3.1,3.1,1.9%,2022,TE,18
28,Robert Tonyan,FA,3,3,29,9.7,20,1,0,0,0,0,0,1,2.9,2.9,0.0%,2022,TE,18
29,Evan Engram,JAC,4,4,27,6.8,10,0,0,0,0,0,0,1,2.7,2.7,57.4%,2022,TE,18
30,Taysom Hill,NO,1,1,1,1.0,1,0,0,5,24,0,0,1,2.5,2.5,27.7%,2022,TE,18
31,Zach Gentry,FA,1,1,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.0%,2022,TE,18
32,Juwan Johnson,NO,1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,19.4%,2022,TE,18
33,Harrison Bryant,LV,2,2,20,10.0,14,0,0,0,0,0,0,1,2.0,2.0,0.0%,2022,TE,18
34,Noah Fant,SEA,4,4,20,5.0,8,0,0,0,0,0,0,1,2.0,2.0,21.1%,2022,TE,18
35,Adam Trautman,DEN,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,1.1%,2022,TE,18
36,Nick Vannett,TEN,2,4,18,9.0,12,0,0,0,0,0,0,1,1.8,1.8,0.0%,2022,TE,18
37,T.J. Hockenson,MIN,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,83.0%,2022,TE,18
38,Logan Thomas,FA,2,3,16,8.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2022,TE,18
39,Irv Smith Jr.,HOU,3,3,14,4.7,8,0,0,0,0,0,0,1,1.4,1.4,0.0%,2022,TE,18
40,Noah Gray,KC,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,22.5%,2022,TE,18
41,Hayden Hurst,LAC,4,5,14,3.5,7,0,0,0,0,0,0,1,1.4,1.4,2.7%,2022,TE,18
42,Tyler Conklin,NYJ,2,4,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,19.2%,2022,TE,18
43,Luke Farrell,JAC,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2022,TE,18
44,Anthony Firkser,KC,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2022,TE,18
45,Foster Moreau,NO,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,2.4%,2022,TE,18
46,Jelani Woods,IND,1,4,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,4.0%,2022,TE,18
47,Jeremy Ruckert,NYJ,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.6%,2022,TE,18
48,James Mitchell,CAR,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,TE,18
49,Parker Hesse,FA,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%,2022,TE,18
50,Geoff Swaim,CLE,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%,2022,TE,18
51,Cade Otton,TB,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,57.8%,2022,TE,18
52,Jake Ferguson,DAL,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,67.5%,2022,TE,18
53,Blake Bell,FA,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%,2022,TE,18
54,Armani Rogers,BUF,0,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,1.0%,2022,TE,18
55,Tommy Tremble,CAR,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,1.4%,2022,TE,18
56,Tre' McKitty,CLE,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
57,Quintin Morris,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,18
58,Brycen Hopkins,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
59,Lawrence Cager,WAS,8,10,69,8.6,16,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
60,Andrew Beck,NYJ,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
61,Giovanni Ricci,NE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
62,Tyler Davis,GB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
63,Pat Freiermuth,PIT,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,63.9%,2022,TE,18
64,Brock Wright,DET,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.9%,2022,TE,18
65,Shane Zylstra,DET,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2022,TE,18
66,Josh Oliver,MIN,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,2022,TE,18
67,Zach Wood,NO,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
68,Albert Okwuegbunam Jr.,IND,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
69,N'Keal Harry,FA,1,2,7,7.0,7,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
70,James Winchester,KC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,18
