Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,George Kittle,SF,8,9,106,13.3,28,2,0,0,0,0,0,1,10.6,10.6,91.9%,2024,TE,16
2,Dalton Schultz,HOU,5,8,45,9.0,24,1,1,0,0,0,0,1,10.5,10.5,54.4%,2024,TE,16
3,Sam LaPorta,DET,4,7,43,10.8,21,1,1,0,0,0,0,1,10.3,10.3,93.3%,2024,TE,16
4,Chig Okonkwo,TEN,9,11,81,9.0,22,1,0,0,0,0,0,1,10.1,10.1,34.6%,2024,TE,16
5,Hunter Henry,NE,4,8,39,9.8,12,0,1,0,0,0,0,1,9.9,9.9,53.6%,2024,TE,16
6,Brock Bowers,LV,11,13,99,9.0,32,1,0,0,0,0,0,1,9.9,9.9,91.6%,2024,TE,16
7,Mark Andrews,BAL,4,6,37,9.3,16,0,1,1,1,0,0,1,9.8,9.8,89.5%,2024,TE,16
8,Isaiah Likely,BAL,3,3,29,9.7,19,0,1,0,0,0,0,1,8.9,8.9,34.2%,2024,TE,16
9,AJ Barner,SEA,2,2,13,6.5,9,0,1,0,0,0,0,1,7.3,7.3,8.3%,2024,TE,16
10,Tyler Higbee,LAR,1,2,11,11.0,11,0,1,0,0,0,0,1,7.1,7.1,9.2%,2024,TE,16
11,Cole Kmet,CHI,2,2,9,4.5,8,0,1,0,0,0,0,1,6.9,6.9,42.7%,2024,TE,16
12,David Njoku,CLE,8,10,66,8.3,29,1,0,0,0,0,0,1,6.6,6.6,74.6%,2024,TE,16
13,Tucker Kraft,GB,3,4,63,21.0,30,2,0,1,2,0,0,1,6.5,6.5,63.4%,2024,TE,16
14,Eric Saubert,SF,1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,1.0%,2024,TE,16
15,Jonnu Smith,MIA,6,6,62,10.3,22,1,0,0,0,0,0,1,6.2,6.2,77.6%,2024,TE,16
16,MyCole Pruitt,PIT,1,2,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,1.6%,2024,TE,16
17,Tyler Conklin,NYJ,5,7,59,11.8,20,1,0,0,0,0,0,1,5.9,5.9,19.2%,2024,TE,16
18,Austin Hooper,NE,4,5,55,13.8,26,1,0,0,0,0,0,1,5.5,5.5,1.9%,2024,TE,16
19,Noah Fant,SEA,3,6,50,16.7,18,0,0,0,0,0,0,1,5.0,5.0,21.1%,2024,TE,16
20,Jake Ferguson,DAL,6,9,40,6.7,21,1,0,0,0,0,0,1,4.0,4.0,67.5%,2024,TE,16
21,Stone Smartt,LAC,3,3,37,12.3,19,0,0,0,0,0,0,1,3.7,3.7,2.6%,2024,TE,16
22,Foster Moreau,NO,2,3,33,16.5,21,1,0,0,0,0,0,1,3.3,3.3,2.4%,2024,TE,16
23,Tommy Tremble,CAR,3,3,32,10.7,15,0,0,0,0,0,0,1,3.2,3.2,1.4%,2024,TE,16
24,Travis Kelce,KC,5,7,30,6.0,14,0,0,0,0,0,0,1,3.0,3.0,94.1%,2024,TE,16
25,Payne Durham,TB,5,7,29,5.8,7,0,0,0,0,0,0,1,2.9,2.9,1.8%,2024,TE,16
26,Juwan Johnson,NO,2,2,27,13.5,17,0,0,0,0,0,0,1,2.7,2.7,19.4%,2024,TE,16
27,T.J. Hockenson,MIN,2,5,27,13.5,19,0,0,0,0,0,0,1,2.7,2.7,83.0%,2024,TE,16
28,Dawson Knox,BUF,2,2,22,11.0,13,0,0,0,0,0,0,1,2.2,2.2,11.4%,2024,TE,16
29,Lucas Krull,DEN,3,3,21,7.0,10,0,0,0,0,0,0,1,2.1,2.1,1.0%,2024,TE,16
30,Trey McBride,ARI,3,4,20,6.7,11,0,0,0,0,0,0,1,2.0,2.0,91.9%,2024,TE,16
31,Nate Adkins,DEN,2,2,18,9.0,13,0,0,0,0,0,0,1,1.8,1.8,1.3%,2024,TE,16
32,Pharaoh Brown,SEA,1,1,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.1%,2024,TE,16
33,Pat Freiermuth,PIT,3,3,16,5.3,7,0,0,0,0,0,0,1,1.6,1.6,63.9%,2024,TE,16
34,Mo Alie-Cox,IND,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.6%,2024,TE,16
35,Dalton Kincaid,BUF,4,7,15,3.8,7,0,0,0,0,0,0,1,1.5,1.5,78.8%,2024,TE,16
36,Mike Gesicki,CIN,2,2,14,7.0,9,0,0,0,0,0,0,1,1.4,1.4,29.2%,2024,TE,16
37,Drew Sample,CIN,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.9%,2024,TE,16
38,Jeremy Ruckert,NYJ,2,2,12,6.0,7,0,0,0,0,0,0,1,1.2,1.2,0.6%,2024,TE,16
39,Zach Ertz,WAS,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,57.5%,2024,TE,16
40,Tucker Fisk,LAC,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,1.0%,2024,TE,16
41,Noah Gray,KC,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,22.5%,2024,TE,16
42,Hayden Hurst,LAC,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,2.7%,2024,TE,16
43,Luke Farrell,JAC,2,3,8,4.0,6,0,0,0,0,0,0,1,0.8,0.8,0.0%,2024,TE,16
