Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Cordarrelle Patterson,PIT,6,34,5.7,13,0,0,5,6,82,16.4,3,0,1,29.6,29.6,1.6%,2021,RB,4
2,Austin Ekeler,WAS,15,117,7.8,20,1,1,3,5,28,9.3,1,0,1,26.5,26.5,51.4%,2021,RB,4
3,Saquon Barkley,PHI,13,52,4.0,17,0,1,5,6,74,14.8,1,0,1,24.6,24.6,97.8%,2021,RB,4
4,Derrick Henry,BAL,33,157,4.8,22,1,1,2,2,20,10.0,0,0,1,23.7,23.7,97.5%,2021,RB,4
5,David Montgomery,DET,23,106,4.6,24,1,2,0,0,0,0,0,0,1,22.6,22.6,75.4%,2021,RB,4
6,Ezekiel Elliott,FA,20,143,7.2,47,1,1,0,1,0,0,0,0,1,20.3,20.3,20.4%,2021,RB,4
7,James Robinson,FA,18,78,4.3,20,1,2,1,2,-2,-2.0,0,0,1,19.6,19.6,0.0%,2021,RB,4
8,James Conner,ARI,18,50,2.8,10,0,2,2,2,16,8.0,0,0,1,18.6,18.6,82.6%,2021,RB,4
9,Jonathan Taylor,IND,16,103,6.4,38,2,1,3,3,11,3.7,0,0,1,17.4,17.4,92.9%,2021,RB,4
10,Clyde Edwards-Helaire,NO,14,102,7.3,17,0,0,2,3,1,0.5,1,0,1,16.3,16.3,7.2%,2021,RB,4
11,Najee Harris,PIT,15,62,4.1,11,0,1,6,7,29,4.8,0,0,1,15.1,15.1,85.5%,2021,RB,4
12,Kenneth Gainwell,PHI,3,31,10.3,13,0,1,6,8,58,9.7,0,0,1,14.9,14.9,11.7%,2021,RB,4
13,Kareem Hunt,KC,14,69,4.9,33,1,1,2,4,17,8.5,0,0,1,14.6,14.6,48.5%,2021,RB,4
14,Leonard Fournette,FA,20,92,4.6,21,1,0,3,5,47,15.7,0,0,1,13.9,13.9,2.1%,2021,RB,4
15,Chase Edmonds,TB,12,120,10.0,54,1,0,4,5,19,4.8,0,0,1,13.9,13.9,0.1%,2021,RB,4
16,Alex Collins,FA,10,44,4.4,14,0,1,2,2,34,17.0,0,0,1,13.8,13.8,19.0%,2021,RB,4
17,Antonio Gibson,NE,14,63,4.5,8,0,1,2,2,12,6.0,0,0,1,13.5,13.5,22.5%,2021,RB,4
18,Damien Williams,FA,8,55,6.9,23,1,1,2,2,15,7.5,0,0,1,13.0,13.0,0.0%,2021,RB,4
19,Joe Mixon,HOU,16,67,4.2,11,0,1,1,2,0,0.0,0,0,1,12.7,12.7,93.9%,2021,RB,4
20,Zack Moss,CIN,14,61,4.4,17,0,1,0,1,0,0,0,0,1,12.1,12.1,33.5%,2021,RB,4
21,Alvin Kamara,NO,26,120,4.6,10,0,0,0,0,0,0,0,0,1,12.0,12.0,87.9%,2021,RB,4
22,J.D. McKissic,FA,7,15,2.1,10,0,0,5,5,44,8.8,1,0,1,11.9,11.9,1.0%,2021,RB,4
23,Latavius Murray,FA,18,59,3.3,11,0,1,0,0,0,0,0,0,1,11.9,11.9,0.0%,2021,RB,4
24,Darrel Williams,FA,10,42,4.2,10,0,1,2,2,16,8.0,0,0,1,11.8,11.8,0.0%,2021,RB,4
25,Darrell Henderson Jr.,FA,14,89,6.4,15,0,0,5,6,27,5.4,0,0,1,11.6,11.6,5.0%,2021,RB,4
26,Nick Chubb,CLE,21,100,4.8,13,0,0,1,1,5,5.0,0,0,1,10.5,10.5,55.1%,2021,RB,4
27,AJ Dillon,GB,15,81,5.4,25,1,0,1,1,16,16.0,0,0,1,9.7,9.7,3.7%,2021,RB,4
28,Michael Carter,ARI,13,38,2.9,13,0,1,1,3,-4,-4.0,0,0,1,9.4,9.4,14.7%,2021,RB,4
29,Trey Sermon,IND,19,89,4.7,15,0,0,0,0,0,0,0,0,1,8.9,8.9,3.7%,2021,RB,4
30,Mike Davis,FA,13,14,1.1,8,0,0,2,2,12,6.0,1,0,1,8.6,8.6,1.0%,2021,RB,4
31,Devin Singletary,NYG,14,79,5.6,15,0,0,1,1,7,7.0,0,0,1,8.6,8.6,43.6%,2021,RB,4
32,Ronald Jones II,FA,6,25,4.2,8,0,1,0,0,0,0,0,0,1,8.5,8.5,0.0%,2021,RB,4
33,Jeremy McNichols,WAS,1,11,11.0,11,0,0,8,12,74,9.3,0,0,1,8.5,8.5,3.0%,2021,RB,4
34,Aaron Jones Sr.,MIN,15,48,3.2,15,0,0,3,4,51,17.0,0,1,1,7.9,7.9,91.4%,2021,RB,4
35,Chuba Hubbard,CAR,13,57,4.4,14,0,0,2,2,14,7.0,0,0,1,7.1,7.1,73.0%,2021,RB,4
36,Melvin Gordon III,FA,9,56,6.2,14,0,0,2,4,11,5.5,0,0,1,6.7,6.7,0.1%,2021,RB,4
37,Tony Pollard,TEN,10,67,6.7,18,0,0,0,0,0,0,0,0,1,6.7,6.7,80.4%,2021,RB,4
38,Jamaal Williams,FA,14,66,4.7,11,0,0,0,0,0,0,0,0,1,6.6,6.6,2.5%,2021,RB,4
39,Javonte Williams,DEN,7,48,6.9,31,1,0,3,3,11,3.7,0,0,1,5.9,5.9,69.2%,2021,RB,4
40,Josh Jacobs,GB,13,40,3.1,10,0,0,5,5,17,3.4,0,0,1,5.7,5.7,96.3%,2021,RB,4
41,Brandon Bolden,FA,1,0,0.0,0,0,0,6,6,51,8.5,0,0,1,5.1,5.1,0.0%,2021,RB,4
42,D'Andre Swift,CHI,8,16,2.0,6,0,0,4,6,33,8.3,0,0,1,4.9,4.9,83.1%,2021,RB,4
43,Ty Montgomery II,FA,2,7,3.5,5,0,0,3,3,42,14.0,0,0,1,4.9,4.9,0.0%,2021,RB,4
44,Rodney Smith,FA,0,0,0,0,0,0,5,5,48,9.6,0,0,1,4.8,4.8,0.0%,2021,RB,4
45,David Johnson,FA,5,21,4.2,10,0,0,3,4,27,9.0,0,0,1,4.8,4.8,0.0%,2021,RB,4
46,Miles Sanders,CAR,7,13,1.9,5,0,0,3,3,34,11.3,0,0,1,4.7,4.7,5.1%,2021,RB,4
47,Dalvin Cook,FA,9,34,3.8,13,0,0,2,6,10,5.0,0,0,1,4.4,4.4,0.9%,2021,RB,4
48,Kyle Juszczyk,SF,0,0,0,0,0,0,4,4,41,10.3,0,0,1,4.1,4.1,1.2%,2021,RB,4
49,Tevin Coleman,FA,4,14,3.5,8,0,0,2,2,17,8.5,0,0,1,3.1,3.1,0.0%,2021,RB,4
50,Chris Carson,FA,13,30,2.3,8,0,0,1,1,1,1.0,0,0,1,3.1,3.1,0.3%,2021,RB,4
51,Larry Rountree III,FA,11,31,2.8,9,0,0,0,0,0,0,0,0,1,3.1,3.1,0.0%,2021,RB,4
52,Wayne Gallman Jr.,FA,6,29,4.8,13,0,0,0,1,0,0,0,0,1,2.9,2.9,0.0%,2021,RB,4
53,Malcolm Brown,FA,8,23,2.9,4,0,0,1,1,4,4.0,0,0,1,2.7,2.7,0.0%,2021,RB,4
54,Damien Harris,FA,4,-4,-1.0,1,0,0,2,2,30,15.0,0,0,1,2.6,2.6,9.0%,2021,RB,4
55,Mark Ingram II,FA,6,24,4.0,12,0,0,0,0,0,0,0,0,1,2.4,2.4,3.0%,2021,RB,4
56,Marlon Mack,FA,10,22,2.2,12,0,0,1,2,1,1.0,0,0,1,2.3,2.3,0.0%,2021,RB,4
57,Samaje Perine,KC,3,7,2.3,4,0,0,1,1,15,15.0,0,0,1,2.2,2.2,4.2%,2021,RB,4
58,Alexander Mattison,LV,10,20,2.0,6,0,0,0,0,0,0,0,0,1,2.0,2.0,44.8%,2021,RB,4
