Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Davante Adams,FA,14,17,156,11.1,40,2,2,0,0,0,0,1,27.6,27.6,91.0%,2020,WR,1
2,Adam Thielen,CAR,6,8,110,18.3,37,2,2,0,0,0,0,1,25.0,25.0,61.9%,2020,WR,1
3,Calvin Ridley,TEN,9,12,130,14.4,22,1,2,1,-1,0,0,1,24.9,24.9,77.8%,2020,WR,1
4,Darius Slayton,NYG,6,9,102,17.0,41,1,2,0,0,0,0,1,22.2,22.2,9.9%,2020,WR,1
5,Robbie Chosen,FA,6,8,114,19.0,75,1,1,0,0,0,0,1,19.4,19.4,0.0%,2020,WR,1
6,JuJu Smith-Schuster,KC,6,6,69,11.5,17,0,2,0,0,0,0,1,18.9,18.9,3.9%,2020,WR,1
7,Jamison Crowder,WAS,7,13,115,16.4,69,2,1,0,0,0,0,1,17.5,17.5,0.7%,2020,WR,1
8,Julio Jones,FA,9,12,157,17.4,44,2,0,0,0,0,0,1,15.7,15.7,0.8%,2020,WR,1
9,Marquez Valdes-Scantling,NO,4,6,96,24.0,45,2,1,0,0,0,0,1,15.6,15.6,17.7%,2020,WR,1
10,DK Metcalf,SEA,4,8,95,23.8,38,2,1,0,0,0,0,1,15.5,15.5,88.3%,2020,WR,1
11,DeAndre Hopkins,KC,14,16,151,10.8,33,1,0,0,0,0,0,1,15.1,15.1,72.8%,2020,WR,1
12,Sammy Watkins,FA,7,9,82,11.7,19,0,1,1,3,0,0,1,14.5,14.5,0.0%,2020,WR,1
13,Allen Lazard,NYJ,4,4,63,15.8,38,1,1,1,19,0,0,1,14.2,14.2,6.7%,2020,WR,1
14,Anthony Miller,BAL,4,6,76,19.0,27,1,1,0,0,0,0,1,13.6,13.6,0.0%,2020,WR,1
15,John Brown,FA,6,10,70,11.7,20,1,1,0,0,0,0,1,13.0,13.0,0.0%,2020,WR,1
16,Willie Snead IV,FA,4,4,64,16.0,20,1,1,0,0,0,0,1,12.4,12.4,0.0%,2020,WR,1
17,Robert Woods,HOU,6,8,105,17.5,31,3,0,1,14,0,0,1,11.9,11.9,0.6%,2020,WR,1
18,Russell Gage,SF,9,12,114,12.7,24,1,0,0,0,0,0,1,11.4,11.4,0.0%,2020,WR,1
19,William Fuller V,FA,8,10,112,14.0,31,2,0,0,0,0,0,1,11.2,11.2,0.0%,2020,WR,1
20,Laviska Shenault Jr.,FA,3,4,37,12.3,18,0,1,2,10,0,0,1,10.7,10.7,0.1%,2020,WR,1
21,Keelan Cole Sr.,FA,5,5,47,9.4,22,1,1,0,0,0,0,1,10.7,10.7,0.0%,2020,WR,1
22,Tyreek Hill,MIA,5,6,46,9.2,15,0,1,0,0,0,0,1,10.6,10.6,92.8%,2020,WR,1
23,Corey Davis,FA,7,8,101,14.4,23,2,0,0,0,0,0,1,10.1,10.1,0.0%,2020,WR,1
