Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,DJ Moore,CHI,8,10,230,28.8,58,5,3,0,0,0,0,1,41.0,41.0,86.7%,2023,WR,5
2,Ja'Marr Chase,CIN,15,19,192,12.8,63,1,3,0,0,0,0,1,37.2,37.2,94.0%,2023,WR,5
3,Tyreek Hill,MIA,8,9,181,22.6,69,2,1,0,0,0,0,1,24.1,24.1,92.8%,2023,WR,5
4,George Pickens,PIT,6,10,130,21.7,41,4,1,1,16,0,0,1,20.6,20.6,88.7%,2023,WR,5
5,Adam Thielen,CAR,11,13,107,9.7,30,1,1,0,0,0,0,1,16.7,16.7,61.9%,2023,WR,5
6,Stefon Diggs,HOU,8,11,121,15.1,48,1,1,0,0,0,1,1,16.1,16.1,46.3%,2023,WR,5
7,Gabe Davis,JAC,6,8,100,16.7,29,2,1,0,0,0,0,1,16.0,16.0,18.0%,2023,WR,5
8,DeAndre Hopkins,KC,8,11,140,17.5,36,3,0,0,0,0,0,1,14.0,14.0,72.8%,2023,WR,5
9,Calvin Ridley,TEN,7,8,122,17.4,32,2,0,2,14,0,0,1,13.6,13.6,77.8%,2023,WR,5
10,Josh Reynolds,JAC,4,5,76,19.0,27,3,1,0,0,0,0,1,13.6,13.6,1.6%,2023,WR,5
11,Jakobi Meyers,LV,7,10,75,10.7,18,0,1,1,0,0,0,1,13.5,13.5,72.7%,2023,WR,5
12,Puka Nacua,LAR,7,11,71,10.1,22,1,1,0,0,0,0,1,13.1,13.1,95.5%,2023,WR,5
13,A.J. Brown,PHI,6,8,127,21.2,38,3,0,0,0,0,0,1,12.7,12.7,96.7%,2023,WR,5
14,Curtis Samuel,BUF,6,7,65,10.8,25,1,1,0,0,0,0,1,12.5,12.5,17.8%,2023,WR,5
15,Jordan Addison,MIN,6,9,64,10.7,16,0,1,0,0,0,0,1,12.4,12.4,85.1%,2023,WR,5
16,Marquise Brown,KC,4,10,61,15.3,25,1,1,0,0,0,0,1,12.1,12.1,40.3%,2023,WR,5
17,Cooper Kupp,LAR,8,12,118,14.8,39,1,0,0,0,0,0,1,11.8,11.8,90.9%,2023,WR,5
18,DJ Chark Jr.,LAC,3,6,42,14.0,18,0,1,0,0,0,0,1,10.2,10.2,4.2%,2023,WR,5
19,Josh Downs,IND,6,6,97,16.2,38,2,0,0,0,0,0,1,9.7,9.7,62.9%,2023,WR,5
20,Jaylen Waddle,MIA,5,10,35,7.0,20,1,1,0,0,0,0,1,9.5,9.5,79.3%,2023,WR,5
21,Rashee Rice,KC,4,5,33,8.3,13,0,1,0,0,0,0,1,9.3,9.3,42.8%,2023,WR,5
22,Drake London,ATL,6,9,78,13.0,32,2,0,0,0,0,0,1,8.7,8.7,91.6%,2023,WR,5
23,KaVontae Turpin,DAL,1,1,26,26.0,26,1,1,0,0,0,0,1,8.6,8.6,6.7%,2023,WR,5
24,Christian Watson,GB,3,7,91,30.3,77,1,0,1,-5,0,0,1,8.6,8.6,51.0%,2023,WR,5
25,Deebo Samuel Sr.,WAS,3,3,55,18.3,42,1,0,5,30,0,0,1,8.5,8.5,84.5%,2023,WR,5
26,Christian Kirk,JAC,6,8,78,13.0,30,2,0,1,6,0,0,1,8.4,8.4,34.9%,2023,WR,5
27,Zay Jones,ARI,3,5,23,7.7,10,0,1,0,0,0,0,1,8.3,8.3,3.6%,2023,WR,5
28,Rondale Moore,ATL,3,5,26,8.7,19,0,0,3,50,0,0,1,7.6,7.6,2.8%,2023,WR,5
29,Zay Flowers,BAL,5,11,73,14.6,29,2,0,0,0,0,0,1,7.3,7.3,90.3%,2023,WR,5
30,Chris Olave,NO,2,5,12,6.0,7,0,1,0,0,0,0,1,7.2,7.2,68.4%,2023,WR,5
31,Tutu Atwell,LAR,2,5,9,4.5,6,0,1,0,0,0,0,1,6.9,6.9,5.2%,2023,WR,5
32,Michael Thomas,FA,4,7,65,16.3,26,1,0,0,0,0,0,1,6.5,6.5,0.7%,2023,WR,5
33,Nelson Agholor,BAL,4,5,64,16.0,30,1,0,0,0,0,0,1,6.4,6.4,1.2%,2023,WR,5
34,Deonte Harty,BAL,2,2,62,31.0,43,1,0,0,0,0,0,1,6.2,6.2,0.1%,2023,WR,5
35,Trenton Irwin,FA,8,10,60,7.5,13,0,0,0,0,0,0,1,6.0,6.0,0.1%,2023,WR,5
36,Brandon Aiyuk,SF,4,7,58,14.5,23,1,0,0,0,0,0,1,5.8,5.8,43.5%,2023,WR,5
37,Justin Watson,KC,2,3,56,28.0,33,2,0,0,0,0,0,1,5.6,5.6,1.8%,2023,WR,5
38,Garrett Wilson,NYJ,3,7,54,18.0,32,1,0,0,0,0,0,1,5.4,5.4,91.1%,2023,WR,5
39,Tank Dell,HOU,3,4,57,19.0,29,2,0,2,-4,0,0,1,5.3,5.3,66.8%,2023,WR,5
40,Cedrick Wilson Jr.,NO,4,4,52,13.0,23,1,0,0,0,0,0,1,5.2,5.2,0.7%,2023,WR,5
41,Brandon Powell,MIN,4,6,43,10.8,26,1,0,1,9,0,0,1,5.2,5.2,0.8%,2023,WR,5
42,Michael Pittman Jr.,IND,5,7,52,10.4,27,1,0,0,0,0,0,1,5.2,5.2,70.7%,2023,WR,5
43,Jerry Jeudy,CLE,6,7,50,8.3,23,2,0,0,0,0,0,1,5.0,5.0,72.7%,2023,WR,5
44,K.J. Osborn,WAS,5,9,49,9.8,27,1,0,0,0,0,0,1,4.9,4.9,1.3%,2023,WR,5
45,CeeDee Lamb,DAL,4,5,49,12.3,29,1,0,0,0,0,0,1,4.9,4.9,87.2%,2023,WR,5
