Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,CeeDee Lamb,DAL,10,11,120,12.0,36,2,2,0,0,0,0,1,24.0,24.0,87.2%,2022,WR,16
2,DeVonta Smith,PHI,8,12,113,14.1,23,2,2,0,0,0,0,1,23.3,23.3,89.2%,2022,WR,16
3,Jaylen Waddle,MIA,5,6,143,28.6,84,2,1,0,0,0,0,1,20.3,20.3,79.3%,2022,WR,16
4,Justin Jefferson,MIN,12,16,133,11.1,25,1,1,0,0,0,0,1,19.3,19.3,98.3%,2022,WR,16
5,Kendrick Bourne,NE,6,9,100,16.7,32,2,1,1,29,0,0,1,18.9,18.9,4.0%,2022,WR,16
6,Tee Higgins,CIN,8,9,128,16.0,39,2,1,0,0,0,0,1,18.8,18.8,87.7%,2022,WR,16
7,Trenton Irwin,FA,3,4,45,15.0,23,1,2,0,0,0,0,1,16.5,16.5,0.1%,2022,WR,16
8,DJ Moore,CHI,5,7,83,16.6,47,1,1,1,8,0,0,1,15.1,15.1,86.7%,2022,WR,16
9,Isaiah Hodgins,SF,8,12,89,11.1,29,1,1,0,0,0,0,1,14.9,14.9,0.0%,2022,WR,16
10,Jakobi Meyers,LV,6,7,83,13.8,48,1,1,0,0,0,0,1,14.3,14.3,72.7%,2022,WR,16
11,Terry McLaurin,WAS,4,5,77,19.3,51,1,1,0,0,0,0,1,13.7,13.7,91.3%,2022,WR,16
12,Jahan Dotson,PHI,6,9,76,12.7,25,1,1,0,0,0,0,1,13.6,13.6,11.0%,2022,WR,16
13,Ray-Ray McCloud III,ATL,0,1,0,0,0,0,0,1,71,1,0,1,13.1,13.1,16.2%,2022,WR,16
14,Greg Dortch,ARI,10,11,98,9.8,23,1,0,3,25,0,0,1,12.3,12.3,4.5%,2022,WR,16
15,George Pickens,PIT,5,5,57,11.4,25,1,1,0,0,0,0,1,11.7,11.7,88.7%,2022,WR,16
16,Jerry Jeudy,CLE,6,10,117,19.5,36,3,0,0,0,0,0,1,11.7,11.7,72.7%,2022,WR,16
