Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyler Higbee,LAR,5,5,54,10.8,28,1,3,0,0,0,0,1,23.4,23.4,9.2%,2020,TE,2
2,Jonnu Smith,MIA,4,5,84,21.0,63,1,2,0,0,0,0,1,20.4,20.4,77.6%,2020,TE,2
3,Mike Gesicki,CIN,8,11,130,16.3,27,2,1,0,0,0,0,1,19.0,19.0,29.2%,2020,TE,2
4,Jordan Reed,FA,7,8,50,7.1,18,0,2,0,0,0,0,1,17.0,17.0,19.0%,2020,TE,2
5,Darren Waller,FA,12,16,105,8.8,18,0,1,0,0,0,0,1,16.5,16.5,1.1%,2020,TE,2
6,Travis Kelce,KC,9,14,90,10.0,20,1,1,0,0,0,0,1,15.0,15.0,94.1%,2020,TE,2
7,Noah Fant,SEA,4,5,57,14.3,22,2,1,0,0,0,0,1,13.7,13.7,21.1%,2020,TE,2
8,Hayden Hurst,LAC,5,8,72,14.4,42,2,1,0,0,0,0,1,13.2,13.2,2.7%,2020,TE,2
9,Dalton Schultz,HOU,9,10,88,9.8,18,0,1,0,0,0,1,1,12.8,12.8,54.4%,2020,TE,2
10,Mo Alie-Cox,IND,5,6,111,22.2,33,3,0,0,0,0,0,1,11.1,11.1,0.6%,2020,TE,2
11,C.J. Uzomah,PHI,4,6,42,10.5,23,1,1,0,0,0,0,1,10.2,10.2,0.0%,2020,TE,2
12,Tyler Eifert,FA,3,6,36,12.0,19,0,1,0,0,0,0,1,9.6,9.6,0.0%,2020,TE,2
13,Robert Tonyan,FA,2,3,25,12.5,14,0,1,0,0,0,0,1,8.5,8.5,0.0%,2020,TE,2
14,Darren Fells,FA,2,4,23,11.5,13,0,1,0,0,0,0,1,8.3,8.3,0.0%,2020,TE,2
15,Hunter Henry,NE,6,8,83,13.8,22,1,0,0,0,0,0,1,8.3,8.3,53.6%,2020,TE,2
16,Jared Cook,FA,2,5,13,6.5,7,0,1,0,0,0,0,1,7.3,7.3,0.0%,2020,TE,2
17,Evan Engram,JAC,6,8,65,10.8,22,1,0,0,0,0,0,1,6.5,6.5,57.4%,2020,TE,2
18,T.J. Hockenson,MIN,4,4,62,15.5,29,1,0,0,0,0,0,1,6.2,6.2,83.0%,2020,TE,2
19,Jordan Akins,CLE,7,7,55,7.9,12,0,0,0,0,0,0,1,5.5,5.5,1.2%,2020,TE,2
20,Anthony Firkser,KC,4,4,45,11.3,16,0,0,0,0,0,0,1,4.5,4.5,0.0%,2020,TE,2
21,Drew Sample,CIN,7,9,45,6.4,10,0,0,0,0,0,0,1,4.5,4.5,0.9%,2020,TE,2
22,Eric Ebron,FA,3,5,43,14.3,21,1,0,0,0,0,0,1,4.3,4.3,0.0%,2020,TE,2
23,Zach Ertz,WAS,5,7,42,8.4,12,0,0,0,0,0,0,1,4.2,4.2,57.5%,2020,TE,2
24,James O'Shaughnessy,FA,4,4,40,10.0,13,0,0,0,0,0,0,1,4.0,4.0,0.0%,2020,TE,2
25,Blake Bell,FA,2,3,34,17.0,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,2020,TE,2
26,Foster Moreau,NO,1,1,31,31.0,31,1,0,0,0,0,0,1,3.1,3.1,2.4%,2020,TE,2
27,Dallas Goedert,PHI,4,8,30,7.5,11,0,0,0,0,0,0,1,3.0,3.0,57.2%,2020,TE,2
28,Mark Andrews,BAL,1,3,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,89.5%,2020,TE,2
29,Dan Arnold,FA,2,4,26,13.0,20,1,0,0,0,0,0,1,2.6,2.6,0.0%,2020,TE,2
30,Logan Thomas,FA,4,9,26,6.5,10,0,0,0,0,0,0,1,2.6,2.6,0.0%,2020,TE,2
31,Austin Hooper,NE,2,4,22,11.0,11,0,0,0,0,0,0,1,2.2,2.2,1.9%,2020,TE,2
32,Ryan Izzo,FA,2,2,19,9.5,16,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,TE,2
33,Jimmy Graham,FA,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.1%,2020,TE,2
34,Adam Trautman,DEN,1,1,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,1.1%,2020,TE,2
35,Dawson Knox,BUF,1,3,36,36.0,36,1,0,0,0,0,1,1,1.6,1.6,11.4%,2020,TE,2
36,Josh Hill,FA,1,2,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%,2020,TE,2
