Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,C.J. Stroud,HOU,30,42,71.4,470,11.2,5,0,3,0,10,0,0,1,41.8,41.8,79.4%,2023,QB,9
2,Dak Prescott,DAL,29,44,65.9,374,8.5,3,0,5,6,14,0,0,1,28.4,28.4,37.8%,2023,QB,9
3,Jalen Hurts,PHI,17,23,73.9,207,9.0,2,0,3,10,36,1,0,1,25.9,25.9,91.6%,2023,QB,9
4,Josh Allen,BUF,26,38,68.4,258,6.8,1,1,1,8,44,1,0,1,25.7,25.7,97.2%,2023,QB,9
5,Joshua Dobbs,SF,20,30,66.7,158,5.3,2,0,3,7,66,1,2,1,24.9,24.9,2.4%,2023,QB,9
6,Joe Burrow,CIN,31,44,70.5,348,7.9,2,0,1,5,4,0,0,1,22.3,22.3,92.1%,2023,QB,9
7,Deshaun Watson,CLE,19,30,63.3,219,7.3,2,0,1,3,22,0,0,1,19.0,19.0,14.6%,2023,QB,9
8,Baker Mayfield,TB,21,30,70.0,265,8.8,2,0,2,4,4,0,0,1,19.0,19.0,86.5%,2023,QB,9
9,Tyson Bagent,CHI,18,30,60.0,220,7.3,2,3,2,8,70,0,1,1,18.8,18.8,1.0%,2023,QB,9
10,Sam Howell,SEA,29,45,64.4,325,7.2,1,1,3,5,27,0,0,1,18.7,18.7,5.8%,2023,QB,9
11,Derek Carr,NO,25,34,73.5,211,6.2,2,0,0,3,3,0,0,1,16.7,16.7,20.5%,2023,QB,9
12,Patrick Mahomes II,KC,20,30,66.7,185,6.2,2,0,2,6,24,0,1,1,15.8,15.8,92.9%,2023,QB,9
13,Taylor Heinicke,LAC,21,38,55.3,268,7.1,1,1,1,3,20,0,0,1,15.7,15.7,1.1%,2023,QB,9
14,Jordan Love,GB,20,26,76.9,228,8.8,1,0,4,4,7,0,0,1,13.8,13.8,81.9%,2023,QB,9
15,Tua Tagovailoa,MIA,21,34,61.8,193,5.7,1,0,3,2,7,0,0,1,12.4,12.4,62.5%,2023,QB,9
16,Mac Jones,JAC,24,44,54.5,220,5.0,1,1,0,3,3,0,0,1,12.1,12.1,5.6%,2023,QB,9
17,Bryce Young,CAR,24,39,61.5,173,4.4,1,3,4,5,41,0,0,1,12.0,12.0,28.7%,2023,QB,9
18,Lamar Jackson,BAL,21,26,80.8,187,7.2,0,0,1,10,60,0,1,1,11.5,11.5,97.0%,2023,QB,9
19,Tommy DeVito,NYG,15,20,75.0,175,8.8,1,2,6,4,17,0,0,1,10.7,10.7,2.0%,2023,QB,9
20,Kenny Pickett,PHI,19,30,63.3,160,5.3,1,0,0,1,-1,0,0,1,10.3,10.3,4.2%,2023,QB,9
21,Will Levis,TEN,22,39,56.4,262,6.7,0,1,4,1,2,0,0,1,9.7,9.7,21.1%,2023,QB,9
22,Gardner Minshew II,FA,17,26,65.4,127,4.9,1,0,1,5,5,0,0,1,9.6,9.6,6.2%,2023,QB,9
23,Aidan O'Connell,LV,16,25,64.0,209,8.4,0,0,0,0,0,0,0,1,8.4,8.4,8.0%,2023,QB,9
24,Zach Wilson,DEN,33,49,67.3,263,5.4,0,0,8,2,7,0,2,1,7.2,7.2,0.9%,2023,QB,9
25,Justin Herbert,LAC,16,30,53.3,136,4.5,0,0,5,3,17,0,0,1,7.1,7.1,77.4%,2023,QB,9
26,Tyler Huntley,MIA,5,7,71.4,38,5.4,1,0,0,4,8,0,0,1,6.3,6.3,1.8%,2023,QB,9
27,Jaren Hall,SEA,5,6,83.3,78,13.0,0,0,0,2,11,0,0,1,4.2,4.2,2.1%,2023,QB,9
28,Brett Rypien,MIN,13,28,46.4,130,4.6,0,1,1,3,19,0,1,1,4.1,4.1,0.0%,2023,QB,9
29,Geno Smith,SEA,13,28,46.4,157,5.6,0,1,4,2,4,0,1,1,3.7,3.7,49.4%,2023,QB,9
30,Daniel Jones,MIN,4,9,44.4,25,2.8,0,0,2,2,9,0,0,1,1.9,1.9,13.0%,2023,QB,9
31,Clayton Tune,ARI,11,20,55.0,58,2.9,0,2,7,5,28,0,1,1,1.1,1.1,1.0%,2023,QB,9
32,Max Duggan,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,QB,9
33,Taysom Hill,NO,1,1,100.0,3,3.0,1,0,0,11,52,0,0,1,0.0,0.0,27.7%,2023,QB,9
34,P.J. Walker,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,QB,9
