Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,George Kittle,SF,6,8,120,20.0,34,3,2,0,0,0,0,1,24.0,24.0,91.9%,2022,TE,16
2,T.J. Hockenson,MIN,13,16,109,8.4,16,0,2,0,0,0,0,1,22.9,22.9,83.0%,2022,TE,16
3,Tyler Higbee,LAR,9,11,94,10.4,21,1,2,0,0,0,0,1,21.4,21.4,9.2%,2022,TE,16
4,Shane Zylstra,DET,5,6,26,5.2,10,0,3,0,0,0,0,1,20.6,20.6,1.1%,2022,TE,16
5,Taysom Hill,NO,0,0,0,0,0,0,0,9,56,1,0,1,11.6,11.6,27.7%,2022,TE,16
6,Travis Kelce,KC,6,8,113,18.8,52,3,0,0,0,0,0,1,11.3,11.3,94.1%,2022,TE,16
7,Evan Engram,JAC,7,8,113,16.1,36,3,0,0,0,0,0,1,11.3,11.3,57.4%,2022,TE,16
8,Greg Dulcich,NYG,4,8,39,9.8,11,0,1,0,0,0,0,1,9.9,9.9,4.7%,2022,TE,16
9,Dawson Knox,BUF,3,5,38,12.7,24,1,1,0,0,0,0,1,9.8,9.8,11.4%,2022,TE,16
10,Marcedes Lewis,CHI,2,2,32,16.0,31,1,1,0,0,0,0,1,9.2,9.2,0.1%,2022,TE,16
11,Noah Fant,SEA,2,3,12,6.0,6,0,1,0,0,0,0,1,7.2,7.2,21.1%,2022,TE,16
12,Dallas Goedert,PHI,3,3,67,22.3,25,3,0,0,0,0,0,1,6.7,6.7,57.2%,2022,TE,16
13,Pat Freiermuth,PIT,7,8,66,9.4,17,0,0,0,0,0,0,1,6.6,6.6,63.9%,2022,TE,16
14,Darren Waller,FA,4,5,58,14.5,34,1,0,0,0,0,0,1,5.8,5.8,1.1%,2022,TE,16
15,Brycen Hopkins,FA,3,3,57,19.0,22,1,0,0,0,0,0,1,5.7,5.7,0.0%,2022,TE,16
16,Colby Parkinson,LAR,3,4,45,15.0,39,1,0,0,0,0,0,1,4.5,4.5,9.6%,2022,TE,16
17,Mark Andrews,BAL,3,5,45,15.0,36,1,0,0,0,0,0,1,4.5,4.5,89.5%,2022,TE,16
18,Dalton Schultz,HOU,3,4,43,14.3,21,1,0,0,0,0,0,1,4.3,4.3,54.4%,2022,TE,16
19,Jelani Woods,IND,3,5,43,14.3,17,0,0,0,0,0,0,1,4.3,4.3,4.0%,2022,TE,16
20,Jordan Akins,CLE,3,3,39,13.0,30,1,0,0,0,0,0,1,3.9,3.9,1.2%,2022,TE,16
21,Mitchell Wilcox,FA,6,6,35,5.8,10,0,0,0,0,0,0,1,3.5,3.5,0.0%,2022,TE,16
22,Logan Thomas,FA,6,8,35,5.8,15,0,0,0,0,0,0,1,3.5,3.5,0.0%,2022,TE,16
23,Tyler Conklin,NYJ,4,4,34,8.5,27,1,0,0,0,0,0,1,3.4,3.4,19.2%,2022,TE,16
24,James Mitchell,CAR,2,2,31,15.5,22,1,0,0,0,0,0,1,3.1,3.1,0.0%,2022,TE,16
25,C.J. Uzomah,PHI,1,1,30,30.0,30,1,0,0,0,0,0,1,3.0,3.0,0.0%,2022,TE,16
26,Cole Kmet,CHI,5,6,27,5.4,7,0,0,0,0,0,0,1,2.7,2.7,42.7%,2022,TE,16
27,Daniel Bellinger,NYG,2,2,27,13.5,15,0,0,0,0,0,1,1,2.7,2.7,1.5%,2022,TE,16
28,Jake Ferguson,DAL,1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,67.5%,2022,TE,16
29,Mike Gesicki,CIN,1,2,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,29.2%,2022,TE,16
30,Jonnu Smith,MIA,3,4,21,7.0,9,0,0,0,0,0,0,1,2.1,2.1,77.6%,2022,TE,16
31,Connor Heyward,PIT,0,3,0,0,0,0,0,1,21,0,0,1,2.1,2.1,0.1%,2022,TE,16
32,Brevin Jordan,HOU,2,2,21,10.5,15,0,0,0,0,0,0,1,2.1,2.1,0.7%,2022,TE,16
33,Austin Hooper,NE,2,3,20,10.0,15,0,0,0,0,0,0,1,2.0,2.0,1.9%,2022,TE,16
34,Foster Moreau,NO,2,3,19,9.5,10,0,0,0,0,0,0,1,1.9,1.9,2.4%,2022,TE,16
35,Will Dissly,LAC,1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,22.8%,2022,TE,16
36,Tommy Tremble,CAR,2,2,18,9.0,18,0,0,0,0,0,0,1,1.8,1.8,1.4%,2022,TE,16
37,Dan Arnold,FA,1,1,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.0%,2022,TE,16
38,Trey McBride,ARI,3,4,17,5.7,7,0,0,0,0,0,0,1,1.7,1.7,91.9%,2022,TE,16
39,Johnny Mundt,MIN,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.6%,2022,TE,16
40,David Njoku,CLE,2,5,14,7.0,8,0,0,0,0,0,0,1,1.4,1.4,74.6%,2022,TE,16
41,Robert Tonyan,FA,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%,2022,TE,16
42,Cade Otton,TB,2,7,12,6.0,7,0,0,0,0,0,0,1,1.2,1.2,57.8%,2022,TE,16
43,Ian Thomas,CAR,1,3,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%,2022,TE,16
44,Brock Wright,DET,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,1.9%,2022,TE,16
45,Chig Okonkwo,TEN,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,34.6%,2022,TE,16
46,Anthony Firkser,KC,2,3,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2022,TE,16
47,Tre' McKitty,CLE,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0%,2022,TE,16
48,Juwan Johnson,NO,1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,19.4%,2022,TE,16
49,Noah Gray,KC,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,22.5%,2022,TE,16
50,Parker Hesse,FA,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%,2022,TE,16
51,Durham Smythe,FA,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%,2022,TE,16
52,Donald Parham Jr.,PIT,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,1.9%,2022,TE,16
53,Josh Oliver,MIN,1,3,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,1.4%,2022,TE,16
54,Devin Asiasi,FA,2,2,5,2.5,6,0,0,0,0,0,0,1,0.5,0.5,0.0%,2022,TE,16
55,Isaiah Likely,BAL,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,34.2%,2022,TE,16
56,Josiah Deguara,JAC,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022,TE,16
57,Mo Alie-Cox,IND,1,2,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.6%,2022,TE,16
58,Ryan Griffin,FA,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,TE,16
59,Zach Gentry,FA,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%,2022,TE,16
60,Kenny Yeboah,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
61,Quintin Morris,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,16
62,Adam Trautman,DEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2022,TE,16
63,Stephen Sullivan,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
64,Tyler Davis,GB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
65,Cole Turner,WAS,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2022,TE,16
66,Ko Kieft,TB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
67,Teagan Quitoriano,HOU,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
68,Eric Saubert,SF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2022,TE,16
69,Maxx Williams,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
70,Tyler Kroft,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
71,MyCole Pruitt,PIT,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%,2022,TE,16
72,Nick Boyle,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
73,Nick Vannett,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
74,Patrick Scales,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
75,Stephen Anderson,FA,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,16
76,Geoff Swaim,CLE,1,1,-1,-1.0,0,0,0,0,0,0,0,1,-0.1,-0.1,0.0%,2022,TE,16
