Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Kyler Murray,ARI,21,32,65.6,289,9.0,4,1,2,5,20,1,0,1,34.6,34.6,84.0%,2021,QB,1
2,Patrick Mahomes II,KC,27,36,75.0,337,9.4,3,0,2,5,18,1,0,1,33.3,33.3,92.9%,2021,QB,1
3,Jared Goff,DET,38,57,66.7,338,5.9,3,1,3,3,14,0,0,1,29.9,29.9,83.6%,2021,QB,1
4,Jameis Winston,CLE,14,20,70.0,148,7.4,5,0,0,6,37,0,0,1,29.6,29.6,19.6%,2021,QB,1
5,Tom Brady,FA,32,50,64.0,379,7.6,4,2,0,0,0,0,0,1,29.2,29.2,5.3%,2021,QB,1
6,Jalen Hurts,PHI,27,35,77.1,264,7.5,3,0,1,7,62,0,0,1,28.8,28.8,91.6%,2021,QB,1
7,Dak Prescott,DAL,42,58,72.4,403,6.9,3,1,1,4,13,0,0,1,28.4,28.4,37.8%,2021,QB,1
8,Russell Wilson,PIT,18,23,78.3,254,11.0,4,0,3,5,9,0,0,1,27.1,27.1,48.0%,2021,QB,1
9,Derek Carr,NO,34,56,60.7,435,7.8,2,1,3,4,6,0,0,1,25.0,25.0,20.5%,2021,QB,1
10,Matthew Stafford,LAR,20,26,76.9,321,12.3,3,0,1,5,-5,0,0,1,24.3,24.3,54.5%,2021,QB,1
11,Tyrod Taylor,NYJ,21,33,63.6,291,8.8,2,0,1,4,40,0,0,1,23.6,23.6,5.4%,2021,QB,1
12,Trevor Lawrence,JAC,28,51,54.9,332,6.5,3,3,1,1,-2,0,0,1,22.1,22.1,30.9%,2021,QB,1
13,Kirk Cousins,ATL,36,49,73.5,351,7.2,2,0,3,0,0,0,0,1,22.0,22.0,43.6%,2021,QB,1
14,Daniel Jones,MIN,22,37,59.5,267,7.2,1,0,2,6,27,1,1,1,21.4,21.4,13.0%,2021,QB,1
15,Teddy Bridgewater,DET,28,36,77.8,264,7.3,2,0,2,3,19,0,0,1,20.5,20.5,0.8%,2021,QB,1
16,Zach Wilson,DEN,20,37,54.1,258,7.0,2,1,6,0,0,0,0,1,19.3,19.3,0.9%,2021,QB,1
17,Sam Darnold,MIN,24,35,68.6,279,8.0,1,0,1,5,-1,1,1,1,19.1,19.1,77.4%,2021,QB,1
18,Joe Burrow,CIN,20,27,74.1,261,9.7,2,0,5,1,2,0,0,1,18.6,18.6,92.1%,2021,QB,1
19,Carson Wentz,KC,25,38,65.8,251,6.6,2,0,3,4,23,0,1,1,18.3,18.3,1.1%,2021,QB,1
20,Lamar Jackson,BAL,19,30,63.3,235,7.8,1,0,3,12,86,0,2,1,18.0,18.0,97.0%,2021,QB,1
21,Josh Allen,BUF,30,51,58.8,270,5.3,1,0,3,9,44,0,1,1,17.2,17.2,97.2%,2021,QB,1
22,Tua Tagovailoa,MIA,16,27,59.3,202,7.5,1,1,2,4,1,1,0,1,17.2,17.2,62.5%,2021,QB,1
23,Ryan Tannehill,FA,21,35,60.0,212,6.1,1,1,6,2,17,1,2,1,15.2,15.2,1.3%,2021,QB,1
24,Mac Jones,JAC,29,39,74.4,281,7.2,1,0,1,0,0,0,0,1,15.2,15.2,5.6%,2021,QB,1
25,Jimmy Garoppolo,LAR,17,25,68.0,314,12.6,1,0,1,3,2,0,1,1,14.8,14.8,2.8%,2021,QB,1
26,Justin Herbert,LAC,31,47,66.0,337,7.2,1,1,2,4,-1,0,1,1,14.4,14.4,77.4%,2021,QB,1
27,Baker Mayfield,TB,21,28,75.0,321,11.5,0,1,2,1,7,0,0,1,13.6,13.6,86.5%,2021,QB,1
28,Ben Roethlisberger,FA,18,32,56.3,188,5.9,1,0,2,4,5,0,0,1,12.0,12.0,9.5%,2021,QB,1
29,Taylor Heinicke,LAC,11,15,73.3,122,8.1,1,0,0,3,17,0,0,1,10.6,10.6,1.1%,2021,QB,1
30,Matt Ryan,FA,21,35,60.0,164,4.7,0,0,3,2,8,0,0,1,7.4,7.4,0.1%,2021,QB,1
31,Justin Fields,PIT,2,2,100.0,10,5.0,0,0,0,1,3,1,0,1,6.7,6.7,20.2%,2021,QB,1
32,Andy Dalton,CAR,27,38,71.1,206,5.4,0,1,3,2,13,0,1,1,6.5,6.5,2.5%,2021,QB,1
33,Trey Lance,DAL,1,1,100.0,5,5.0,1,0,0,3,2,0,0,1,4.4,4.4,2.6%,2021,QB,1
34,Aaron Rodgers,NYJ,15,28,53.6,133,4.8,0,2,1,0,0,0,0,1,3.3,3.3,47.5%,2021,QB,1
35,Marcus Mariota,WAS,0,0,0,0,0,0,0,0,1,31,0,0,1,3.1,3.1,2.7%,2021,QB,1
36,Ryan Fitzpatrick,FA,3,6,50.0,13,2.2,0,0,1,1,2,0,0,1,0.7,0.7,0.0%,2021,QB,1
37,Jordan Love,GB,5,7,71.4,68,9.7,0,0,1,0,0,0,1,1,0.7,0.7,81.9%,2021,QB,1
38,Jacoby Brissett,NE,0,0,0,0,0,0,0,0,2,4,0,0,1,0.4,0.4,3.9%,2021,QB,1
39,Taysom Hill,NO,1,1,100.0,3,3.0,0,0,0,2,1,0,0,1,0.2,0.2,27.7%,2021,QB,1
40,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,QB,1
