Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
222,Stanley Berryhill III,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,WR,Full
223,Britain Covey,PHI,0,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0,0.1%,2022,WR,Full
224,Jacob Harris,FA,1,1,6,6.0,6,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,WR,Full
225,Josh Ali,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2022,WR,Full
226,Raleigh Webb,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.2%,2022,WR,Full
227,Lance McCutcheon,PIT,0,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2022,WR,Full
228,Josh Gordon,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,WR,Full
229,Albert Wilson,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,WR,Full
230,Matthew Slater,FA,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2022,WR,Full
231,Andre Roberts,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,WR,Full
232,Brandon Zylstra,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,WR,Full
233,James Washington,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,WR,Full
234,Tanner Gentry,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,WR,Full
235,Justin Hardee Sr.,TEN,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%,2022,WR,Full
236,Marcus Kemp,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,WR,Full
237,Malik Turner,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,WR,Full
238,Quinton Bell,MIA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.1%,2022,WR,Full
239,Stanley Morgan Jr.,TEN,0,1,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%,2022,WR,Full
240,Cody Thompson,TB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,WR,Full
241,Keke Coutee,FA,1,1,20,20.0,20,1,0,0,0,0,1,7,0.0,0.0,0.0%,2022,WR,Full
242,Ty Montgomery II,FA,3,4,15,5.0,7,0,1,2,-2,0,0,1,0.0,0.0,0.0%,2022,WR,Full
243,Marken Michel,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,WR,Full
244,Rashard Higgins,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,WR,Full
245,Alex Erickson,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,WR,Full
246,Braylon Sanders,FA,2,3,17,8.5,13,0,0,0,0,0,1,2,-0.3,-0.2,0.0%,2022,WR,Full
247,Ihmir Smith-Marsette,NYG,1,4,15,15.0,15,0,0,1,-1,0,1,4,-0.6,-0.2,0.1%,2022,WR,Full
248,Deonte Harty,BAL,2,2,13,6.5,9,0,0,0,0,0,1,4,-0.7,-0.2,0.1%,2022,WR,Full
249,KaVontae Turpin,DAL,1,2,9,9.0,9,0,0,3,17,0,2,17,-1.4,-0.1,6.7%,2022,WR,Full
250,Chester Rogers,FA,0,0,0,0,0,0,0,0,0,0,1,3,-2.0,-0.7,0.0%,2022,WR,Full
