Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jonathan Taylor,IND,32,185,5.8,40,1,4,3,3,19,6.3,1,0,1,50.4,50.4,92.9%,2021,RB,11
2,Austin Ekeler,WAS,11,50,4.5,12,0,2,6,7,65,10.8,2,0,1,35.5,35.5,51.4%,2021,RB,11
3,Joe Mixon,HOU,30,123,4.1,20,1,2,0,0,0,0,0,0,1,24.3,24.3,93.9%,2021,RB,11
4,Nick Chubb,CLE,22,130,5.9,15,0,0,2,2,14,7.0,1,0,1,20.4,20.4,55.1%,2021,RB,11
5,D'Andre Swift,CHI,14,136,9.7,57,1,1,3,4,0,0.0,0,0,1,19.6,19.6,83.1%,2021,RB,11
6,Dalvin Cook,FA,22,86,3.9,13,0,1,3,4,29,9.7,0,0,1,19.5,19.5,0.9%,2021,RB,11
7,Christian McCaffrey,SF,10,59,5.9,15,0,0,7,8,60,8.6,1,0,1,17.9,17.9,66.6%,2021,RB,11
8,James Conner,ARI,21,62,3.0,8,0,1,5,6,37,7.4,0,0,1,15.9,15.9,82.6%,2021,RB,11
9,Myles Gaskin,FA,23,89,3.9,20,1,0,3,4,7,2.3,1,0,1,15.6,15.6,0.0%,2021,RB,11
10,Devonta Freeman,FA,16,49,3.1,10,0,1,6,6,31,5.2,0,0,1,14.0,14.0,0.0%,2021,RB,11
11,Clyde Edwards-Helaire,NO,12,63,5.3,14,0,1,2,2,13,6.5,0,0,1,13.6,13.6,7.2%,2021,RB,11
12,Najee Harris,PIT,12,39,3.3,12,0,1,5,6,20,4.0,0,0,1,11.9,11.9,85.5%,2021,RB,11
13,James Robinson,FA,12,29,2.4,7,0,1,2,3,9,4.5,0,0,1,9.8,9.8,0.0%,2021,RB,11
14,AJ Dillon,GB,11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,9.7,9.7,3.7%,2021,RB,11
15,Ronald Jones II,FA,8,33,4.1,9,0,1,0,0,0,0,0,0,1,9.3,9.3,0.0%,2021,RB,11
16,Mark Ingram II,FA,16,88,5.5,28,1,0,6,8,25,4.2,0,1,1,9.3,9.3,3.0%,2021,RB,11
17,DeeJay Dallas,ARI,4,25,6.3,15,0,1,1,2,2,2.0,0,0,1,8.7,8.7,0.3%,2021,RB,11
18,Dontrell Hilliard,FA,7,35,5.0,16,0,0,8,10,47,5.9,0,0,1,8.2,8.2,0.0%,2021,RB,11
19,Rhamondre Stevenson,NE,12,69,5.8,21,1,0,1,1,6,6.0,0,0,1,7.5,7.5,80.6%,2021,RB,11
20,Antonio Gibson,NE,19,95,5.0,20,1,0,0,0,0,0,0,1,1,7.5,7.5,22.5%,2021,RB,11
