Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,T.J. Hockenson,MIN,7,8,66,9.4,24,1,2,0,0,0,0,1,18.6,18.6,83.0%,2023,TE,2
2,Hunter Henry,NE,6,7,52,8.7,13,0,1,0,0,0,0,1,11.2,11.2,53.6%,2023,TE,2
3,Mark Andrews,BAL,5,8,45,9.0,20,1,1,0,0,0,0,1,10.5,10.5,89.5%,2023,TE,2
4,Travis Kelce,KC,4,9,26,6.5,9,0,1,0,0,0,0,1,8.6,8.6,94.1%,2023,TE,2
5,Logan Thomas,FA,2,3,22,11.0,18,0,1,0,0,0,0,1,8.2,8.2,0.0%,2023,TE,2
6,Taysom Hill,NO,1,2,-1,-1.0,0,0,0,9,75,0,0,1,7.7,7.7,27.7%,2023,TE,2
7,Kylen Granson,IND,3,4,16,5.3,11,0,1,0,0,0,0,1,7.6,7.6,1.2%,2023,TE,2
8,Darren Waller,FA,6,8,76,12.7,25,1,0,0,0,0,0,1,7.6,7.6,1.1%,2023,TE,2
9,Jake Ferguson,DAL,3,4,11,3.7,6,0,1,0,0,0,0,1,7.1,7.1,67.5%,2023,TE,2
10,Dawson Knox,BUF,3,5,10,3.3,7,0,1,0,0,0,0,1,7.0,7.0,11.4%,2023,TE,2
11,Sam LaPorta,DET,5,6,63,12.6,23,1,0,0,0,0,0,1,6.3,6.3,93.3%,2023,TE,2
12,Luke Schoonmaker,DAL,1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,4.6%,2023,TE,2
13,Evan Engram,JAC,6,8,57,9.5,17,0,0,0,0,0,0,1,5.7,5.7,57.4%,2023,TE,2
14,Noah Fant,SEA,4,4,56,14.0,31,1,0,0,0,0,0,1,5.6,5.6,21.1%,2023,TE,2
15,Zach Ertz,WAS,6,8,56,9.3,17,0,0,0,0,0,0,1,5.6,5.6,57.5%,2023,TE,2
16,Tyler Conklin,NYJ,5,6,50,10.0,17,0,0,0,0,0,0,1,5.0,5.0,19.2%,2023,TE,2
17,Will Mallory,IND,2,2,49,24.5,43,1,0,0,0,0,0,1,4.9,4.9,0.0%,2023,TE,2
18,Gerald Everett,FA,3,3,47,15.7,29,1,0,0,0,0,0,1,4.7,4.7,1.4%,2023,TE,2
19,Jonnu Smith,MIA,4,6,47,11.8,17,0,0,0,0,0,0,1,4.7,4.7,77.6%,2023,TE,2
20,John Bates,WAS,3,5,46,15.3,35,1,0,0,0,0,0,1,4.6,4.6,1.1%,2023,TE,2
21,Dalton Kincaid,BUF,5,6,43,8.6,14,0,0,0,0,0,0,1,4.3,4.3,78.8%,2023,TE,2
22,Colby Parkinson,LAR,2,3,41,20.5,21,2,0,0,0,0,0,1,4.1,4.1,9.6%,2023,TE,2
23,Cade Otton,TB,6,6,41,6.8,9,0,0,0,0,0,0,1,4.1,4.1,57.8%,2023,TE,2
24,Noah Gray,KC,3,3,38,12.7,16,0,0,0,0,0,0,1,3.8,3.8,22.5%,2023,TE,2
25,Cole Kmet,CHI,4,6,38,9.5,11,0,0,0,0,0,0,1,3.8,3.8,42.7%,2023,TE,2
26,Chig Okonkwo,TEN,4,4,35,8.8,20,1,0,0,0,0,0,1,3.5,3.5,34.6%,2023,TE,2
27,Will Dissly,LAC,3,3,35,11.7,16,0,0,0,0,0,0,1,3.5,3.5,22.8%,2023,TE,2
28,Dalton Schultz,HOU,4,7,34,8.5,14,0,0,0,0,0,0,1,3.4,3.4,54.4%,2023,TE,2
29,Mike Gesicki,CIN,5,6,33,6.6,14,0,0,0,0,0,0,1,3.3,3.3,29.2%,2023,TE,2
30,Trey McBride,ARI,2,3,32,16.0,23,1,0,0,0,0,0,1,3.2,3.2,91.9%,2023,TE,2
31,George Kittle,SF,3,3,30,10.0,12,0,0,0,0,0,0,1,3.0,3.0,91.9%,2023,TE,2
32,David Njoku,CLE,4,4,48,12.0,29,1,0,0,0,0,1,1,2.8,2.8,74.6%,2023,TE,2
33,Brevin Jordan,HOU,2,2,27,13.5,16,0,0,0,0,0,0,1,2.7,2.7,0.7%,2023,TE,2
34,Luke Musgrave,GB,2,3,25,12.5,17,0,0,0,0,0,0,1,2.5,2.5,18.1%,2023,TE,2
35,Stone Smartt,LAC,1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,2.6%,2023,TE,2
36,Durham Smythe,FA,3,3,23,7.7,9,0,0,0,0,0,0,1,2.3,2.3,0.1%,2023,TE,2
37,Dallas Goedert,PHI,6,7,22,3.7,9,0,0,0,0,0,0,1,2.2,2.2,57.2%,2023,TE,2
38,Cole Turner,WAS,2,2,21,10.5,12,0,0,0,0,0,0,1,2.1,2.1,1.1%,2023,TE,2
39,Hayden Hurst,LAC,3,3,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,2.7%,2023,TE,2
40,Foster Moreau,NO,2,2,20,10.0,14,0,0,0,0,0,0,1,2.0,2.0,2.4%,2023,TE,2
41,Austin Hooper,NE,2,2,20,10.0,15,0,0,0,0,0,0,1,2.0,2.0,1.9%,2023,TE,2
42,Mo Alie-Cox,IND,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.6%,2023,TE,2
43,Kyle Pitts,ATL,2,5,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,73.0%,2023,TE,2
44,Josh Oliver,MIN,2,3,13,6.5,13,0,0,0,0,0,0,1,1.3,1.3,1.4%,2023,TE,2
45,Juwan Johnson,NO,2,3,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3,19.4%,2023,TE,2
46,Tyler Higbee,LAR,3,7,12,4.0,6,0,0,0,0,0,0,1,1.2,1.2,9.2%,2023,TE,2
47,Irv Smith Jr.,HOU,2,4,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,0.0%,2023,TE,2
48,Isaiah Likely,BAL,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,34.2%,2023,TE,2
49,Donald Parham Jr.,PIT,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,1.9%,2023,TE,2
50,Josiah Deguara,JAC,2,2,5,2.5,4,0,0,0,0,0,0,1,0.5,0.5,0.0%,2023,TE,2
51,Andrew Beck,NYJ,0,0,0,0,0,0,0,2,2,0,0,1,0.2,0.2,0.0%,2023,TE,2
52,Pat Freiermuth,PIT,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,63.9%,2023,TE,2
53,Michael Mayer,LV,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,13.6%,2023,TE,2
54,Jordan Akins,CLE,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,1.2%,2023,TE,2
55,Tommy Tremble,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,2023,TE,2
56,Quintin Morris,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,TE,2
57,Tre' McKitty,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,2
