Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyler Huntley,MIA,28,40,70.0,215,5.4,2,0,1,13,73,2,0,1,35.9,35.9,1.8%,2021,QB,15
2,Patrick Mahomes II,KC,31,47,66.0,410,8.7,3,1,1,3,32,0,1,1,30.6,30.6,92.9%,2021,QB,15
3,Jalen Hurts,PHI,20,26,76.9,296,11.4,1,1,3,8,38,2,1,1,28.6,28.6,91.6%,2021,QB,15
4,Cam Newton,FA,18,38,47.4,156,4.1,1,1,4,15,71,1,0,1,24.3,24.3,7.0%,2021,QB,15
5,Justin Herbert,LAC,22,38,57.9,236,6.2,2,1,0,5,16,1,0,1,24.0,24.0,77.4%,2021,QB,15
6,Aaron Rodgers,NYJ,23,31,74.2,268,8.6,3,0,3,4,11,0,0,1,23.8,23.8,47.5%,2021,QB,15
7,Josh Allen,BUF,19,34,55.9,210,6.2,3,1,4,3,24,0,0,1,21.8,21.8,97.2%,2021,QB,15
8,Jared Goff,DET,21,26,80.8,216,8.3,3,0,2,0,0,0,0,1,20.6,20.6,83.6%,2021,QB,15
9,Mac Jones,JAC,26,45,57.8,299,6.6,2,2,1,1,12,0,0,1,19.2,19.2,5.6%,2021,QB,15
10,Justin Fields,PIT,26,39,66.7,285,7.3,1,0,3,7,35,0,1,1,16.9,16.9,20.2%,2021,QB,15
11,Matthew Stafford,LAR,21,29,72.4,244,8.4,2,1,4,3,-3,0,0,1,16.5,16.5,54.5%,2021,QB,15
12,Tua Tagovailoa,MIA,16,27,59.3,196,7.3,2,2,1,7,19,0,0,1,15.7,15.7,62.5%,2021,QB,15
13,Davis Mills,HOU,19,30,63.3,209,7.0,2,1,1,1,2,0,0,1,15.6,15.6,0.1%,2021,QB,15
14,Jimmy Garoppolo,LAR,18,23,78.3,235,10.2,1,0,0,3,4,0,0,1,13.8,13.8,2.8%,2021,QB,15
15,Kyler Murray,ARI,23,41,56.1,257,6.3,1,1,2,4,3,0,0,1,13.6,13.6,84.0%,2021,QB,15
16,Matt Ryan,FA,19,32,59.4,236,7.4,1,0,3,5,20,0,1,1,13.4,13.4,0.1%,2021,QB,15
17,Joe Burrow,CIN,15,22,68.2,157,7.1,1,0,3,5,25,0,0,1,12.8,12.8,92.1%,2021,QB,15
18,Zach Wilson,DEN,13,23,56.5,170,7.4,0,0,6,4,12,1,1,1,12.0,12.0,0.9%,2021,QB,15
19,Ben Roethlisberger,FA,16,25,64.0,148,5.9,0,0,3,3,0,1,0,1,11.9,11.9,9.5%,2021,QB,15
20,Kirk Cousins,ATL,12,24,50.0,87,3.6,2,1,4,2,10,0,0,1,11.5,11.5,43.6%,2021,QB,15
21,Derek Carr,NO,25,38,65.8,236,6.2,1,1,2,3,7,0,1,1,11.1,11.1,20.5%,2021,QB,15
22,Ryan Tannehill,FA,23,32,71.9,153,4.8,0,1,4,5,18,1,1,1,10.9,10.9,1.3%,2021,QB,15
23,Dak Prescott,DAL,28,37,75.7,217,5.9,1,0,3,2,-1,0,1,1,10.6,10.6,37.8%,2021,QB,15
24,Trevor Lawrence,JAC,22,38,57.9,210,5.5,0,0,3,5,21,0,0,1,10.5,10.5,30.9%,2021,QB,15
25,Nick Mullens,MIN,20,30,66.7,147,4.9,1,0,0,0,0,0,0,1,9.9,9.9,0.6%,2021,QB,15
26,Taysom Hill,NO,13,27,48.1,154,5.7,0,0,2,11,33,0,0,1,9.5,9.5,27.7%,2021,QB,15
27,Garrett Gilbert,FA,20,31,64.5,194,6.3,0,0,2,0,0,0,0,1,7.8,7.8,0.0%,2021,QB,15
28,Carson Wentz,KC,5,12,41.7,57,4.8,1,1,1,8,17,0,0,1,7.0,7.0,1.1%,2021,QB,15
29,Tom Brady,FA,26,48,54.2,214,4.5,0,1,4,1,2,0,1,1,5.8,5.8,5.3%,2021,QB,15
30,Drew Lock,NYG,6,12,50.0,88,7.3,1,0,1,1,-2,0,1,1,5.3,5.3,4.4%,2021,QB,15
31,Russell Wilson,PIT,17,31,54.8,156,5.0,0,1,3,0,0,0,0,1,5.2,5.2,48.0%,2021,QB,15
32,Teddy Bridgewater,DET,12,22,54.5,98,4.5,0,0,2,3,10,0,0,1,4.9,4.9,0.8%,2021,QB,15
33,Jake Fromm,DET,6,12,50.0,82,6.8,0,0,1,0,0,0,0,1,3.3,3.3,0.0%,2021,QB,15
34,Colt McCoy,FA,6,9,66.7,56,6.2,0,0,0,1,3,0,0,1,2.5,2.5,0.0%,2021,QB,15
35,Mike Glennon,FA,13,24,54.2,99,4.1,0,3,0,1,0,0,0,1,1.0,1.0,1.0%,2021,QB,15
36,Marcus Mariota,WAS,0,0,0,0,0,0,0,0,1,3,0,0,1,0.3,0.3,2.7%,2021,QB,15
37,Jacoby Brissett,NE,0,0,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,3.9%,2021,QB,15
