Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jayden Daniels,WAS,24,39,61.5,258,6.6,5,2,1,9,81,0,0,1,36.4,36.4,94.0%,2024,QB,16
2,Bryce Young,CAR,17,26,65.4,158,6.1,2,0,3,5,68,1,0,1,27.1,27.1,28.7%,2024,QB,16
3,Jared Goff,DET,23,32,71.9,336,10.5,3,0,1,1,-1,0,0,1,25.3,25.3,83.6%,2024,QB,16
4,Patrick Mahomes II,KC,28,41,68.3,260,6.3,1,0,1,5,33,1,0,1,23.7,23.7,92.9%,2024,QB,16
5,Geno Smith,SEA,31,43,72.1,314,7.3,3,2,2,1,8,0,0,1,23.4,23.4,49.4%,2024,QB,16
6,Baker Mayfield,TB,31,43,72.1,303,7.0,2,1,4,3,42,0,0,1,23.3,23.3,86.5%,2024,QB,16
7,Justin Herbert,LAC,23,31,74.2,284,9.2,2,1,2,8,28,0,0,1,23.2,23.2,77.4%,2024,QB,16
8,Sam Darnold,MIN,22,35,62.9,246,7.0,3,0,3,5,11,0,0,1,22.9,22.9,77.4%,2024,QB,16
9,Caleb Williams,CHI,26,40,65.0,334,8.4,2,0,2,6,34,0,1,1,22.8,22.8,55.0%,2024,QB,16
10,Brock Purdy,SF,26,40,65.0,313,7.8,2,1,3,4,26,0,0,1,22.1,22.1,79.2%,2024,QB,16
11,Joe Burrow,CIN,23,30,76.7,252,8.4,3,0,4,2,19,0,1,1,22.0,22.0,92.1%,2024,QB,16
12,Lamar Jackson,BAL,15,23,65.2,207,9.0,3,1,1,9,22,0,0,1,21.5,21.5,97.0%,2024,QB,16
13,Kyler Murray,ARI,20,32,62.5,202,6.3,1,1,3,8,63,1,1,1,21.4,21.4,84.0%,2024,QB,16
14,Anthony Richardson,IND,7,11,63.6,131,11.9,1,1,1,9,70,1,0,1,21.2,21.2,58.2%,2024,QB,16
15,Bo Nix,DEN,29,40,72.5,263,6.6,2,0,2,3,25,0,0,1,21.0,21.0,73.0%,2024,QB,16
16,Drake Maye,NE,22,36,61.1,261,7.3,2,1,2,6,30,0,1,1,18.4,18.4,32.1%,2024,QB,16
17,C.J. Stroud,HOU,23,39,59.0,244,6.3,2,2,2,2,23,0,0,1,18.1,18.1,79.4%,2024,QB,16
18,Mason Rudolph,TEN,23,34,67.6,252,7.4,2,3,1,4,3,0,0,1,17.4,17.4,3.0%,2024,QB,16
19,Russell Wilson,PIT,22,33,66.7,217,6.6,2,1,3,3,27,0,1,1,16.4,16.4,48.0%,2024,QB,16
20,Cooper Rush,DAL,26,35,74.3,292,8.3,1,0,1,3,-4,0,0,1,15.3,15.3,6.1%,2024,QB,16
21,Mac Jones,JAC,25,39,64.1,247,6.3,1,0,1,0,0,0,0,1,13.9,13.9,5.6%,2024,QB,16
22,Aaron Rodgers,NYJ,28,42,66.7,256,6.1,1,0,1,1,6,0,1,1,12.8,12.8,47.5%,2024,QB,16
23,Tua Tagovailoa,MIA,22,34,64.7,215,6.3,1,0,0,2,-1,0,0,1,12.5,12.5,62.5%,2024,QB,16
24,Josh Allen,BUF,16,29,55.2,154,5.3,1,1,1,6,30,0,0,1,12.2,12.2,97.2%,2024,QB,16
25,Aidan O'Connell,LV,24,38,63.2,257,6.8,0,0,2,7,12,0,0,1,11.5,11.5,8.0%,2024,QB,16
26,Jordan Love,GB,16,28,57.1,182,6.5,1,0,0,1,2,0,0,1,11.5,11.5,81.9%,2024,QB,16
27,Kenny Pickett,PHI,14,24,58.3,143,6.0,1,1,3,3,13,0,0,1,10.0,10.0,4.2%,2024,QB,16
28,Dorian Thompson-Robinson,CLE,20,34,58.8,157,4.6,0,2,5,9,49,0,0,1,9.2,9.2,1.1%,2024,QB,16
