Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyler Lockett,FA,9,13,100,11.1,43,1,3,0,0,0,0,1,28.0,28.0,44.2%,2020,WR,3
2,Justin Jefferson,MIN,7,9,175,25.0,71,3,1,0,0,0,0,1,23.5,23.5,98.3%,2020,WR,3
3,Cedrick Wilson Jr.,NO,5,7,107,21.4,42,2,2,0,0,0,0,1,22.7,22.7,0.7%,2020,WR,3
4,Allen Lazard,NYJ,6,8,146,24.3,72,2,1,1,-2,0,0,1,20.4,20.4,6.7%,2020,WR,3
5,Michael Gallup,FA,6,9,138,23.0,52,2,1,0,0,0,0,1,19.8,19.8,1.0%,2020,WR,3
6,Allen Robinson II,DET,10,13,123,12.3,37,1,1,0,0,0,0,1,18.3,18.3,0.8%,2020,WR,3
7,Keenan Allen,CHI,13,19,132,10.2,22,2,1,0,0,0,1,1,17.2,17.2,76.2%,2020,WR,3
8,Cooper Kupp,LAR,9,10,107,11.9,20,2,1,0,0,0,0,1,16.7,16.7,90.9%,2020,WR,3
9,Robert Woods,HOU,5,6,74,14.8,31,2,1,3,30,0,0,1,16.4,16.4,0.6%,2020,WR,3
10,Tyreek Hill,MIA,5,6,77,15.4,33,2,1,2,25,0,0,1,16.2,16.2,92.8%,2020,WR,3
11,Andy Isabella,FA,4,4,47,11.8,26,1,2,1,-6,0,0,1,16.1,16.1,0.0%,2020,WR,3
12,Brandon Aiyuk,SF,5,8,70,14.0,20,1,0,3,31,1,0,1,16.1,16.1,43.5%,2020,WR,3
13,Tee Higgins,CIN,5,9,40,8.0,16,0,2,0,0,0,0,1,16.0,16.0,87.7%,2020,WR,3
14,Dontrelle Inman,FA,3,6,38,12.7,17,0,2,0,0,0,0,1,15.8,15.8,0.0%,2020,WR,3
15,Randall Cobb,FA,4,4,95,23.8,34,2,1,0,0,0,0,1,15.5,15.5,1.3%,2020,WR,3
16,DK Metcalf,SEA,4,8,110,27.5,62,2,1,0,0,0,1,1,15.0,15.0,88.3%,2020,WR,3
17,Hunter Renfrow,FA,6,9,84,14.0,26,2,1,0,0,0,0,1,14.4,14.4,0.0%,2020,WR,3
18,Mecole Hardman Jr.,KC,4,6,81,20.3,49,1,1,0,0,0,0,1,14.1,14.1,0.2%,2020,WR,3
19,DeAndre Hopkins,KC,10,12,137,13.7,30,2,0,0,0,0,0,1,13.7,13.7,72.8%,2020,WR,3
20,Greg Ward,FA,8,11,72,9.0,29,1,1,1,-6,0,0,1,12.6,12.6,0.0%,2020,WR,3
21,Tyler Boyd,TEN,10,13,125,12.5,25,1,0,0,0,0,0,1,12.5,12.5,4.6%,2020,WR,3
22,Chris Godwin,TB,5,6,64,12.8,30,1,1,0,0,0,0,1,12.4,12.4,45.3%,2020,WR,3
