Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Ja'Marr Chase,CIN,7,10,132,18.9,60,2,2,0,0,0,0,1,25.2,25.2,94.0%,2022,WR,6
2,Stefon Diggs,HOU,10,13,148,14.8,31,2,1,0,0,0,0,1,20.8,20.8,46.3%,2022,WR,6
3,Brandon Aiyuk,SF,8,11,83,10.4,14,0,2,0,0,0,0,1,20.3,20.3,43.5%,2022,WR,6
4,Tyreek Hill,MIA,12,15,177,14.8,28,3,0,0,0,0,0,1,17.7,17.7,92.8%,2022,WR,6
5,JuJu Smith-Schuster,KC,5,5,113,22.6,42,2,1,0,0,0,0,1,17.3,17.3,3.9%,2022,WR,6
6,Tyquan Thornton,KC,4,5,37,9.3,21,1,1,3,16,1,0,1,17.3,17.3,0.1%,2022,WR,6
7,Chase Claypool,FA,7,7,96,13.7,26,1,1,1,8,0,0,1,16.4,16.4,1.4%,2022,WR,6
8,Dante Pettis,NO,4,7,84,21.0,40,1,1,0,0,0,0,1,14.4,14.4,0.1%,2022,WR,6
9,Allen Lazard,NYJ,4,9,76,19.0,35,2,1,0,0,0,0,1,13.6,13.6,6.7%,2022,WR,6
10,Michael Pittman Jr.,IND,13,16,134,10.3,20,1,0,0,0,0,0,1,13.4,13.4,70.7%,2022,WR,6
11,Gabe Davis,JAC,3,6,74,24.7,34,2,1,0,0,0,0,1,13.4,13.4,18.0%,2022,WR,6
12,A.J. Brown,PHI,5,8,67,13.4,22,1,1,0,0,0,0,1,12.7,12.7,96.7%,2022,WR,6
13,Allen Robinson II,DET,5,6,63,12.6,22,1,1,0,0,0,0,1,12.3,12.3,0.8%,2022,WR,6
14,Ben Skowronek,PIT,5,5,40,8.0,19,0,0,1,17,1,0,1,11.7,11.7,0.0%,2022,WR,6
15,Parris Campbell,PHI,7,11,57,8.1,15,0,1,0,0,0,0,1,11.7,11.7,0.0%,2022,WR,6
16,Adam Thielen,CAR,4,8,36,9.0,14,0,1,0,0,0,0,1,11.6,11.6,61.9%,2022,WR,6
17,Jaylen Waddle,MIA,6,10,129,21.5,49,2,0,0,0,0,1,1,10.9,10.9,79.3%,2022,WR,6
18,Alec Pierce,IND,3,7,49,16.3,32,1,1,0,0,0,0,1,10.9,10.9,18.9%,2022,WR,6
19,Justin Jefferson,MIN,6,8,107,17.8,47,3,0,0,0,0,0,1,10.7,10.7,98.3%,2022,WR,6
20,Amari Cooper,BUF,4,12,44,11.0,15,0,1,0,0,0,0,1,10.4,10.4,75.3%,2022,WR,6
21,Rashid Shaheed,NO,0,1,0,0,0,0,0,1,44,1,0,1,10.4,10.4,31.4%,2022,WR,6
22,DeVonta Smith,PHI,5,5,44,8.8,13,0,1,0,0,0,0,1,10.4,10.4,89.2%,2022,WR,6
23,Tre'Quan Smith,FA,3,3,43,14.3,18,0,1,0,0,0,0,1,10.3,10.3,0.0%,2022,WR,6
24,Mecole Hardman Jr.,KC,3,4,42,14.0,26,1,1,0,0,0,0,1,10.2,10.2,0.2%,2022,WR,6
25,Wan'Dale Robinson,NYG,3,4,37,12.3,17,0,1,0,0,0,0,1,9.7,9.7,36.9%,2022,WR,6
26,Cooper Kupp,LAR,7,8,80,11.4,22,2,0,2,17,0,0,1,9.7,9.7,90.9%,2022,WR,6
27,Chris Godwin,TB,6,12,95,15.8,28,2,0,0,0,0,0,1,9.5,9.5,45.3%,2022,WR,6
28,Deebo Samuel Sr.,WAS,7,10,79,11.3,27,2,0,2,11,0,0,1,9.0,9.0,84.5%,2022,WR,6
29,Braxton Berrios,MIA,1,1,6,6.0,6,0,0,1,20,1,0,1,8.6,8.6,0.8%,2022,WR,6
30,CeeDee Lamb,DAL,5,10,68,13.6,24,1,0,2,9,0,0,1,7.7,7.7,87.2%,2022,WR,6
31,Donovan Peoples-Jones,FA,4,5,74,18.5,37,2,0,1,2,0,0,1,7.6,7.6,0.0%,2022,WR,6
32,Christian Kirk,JAC,4,5,24,6.0,12,0,1,1,4,0,1,1,6.8,6.8,34.9%,2022,WR,6
33,Darnell Mooney,ATL,7,12,68,9.7,26,2,0,0,0,0,0,1,6.8,6.8,67.9%,2022,WR,6
34,Marquise Brown,KC,5,9,68,13.6,26,2,0,0,0,0,0,1,6.8,6.8,40.3%,2022,WR,6
35,Tyler Boyd,TEN,6,6,66,11.0,21,1,0,0,0,0,0,1,6.6,6.6,4.6%,2022,WR,6
36,DeVante Parker,FA,4,6,64,16.0,29,1,0,0,0,0,0,1,6.4,6.4,0.0%,2022,WR,6
37,Jakobi Meyers,LV,4,4,60,15.0,27,2,0,0,0,0,0,1,6.0,6.0,72.7%,2022,WR,6
38,Olamide Zaccheaus,WAS,4,4,58,14.5,37,1,0,0,0,0,0,1,5.8,5.8,8.1%,2022,WR,6
39,Joshua Palmer,LAC,9,12,57,6.3,14,0,0,0,0,0,0,1,5.7,5.7,18.9%,2022,WR,6
40,Jerry Jeudy,CLE,3,7,54,18.0,37,1,0,0,0,0,0,1,5.4,5.4,72.7%,2022,WR,6
41,Corey Davis,FA,2,4,52,26.0,41,1,0,0,0,0,0,1,5.2,5.2,0.0%,2022,WR,6
42,Terry McLaurin,WAS,3,4,41,13.7,17,0,0,2,11,0,0,1,5.2,5.2,91.3%,2022,WR,6
43,Rondale Moore,ATL,6,10,49,8.2,26,1,0,0,0,0,0,1,4.9,4.9,2.8%,2022,WR,6
44,Tee Higgins,CIN,6,9,47,7.8,13,0,0,0,0,0,0,1,4.7,4.7,87.7%,2022,WR,6
45,KJ Hamler,BUF,2,3,44,22.0,47,1,0,0,0,0,0,1,4.4,4.4,0.0%,2022,WR,6
46,Mike Evans,TB,4,4,42,10.5,20,1,0,0,0,0,0,1,4.2,4.2,94.8%,2022,WR,6
47,Zay Jones,ARI,5,5,42,8.4,18,0,0,0,0,0,0,1,4.2,4.2,3.6%,2022,WR,6
48,Drake London,ATL,3,4,40,13.3,20,1,0,0,0,0,0,1,4.0,4.0,91.6%,2022,WR,6
49,Brandon Powell,MIN,4,5,27,6.8,16,0,0,3,13,0,0,1,4.0,4.0,0.8%,2022,WR,6
50,Dee Eskridge,MIA,3,3,39,13.0,16,0,0,0,0,0,0,1,3.9,3.9,0.0%,2022,WR,6
51,Diontae Johnson,BAL,5,7,28,5.6,9,0,0,2,8,0,0,1,3.6,3.6,39.6%,2022,WR,6
52,Marquez Callaway,TB,3,7,36,12.0,20,1,0,0,0,0,0,1,3.6,3.6,0.0%,2022,WR,6
53,DK Metcalf,SEA,2,7,34,17.0,17,0,0,0,0,0,0,1,3.4,3.4,88.3%,2022,WR,6
54,George Pickens,PIT,3,6,27,9.0,14,0,0,1,1,0,0,1,2.8,2.8,88.7%,2022,WR,6
55,Demarcus Robinson,LAR,3,5,27,9.0,15,0,0,0,0,0,0,1,2.7,2.7,17.8%,2022,WR,6
56,Marquise Goodwin,FA,2,2,26,13.0,22,1,0,0,0,0,0,1,2.6,2.6,0.0%,2022,WR,6
57,Marcus Johnson,FA,2,4,25,12.5,18,0,0,0,0,0,0,1,2.5,2.5,0.0%,2022,WR,6
58,Skyy Moore,KC,1,3,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.1%,2022,WR,6
59,Jamal Agnew,FA,1,1,5,5.0,5,0,0,1,19,0,0,1,2.4,2.4,0.0%,2022,WR,6
60,Romeo Doubs,GB,4,9,21,5.3,8,0,0,0,0,0,0,1,2.1,2.1,47.5%,2022,WR,6
61,Russell Gage,SF,2,4,20,10.0,11,0,0,0,0,0,0,1,2.0,2.0,0.0%,2022,WR,6
62,Tim Jones,JAC,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0%,2022,WR,6
63,K.J. Osborn,WAS,3,5,18,6.0,8,0,0,0,0,0,0,1,1.8,1.8,1.3%,2022,WR,6
64,Richie James Jr.,FA,2,2,18,9.0,10,0,0,0,0,0,0,1,1.8,1.8,0.0%,2022,WR,6
65,Darius Slayton,NYG,1,3,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,9.9%,2022,WR,6
66,Michael Gallup,FA,2,7,18,9.0,9,0,0,0,0,0,0,1,1.8,1.8,1.0%,2022,WR,6
67,Jauan Jennings,SF,2,3,18,9.0,9,0,0,0,0,0,0,1,1.8,1.8,70.3%,2022,WR,6
68,Mike Williams,PIT,2,6,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,18.1%,2022,WR,6
69,Tyler Lockett,FA,2,5,17,8.5,10,0,0,0,0,0,0,1,1.7,1.7,44.2%,2022,WR,6
70,Kendrick Bourne,NE,1,1,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,4.0%,2022,WR,6
