Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Trey Burton,FA,4,5,58,14.5,20,1,1,1,1,1,0,1,17.9,17.9,0.0%,2020,TE,6
2,Anthony Firkser,KC,8,9,113,14.1,45,2,1,0,0,0,0,1,17.3,17.3,0.0%,2020,TE,6
3,George Kittle,SF,7,10,109,15.6,44,1,1,0,0,0,0,1,16.9,16.9,91.9%,2020,TE,6
4,Travis Kelce,KC,5,7,65,13.0,20,1,2,0,0,0,1,1,16.5,16.5,94.1%,2020,TE,6
5,Darren Fells,FA,6,7,85,14.2,35,1,1,0,0,0,0,1,14.5,14.5,0.0%,2020,TE,6
6,Rob Gronkowski,FA,5,8,78,15.6,31,1,1,0,0,0,0,1,13.8,13.8,2.0%,2020,TE,6
7,Hayden Hurst,LAC,4,4,57,14.3,35,1,1,0,0,0,0,1,11.7,11.7,2.7%,2020,TE,6
8,Adam Shaheen,FA,3,3,51,17.0,43,1,1,0,0,0,0,1,11.1,11.1,0.0%,2020,TE,6
9,Logan Thomas,FA,3,4,42,14.0,29,1,1,0,0,0,0,1,10.2,10.2,0.0%,2020,TE,6
10,Nick Boyle,FA,3,3,33,11.0,17,0,1,0,0,0,0,1,9.3,9.3,0.0%,2020,TE,6
11,Cole Kmet,CHI,2,2,20,10.0,11,0,1,0,0,0,0,1,8.0,8.0,42.7%,2020,TE,6
12,T.J. Hockenson,MIN,2,5,17,8.5,16,0,1,0,0,0,0,1,7.7,7.7,83.0%,2020,TE,6
13,Irv Smith Jr.,HOU,4,5,55,13.8,36,1,0,0,0,0,0,1,7.5,7.5,0.0%,2020,TE,6
14,Jack Doyle,FA,3,3,29,9.7,17,0,1,0,0,0,1,1,6.9,6.9,2.0%,2020,TE,6
15,Durham Smythe,FA,1,2,4,4.0,4,0,1,0,0,0,0,1,6.4,6.4,0.1%,2020,TE,6
16,Jason Croom,FA,1,1,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.0%,2020,TE,6
17,Tyler Higbee,LAR,3,4,56,18.7,31,1,0,0,0,0,0,1,5.6,5.6,9.2%,2020,TE,6
18,Austin Hooper,NE,5,6,52,10.4,36,1,0,0,0,0,0,1,5.2,5.2,1.9%,2020,TE,6
19,Kyle Rudolph,FA,3,4,47,15.7,19,0,0,0,0,0,0,1,4.7,4.7,1.0%,2020,TE,6
20,Albert Okwuegbunam Jr.,IND,2,6,45,22.5,27,1,0,0,0,0,0,1,4.5,4.5,0.0%,2020,TE,6
21,Dalton Schultz,HOU,4,5,35,8.8,13,0,0,0,0,0,0,1,3.5,3.5,54.4%,2020,TE,6
22,Jimmy Graham,FA,5,8,34,6.8,10,0,0,0,0,0,0,1,3.4,3.4,0.1%,2020,TE,6
23,Zach Ertz,WAS,4,10,33,8.3,11,0,0,0,0,0,0,1,3.3,3.3,57.5%,2020,TE,6
24,Richard Rodgers,FA,3,3,31,10.3,16,0,0,0,0,0,0,1,3.1,3.1,0.0%,2020,TE,6
25,Evan Engram,JAC,2,3,30,15.0,21,1,0,0,0,0,0,1,3.0,3.0,57.4%,2020,TE,6
26,Pharaoh Brown,SEA,2,2,28,14.0,22,1,0,0,0,0,0,1,2.8,2.8,0.1%,2020,TE,6
27,Gerald Everett,FA,3,4,27,9.0,17,0,0,0,0,0,0,1,2.7,2.7,1.4%,2020,TE,6
28,Robert Tonyan,FA,3,4,25,8.3,11,0,0,0,0,0,0,1,2.5,2.5,0.0%,2020,TE,6
29,Mark Andrews,BAL,2,4,21,10.5,11,0,0,0,0,0,0,1,2.1,2.1,89.5%,2020,TE,6
30,Ryan Izzo,FA,3,3,38,12.7,16,0,0,0,0,0,1,1,1.8,1.8,0.0%,2020,TE,6
31,Ryan Griffin,FA,2,3,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.0%,2020,TE,6
32,Kaden Smith,FA,3,3,15,5.0,9,0,0,0,0,0,0,1,1.5,1.5,0.0%,2020,TE,6
33,Jonnu Smith,MIA,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,77.6%,2020,TE,6
34,Harrison Bryant,LV,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2020,TE,6
35,Geoff Swaim,CLE,2,3,10,5.0,8,0,0,0,0,0,0,1,1.0,1.0,0.0%,2020,TE,6
36,Eric Ebron,FA,2,4,9,4.5,7,0,0,0,0,0,0,1,0.9,0.9,0.0%,2020,TE,6
37,Ian Thomas,CAR,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%,2020,TE,6
38,Nick Vannett,TEN,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2020,TE,6
39,Tyler Kroft,FA,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2020,TE,6
40,David Njoku,CLE,1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,74.6%,2020,TE,6
41,Chris Manhertz,NYG,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%,2020,TE,6
42,Cameron Brate,FA,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,2.0%,2020,TE,6
43,Jesse James,FA,1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%,2020,TE,6
44,Nick Keizer,FA,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2020,TE,6
45,Darrell Daniels,FA,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%,2020,TE,6
46,Devin Asiasi,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,6
47,Antonio Gandy-Golden,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,6
48,Noah Togiai,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,6
49,Charlie Woerner,ATL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2020,TE,6
