Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,DK Metcalf,SEA,12,15,161,13.4,46,2,2,0,0,0,0,1,28.1,28.1,88.3%,2020,WR,8
2,Davante Adams,FA,7,11,53,7.6,15,0,3,0,0,0,0,1,23.3,23.3,91.0%,2020,WR,8
3,Tyreek Hill,MIA,4,6,98,24.5,41,2,2,0,0,0,0,1,21.8,21.8,92.8%,2020,WR,8
4,Robert Woods,HOU,7,8,85,12.1,26,1,1,2,9,1,0,1,21.4,21.4,0.6%,2020,WR,8
5,Corey Davis,FA,8,10,128,16.0,27,3,1,0,0,0,0,1,18.8,18.8,0.0%,2020,WR,8
6,Curtis Samuel,BUF,4,5,31,7.8,29,1,1,3,23,1,0,1,17.4,17.4,17.8%,2020,WR,8
7,Mike Williams,PIT,5,8,99,19.8,36,2,1,1,1,0,0,1,16.0,16.0,18.1%,2020,WR,8
8,Marvin Jones Jr.,FA,3,7,39,13.0,25,1,2,0,0,0,0,1,15.9,15.9,0.0%,2020,WR,8
9,Mecole Hardman Jr.,KC,7,9,96,13.7,30,1,1,0,0,0,0,1,15.6,15.6,0.2%,2020,WR,8
10,Brandon Aiyuk,SF,8,10,91,11.4,33,1,1,0,0,0,0,1,15.1,15.1,43.5%,2020,WR,8
11,Allen Robinson II,DET,6,7,87,14.5,28,2,1,0,0,0,0,1,14.7,14.7,0.8%,2020,WR,8
12,DaeSean Hamilton,FA,4,5,82,20.5,40,1,1,0,0,0,0,1,14.2,14.2,0.0%,2020,WR,8
13,Travis Fulgham,FA,6,7,78,13.0,32,1,1,0,0,0,0,1,13.8,13.8,0.0%,2020,WR,8
14,Julio Jones,FA,7,10,137,19.6,28,5,0,0,0,0,0,1,13.7,13.7,0.8%,2020,WR,8
15,Tyler Boyd,TEN,6,7,67,11.2,18,0,1,2,9,0,0,1,13.6,13.6,4.6%,2020,WR,8
16,Darnell Mooney,ATL,5,6,69,13.8,50,1,1,0,0,0,0,1,12.9,12.9,67.9%,2020,WR,8
17,Keenan Allen,CHI,9,12,67,7.4,22,1,1,0,0,0,0,1,12.7,12.7,76.2%,2020,WR,8
18,Demarcus Robinson,LAR,4,5,63,15.8,26,1,1,0,0,0,0,1,12.3,12.3,17.8%,2020,WR,8
19,Mike Evans,TB,5,7,55,11.0,20,1,1,0,0,0,0,1,11.5,11.5,94.8%,2020,WR,8
20,Marvin Hall,FA,4,7,113,28.3,73,1,0,0,0,0,0,1,11.3,11.3,0.0%,2020,WR,8
21,Cooper Kupp,LAR,11,20,110,10.0,22,1,0,0,0,0,0,1,11.0,11.0,90.9%,2020,WR,8
22,David Moore,CAR,3,3,18,6.0,7,0,1,2,28,0,0,1,10.6,10.6,1.4%,2020,WR,8
23,Willie Snead IV,FA,5,7,106,21.2,34,3,0,0,0,0,0,1,10.6,10.6,0.0%,2020,WR,8
24,Jalen Reagor,LAC,3,6,16,5.3,8,0,1,1,6,0,0,1,10.2,10.2,0.0%,2020,WR,8
25,Golden Tate,FA,2,3,31,15.5,19,0,1,0,0,0,0,1,9.8,9.8,1.1%,2020,WR,8
26,Stefon Diggs,HOU,6,9,92,15.3,41,2,0,0,0,0,0,1,9.2,9.2,46.3%,2020,WR,8
27,Hunter Renfrow,FA,4,4,26,6.5,11,0,1,0,0,0,0,1,8.6,8.6,0.0%,2020,WR,8
28,Tee Higgins,CIN,6,9,78,13.0,24,2,0,2,6,0,0,1,8.4,8.4,87.7%,2020,WR,8
29,A.J. Brown,PHI,4,7,24,6.0,9,0,1,0,0,0,0,1,8.4,8.4,96.7%,2020,WR,8
30,Chase Claypool,FA,5,9,42,8.4,10,0,1,0,0,0,1,1,8.2,8.2,1.4%,2020,WR,8
31,Kendrick Bourne,NE,8,10,81,10.1,20,1,0,0,0,0,0,1,8.1,8.1,4.0%,2020,WR,8
32,Miles Boykin,FA,2,3,20,10.0,14,0,1,0,0,0,0,1,8.0,8.0,0.0%,2020,WR,8
33,Jakobi Meyers,LV,6,10,58,9.7,16,0,0,0,0,0,0,1,7.8,7.8,72.7%,2020,WR,8
34,Jakeem Grant Sr.,FA,1,2,15,15.0,15,0,0,0,0,0,0,1,7.5,7.5,0.0%,2020,WR,8
35,Sterling Shepard,TB,8,10,74,9.3,20,1,0,0,0,0,0,1,7.4,7.4,5.1%,2020,WR,8
36,Jerry Jeudy,CLE,4,10,73,18.3,43,1,0,0,0,0,0,1,7.3,7.3,72.7%,2020,WR,8
37,KJ Hamler,BUF,3,3,13,4.3,7,0,1,0,0,0,0,1,7.3,7.3,0.0%,2020,WR,8
38,Anthony Miller,BAL,8,11,73,9.1,16,0,0,0,0,0,0,1,7.3,7.3,0.0%,2020,WR,8
39,JuJu Smith-Schuster,KC,7,8,67,9.6,24,1,0,0,0,0,0,1,6.7,6.7,3.9%,2020,WR,8
40,Auden Tate,FA,7,7,65,9.3,15,0,0,0,0,0,0,1,6.5,6.5,0.0%,2020,WR,8
41,Marquise Brown,KC,1,2,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,40.3%,2020,WR,8
42,DeVante Parker,FA,1,2,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,0.0%,2020,WR,8
43,Michael Gallup,FA,7,12,61,8.7,14,0,0,0,0,0,0,1,6.1,6.1,1.0%,2020,WR,8
44,Darius Slayton,NYG,5,9,56,11.2,14,0,0,0,0,0,0,1,5.6,5.6,9.9%,2020,WR,8
45,DJ Moore,CHI,2,6,55,27.5,42,1,0,0,0,0,0,1,5.5,5.5,86.7%,2020,WR,8
46,Danny Amendola,FA,3,4,54,18.0,24,1,0,0,0,0,0,1,5.4,5.4,0.0%,2020,WR,8
47,Jarvis Landry,FA,4,11,52,13.0,25,1,0,0,0,0,0,1,5.2,5.2,7.1%,2020,WR,8
48,Robbie Chosen,FA,5,8,48,9.6,27,1,0,0,0,0,0,1,4.8,4.8,0.0%,2020,WR,8
49,CeeDee Lamb,DAL,4,5,27,6.8,12,0,0,1,19,0,0,1,4.6,4.6,87.2%,2020,WR,8
50,Zach Pascal,ARI,3,6,44,14.7,20,1,0,0,0,0,0,1,4.4,4.4,0.0%,2020,WR,8
51,Josh Reynolds,JAC,4,9,44,11.0,15,0,0,0,0,0,0,1,4.4,4.4,1.6%,2020,WR,8
52,Tre'Quan Smith,FA,5,7,43,8.6,14,0,0,0,0,0,0,1,4.3,4.3,0.0%,2020,WR,8
53,Calvin Ridley,TEN,3,4,42,14.0,19,0,0,0,0,0,0,1,4.2,4.2,77.8%,2020,WR,8
54,Scotty Miller,FA,3,6,35,11.7,19,0,0,1,7,0,0,1,4.2,4.2,0.1%,2020,WR,8
55,Denzel Mims,FA,2,3,42,21.0,27,1,0,0,0,0,0,1,4.2,4.2,0.0%,2020,WR,8
56,Marcus Johnson,FA,2,4,39,19.5,21,1,0,0,0,0,0,1,3.9,3.9,0.0%,2020,WR,8
57,Damiere Byrd,FA,3,4,39,13.0,22,1,0,0,0,0,0,1,3.9,3.9,0.0%,2020,WR,8
58,Devin Duvernay,JAC,1,3,39,39.0,39,1,0,0,0,0,0,1,3.9,3.9,0.2%,2020,WR,8
59,Jaydon Mickens,FA,5,8,36,7.2,9,0,0,0,0,0,0,1,3.6,3.6,0.0%,2020,WR,8
60,Tyler Johnson,LAR,2,2,35,17.5,20,1,0,0,0,0,0,1,3.5,3.5,0.9%,2020,WR,8
61,Braxton Berrios,MIA,8,11,34,4.3,15,0,0,0,0,0,0,1,3.4,3.4,0.8%,2020,WR,8
62,Tyler Lockett,FA,4,5,33,8.3,12,0,0,0,0,0,0,1,3.3,3.3,44.2%,2020,WR,8
63,Trent Taylor,SF,3,5,32,10.7,29,1,0,0,0,0,0,1,3.2,3.2,0.0%,2020,WR,8
64,Jeff Smith,FA,3,8,29,9.7,15,0,0,0,0,0,0,1,2.9,2.9,0.0%,2020,WR,8
65,Adam Thielen,CAR,3,4,27,9.0,12,0,0,0,0,0,0,1,2.7,2.7,61.9%,2020,WR,8
66,Malik Taylor,NYJ,1,1,26,26.0,26,1,0,0,0,0,0,1,2.6,2.6,0.0%,2020,WR,8
67,Justin Jefferson,MIN,3,4,26,8.7,12,0,0,0,0,0,0,1,2.6,2.6,98.3%,2020,WR,8
68,Russell Gage,SF,2,3,25,12.5,19,0,0,0,0,0,0,1,2.5,2.5,0.0%,2020,WR,8
69,Cole Beasley,FA,2,2,24,12.0,12,0,0,0,0,0,0,1,2.4,2.4,0.0%,2020,WR,8
70,Van Jefferson,PIT,2,2,23,11.5,15,0,0,0,0,0,0,1,2.3,2.3,1.5%,2020,WR,8
71,Marquez Valdes-Scantling,NO,1,1,19,19.0,19,0,0,1,4,0,0,1,2.3,2.3,17.7%,2020,WR,8
72,Byron Pringle,FA,3,4,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,0.0%,2020,WR,8
