Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Josh Jacobs,GB,33,229,6.9,86,2,2,6,7,74,12.3,0,0,1,42.3,42.3,96.3%,2022,RB,12
2,Miles Sanders,CAR,21,143,6.8,28,2,2,3,3,17,5.7,0,0,1,28.0,28.0,5.1%,2022,RB,12
3,Nick Chubb,CLE,26,116,4.5,28,1,1,1,1,16,16.0,0,0,1,19.2,19.2,55.1%,2022,RB,12
4,Brian Robinson Jr.,WAS,18,105,5.8,21,1,0,2,3,20,10.0,1,0,1,18.5,18.5,84.9%,2022,RB,12
5,James Conner,ARI,25,120,4.8,20,1,0,3,3,20,6.7,1,1,1,18.0,18.0,82.6%,2022,RB,12
6,Kenneth Walker III,SEA,14,26,1.9,14,0,2,1,1,13,13.0,0,0,1,15.9,15.9,81.7%,2022,RB,12
7,Aaron Jones Sr.,MIN,12,43,3.6,10,0,0,3,4,56,18.7,1,0,1,15.9,15.9,91.4%,2022,RB,12
8,Jonathan Taylor,IND,20,86,4.3,13,0,1,3,4,12,4.0,0,0,1,15.8,15.8,92.9%,2022,RB,12
9,JaMycal Hasty,NE,12,28,2.3,13,0,0,5,5,67,13.4,1,0,1,15.5,15.5,0.7%,2022,RB,12
10,Ezekiel Elliott,FA,16,92,5.8,22,1,1,1,1,3,3.0,0,0,1,15.5,15.5,20.4%,2022,RB,12
11,Samaje Perine,KC,17,58,3.4,9,0,1,4,7,35,8.8,0,0,1,15.3,15.3,4.2%,2022,RB,12
12,AJ Dillon,GB,8,64,8.0,20,1,1,3,4,24,8.0,0,0,1,14.8,14.8,3.7%,2022,RB,12
13,Isiah Pacheco,KC,22,69,3.1,9,0,1,1,1,17,17.0,0,0,1,14.6,14.6,84.8%,2022,RB,12
14,Austin Ekeler,WAS,5,20,4.0,9,0,0,11,15,60,5.5,1,0,1,14.0,14.0,51.4%,2022,RB,12
15,Ty Johnson,BUF,5,62,12.4,32,1,1,1,2,16,16.0,0,0,1,13.8,13.8,5.6%,2022,RB,12
16,Benny Snell Jr.,FA,12,62,5.2,16,0,1,1,1,6,6.0,0,0,1,12.8,12.8,0.0%,2022,RB,12
