Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jaxon Smith-Njigba,SEA,7,13,180,25.7,46,5,2,0,0,0,0,1,30.0,30.0,85.4%,2024,WR,9
2,Zay Flowers,BAL,5,6,127,25.4,53,3,2,0,0,0,0,1,24.7,24.7,90.3%,2024,WR,9
3,Demarcus Robinson,LAR,6,9,94,15.7,39,2,2,0,0,0,0,1,21.4,21.4,17.8%,2024,WR,9
4,Garrett Wilson,NYJ,9,10,90,10.0,26,2,2,0,0,0,0,1,21.0,21.0,91.1%,2024,WR,9
5,DeAndre Hopkins,KC,8,9,86,10.8,35,1,2,0,0,0,0,1,20.6,20.6,72.8%,2024,WR,9
6,Quentin Johnston,LAC,4,5,118,29.5,66,3,1,1,2,0,0,1,18.0,18.0,50.5%,2024,WR,9
7,Courtland Sutton,DEN,7,10,122,17.4,33,3,0,0,0,0,0,1,16.3,16.3,84.6%,2024,WR,9
8,Davante Adams,FA,7,11,91,13.0,37,1,1,0,0,0,0,1,15.1,15.1,91.0%,2024,WR,9
9,Darnell Mooney,ATL,5,9,88,17.6,36,2,1,0,0,0,0,1,14.8,14.8,67.9%,2024,WR,9
10,DeVonta Smith,PHI,4,6,87,21.8,46,2,1,0,0,0,0,1,14.7,14.7,89.2%,2024,WR,9
11,Justin Jefferson,MIN,7,9,137,19.6,41,5,0,0,0,0,0,1,14.6,14.6,98.3%,2024,WR,9
12,Terry McLaurin,WAS,2,3,19,9.5,18,0,2,0,0,0,0,1,13.9,13.9,91.3%,2024,WR,9
13,Cedric Tillman,CLE,6,11,75,12.5,17,0,1,0,0,0,0,1,13.5,13.5,28.9%,2024,WR,9
14,Tank Dell,HOU,6,9,126,21.0,50,2,0,0,0,0,0,1,12.6,12.6,66.8%,2024,WR,9
15,Tyler Lockett,FA,3,4,63,21.0,30,2,1,0,0,0,0,1,12.3,12.3,44.2%,2024,WR,9
16,Joshua Palmer,LAC,2,4,63,31.5,28,2,1,0,0,0,0,1,12.3,12.3,18.9%,2024,WR,9
17,Amon-Ra St. Brown,DET,7,7,56,8.0,26,1,1,0,0,0,0,1,11.6,11.6,97.2%,2024,WR,9
18,Jayden Reed,GB,5,6,113,22.6,41,3,0,0,0,0,0,1,11.3,11.3,82.1%,2024,WR,9
19,Jordan Addison,MIN,5,5,42,8.4,21,1,1,1,9,0,0,1,11.1,11.1,85.1%,2024,WR,9
20,Nick Westbrook-Ikhine,TEN,5,6,50,10.0,14,0,1,0,0,0,0,1,11.0,11.0,23.7%,2024,WR,9
21,Jakobi Meyers,LV,8,11,105,13.1,23,3,0,0,0,0,0,1,10.5,10.5,72.7%,2024,WR,9
22,Rome Odunze,CHI,5,7,104,20.8,44,1,0,0,0,0,0,1,10.4,10.4,62.7%,2024,WR,9
23,Cooper Kupp,LAR,11,14,104,9.5,23,1,0,0,0,0,0,1,10.4,10.4,90.9%,2024,WR,9
24,Xavier Legette,CAR,4,6,33,8.3,26,1,1,1,6,0,0,1,9.9,9.9,34.2%,2024,WR,9
25,Ray-Ray McCloud III,ATL,3,3,28,9.3,11,0,1,1,7,0,0,1,9.5,9.5,16.2%,2024,WR,9
26,Mack Hollins,BUF,5,5,30,6.0,13,0,1,0,0,0,0,1,9.0,9.0,2.5%,2024,WR,9
27,Drake London,ATL,2,2,27,13.5,18,0,1,0,0,0,0,1,8.7,8.7,91.6%,2024,WR,9
28,CeeDee Lamb,DAL,8,12,47,5.9,10,0,0,2,15,0,0,1,8.2,8.2,87.2%,2024,WR,9
29,Tyreek Hill,MIA,4,5,80,20.0,28,2,0,0,0,0,0,1,8.0,8.0,92.8%,2024,WR,9
30,Jalen Tolbert,DAL,3,6,19,6.3,12,0,1,0,0,0,0,1,7.9,7.9,15.7%,2024,WR,9
31,Jerry Jeudy,CLE,7,11,73,10.4,13,0,0,0,0,0,0,1,7.3,7.3,72.7%,2024,WR,9
32,Calvin Ridley,TEN,5,8,73,14.6,25,1,0,0,0,0,0,1,7.3,7.3,77.8%,2024,WR,9
33,Andrei Iosivas,CIN,1,4,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,11.4%,2024,WR,9
34,Sterling Shepard,TB,4,5,48,12.0,18,0,0,2,21,0,0,1,6.9,6.9,5.1%,2024,WR,9
35,Jalen Nailor,MIN,1,1,7,7.0,7,0,1,0,0,0,0,1,6.7,6.7,6.6%,2024,WR,9
36,Ladd McConkey,LAC,5,7,64,12.8,20,1,0,0,0,0,0,1,6.4,6.4,85.2%,2024,WR,9
37,Ryan Miller,TB,1,3,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,1.0%,2024,WR,9
38,Josh Downs,IND,6,9,60,10.0,16,0,0,0,0,0,0,1,6.0,6.0,62.9%,2024,WR,9
39,Noah Brown,WAS,5,6,60,12.0,31,1,0,0,0,0,0,1,6.0,6.0,5.8%,2024,WR,9
40,Darius Slayton,NYG,3,3,49,16.3,23,1,0,1,11,0,0,1,6.0,6.0,9.9%,2024,WR,9
41,Malik Nabers,NYG,9,11,59,6.6,16,0,0,0,0,0,0,1,5.9,5.9,90.2%,2024,WR,9
42,Christian Watson,GB,3,7,37,12.3,19,0,0,0,0,0,0,1,5.7,5.7,51.0%,2024,WR,9
43,Jaylen Waddle,MIA,2,2,-4,-2.0,12,0,1,0,0,0,0,1,5.6,5.6,79.3%,2024,WR,9
44,Khalil Shakir,BUF,6,7,50,8.3,14,0,0,0,0,0,0,1,5.0,5.0,74.4%,2024,WR,9
45,Olamide Zaccheaus,WAS,2,2,48,24.0,42,1,0,0,0,0,0,1,4.8,4.8,8.1%,2024,WR,9
46,Robert Woods,HOU,2,3,44,22.0,32,1,0,0,0,0,0,1,4.4,4.4,0.6%,2024,WR,9
47,Cody White,SEA,2,3,44,22.0,28,1,0,0,0,0,0,1,4.4,4.4,0.0%,2024,WR,9
48,Ja'Marr Chase,CIN,7,11,43,6.1,11,0,0,0,0,0,0,1,4.3,4.3,94.0%,2024,WR,9
49,Justin Watson,KC,3,4,43,14.3,19,0,0,0,0,0,0,1,4.3,4.3,1.8%,2024,WR,9
50,Brian Thomas Jr.,JAC,2,4,22,11.0,16,0,0,0,0,0,0,1,4.2,4.2,86.3%,2024,WR,9
51,Kendrick Bourne,NE,4,6,41,10.3,14,0,0,0,0,0,0,1,4.1,4.1,4.0%,2024,WR,9
52,Alec Pierce,IND,3,3,41,13.7,16,0,0,0,0,0,0,1,4.1,4.1,18.9%,2024,WR,9
53,Keon Coleman,BUF,1,2,21,21.0,21,1,0,0,0,0,0,1,4.1,4.1,51.9%,2024,WR,9
54,Parker Washington,JAC,3,6,41,13.7,18,0,0,0,0,0,0,1,4.1,4.1,5.7%,2024,WR,9
55,Tyler Johnson,LAR,3,5,38,12.7,24,1,0,0,0,0,0,1,3.8,3.8,0.9%,2024,WR,9
56,Jalen Coker,CAR,2,3,36,18.0,18,0,0,0,0,0,0,1,3.6,3.6,16.7%,2024,WR,9
57,A.J. Brown,PHI,2,4,36,18.0,20,1,0,0,0,0,0,1,3.6,3.6,96.7%,2024,WR,9
58,KaVontae Turpin,DAL,3,4,36,12.0,22,1,0,0,0,0,0,1,3.6,3.6,6.7%,2024,WR,9
59,Keenan Allen,CHI,4,10,36,9.0,13,0,0,0,0,0,0,1,3.6,3.6,76.2%,2024,WR,9
60,Jahan Dotson,PHI,1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,11.0%,2024,WR,9
61,DeMario Douglas,NE,7,9,35,5.0,21,1,0,0,0,0,0,1,3.5,3.5,28.9%,2024,WR,9
62,Cedrick Wilson Jr.,NO,2,3,34,17.0,18,0,0,0,0,0,0,1,3.4,3.4,0.7%,2024,WR,9
63,DJ Moore,CHI,4,9,33,8.3,16,0,0,0,0,0,0,1,3.3,3.3,86.7%,2024,WR,9
64,Trey Palmer,TB,2,4,33,16.5,19,0,0,0,0,0,0,1,3.3,3.3,2.4%,2024,WR,9
65,Nelson Agholor,BAL,1,1,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,1.2%,2024,WR,9
66,Romeo Doubs,GB,4,5,28,7.0,8,0,0,0,0,0,0,1,2.8,2.8,47.5%,2024,WR,9
67,Elijah Moore,CLE,3,9,28,9.3,17,0,0,0,0,0,0,1,2.8,2.8,17.4%,2024,WR,9
68,Jalen Brooks,DAL,2,5,26,13.0,16,0,0,0,0,0,0,1,2.6,2.6,0.8%,2024,WR,9
69,Rashod Bateman,BAL,3,4,25,8.3,15,0,0,0,0,0,0,1,2.5,2.5,35.3%,2024,WR,9
70,Dyami Brown,WAS,1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,11.7%,2024,WR,9
71,Adonai Mitchell,IND,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,18.4%,2024,WR,9
72,David Moore,CAR,2,4,20,10.0,11,0,0,0,0,0,0,1,2.0,2.0,1.4%,2024,WR,9
73,Austin Trammell,JAC,2,3,40,20.0,22,1,0,0,0,0,1,1,2.0,2.0,0.0%,2024,WR,9
74,Troy Franklin,DEN,1,4,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,14.9%,2024,WR,9
75,Bo Melton,GB,1,2,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,2.3%,2024,WR,9
76,Kayshon Boutte,NE,2,6,18,9.0,11,0,0,0,0,0,0,1,1.8,1.8,12.8%,2024,WR,9
77,Mecole Hardman Jr.,KC,3,3,17,5.7,12,0,0,0,0,0,0,1,1.7,1.7,0.2%,2024,WR,9
78,Ashton Dulin,IND,0,2,0,0,0,0,0,2,17,0,0,1,1.7,1.7,0.0%,2024,WR,9
79,Tutu Atwell,LAR,1,3,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,5.2%,2024,WR,9
80,Odell Beckham Jr.,FA,3,3,15,5.0,6,0,0,0,0,0,0,1,1.5,1.5,2.6%,2024,WR,9
81,Marvin Harrison Jr.,ARI,2,5,34,17.0,21,1,0,0,0,0,1,1,1.4,1.4,88.9%,2024,WR,9
82,Michael Pittman Jr.,IND,1,4,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,70.7%,2024,WR,9
83,Ryan Flournoy,DAL,1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.9%,2024,WR,9
84,Chris Olave,NO,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,68.4%,2024,WR,9
85,Tim Patrick,DET,2,2,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,6.3%,2024,WR,9
86,Devaughn Vele,DEN,2,3,11,5.5,6,0,0,0,0,0,0,1,1.1,1.1,13.4%,2024,WR,9
87,Lil'Jordan Humphrey,DEN,2,5,11,5.5,6,0,0,0,0,0,0,1,1.1,1.1,1.1%,2024,WR,9
88,Puka Nacua,LAR,1,4,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,95.5%,2024,WR,9
89,Tim Jones,JAC,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0%,2024,WR,9
90,Wan'Dale Robinson,NYG,3,4,10,3.3,10,0,0,0,0,0,0,1,1.0,1.0,36.9%,2024,WR,9
91,Rakim Jarrett,TB,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,3.9%,2024,WR,9
92,Kendric Pryor,CIN,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%,2024,WR,9
93,Malik Washington,MIA,0,0,0,0,0,0,0,1,9,0,0,1,0.9,0.9,9.3%,2024,WR,9
94,Brandon Powell,MIN,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.8%,2024,WR,9
95,KhaDarel Hodge,ATL,1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.1%,2024,WR,9
96,Ramel Keyton,LV,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2024,WR,9
97,Trent Sherfield Sr.,MIN,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1%,2024,WR,9
98,Mike Williams,PIT,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,18.1%,2024,WR,9
99,Marquez Valdes-Scantling,NO,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,17.7%,2024,WR,9
100,Tre Tucker,LV,2,6,5,2.5,6,0,0,0,0,0,0,1,0.5,0.5,12.3%,2024,WR,9
101,Marvin Mims Jr.,DEN,1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,22.9%,2024,WR,9
102,Jha'Quan Jackson,TEN,1,2,8,8.0,8,0,0,1,-5,0,0,1,0.3,0.3,0.1%,2024,WR,9
103,Tyler Boyd,TEN,0,0,0,0,0,0,0,1,3,0,0,1,0.3,0.3,4.6%,2024,WR,9
104,Allen Robinson II,DET,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.8%,2024,WR,9
105,Ainias Smith,PHI,1,1,0,0.0,0,0,0,1,2,0,0,1,0.2,0.2,1.2%,2024,WR,9
106,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,WR,9
107,Ontaria Wilson,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
108,Jermaine Burton,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8%,2024,WR,9
109,Kearis Jackson,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
110,George Pickens,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7%,2024,WR,9
111,Jonathan Mingo,DAL,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.7%,2024,WR,9
112,Makai Polk,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
113,Cornelius Johnson,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
114,Ronnie Bell,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
115,Ben Skowronek,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
116,Chris Blair,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
117,Dee Eskridge,MIA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,9
118,Jaelon Darden,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,9
119,Dax Milne,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
120,Javon Baker,NE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,6.0%,2024,WR,9
121,John Metchie III,HOU,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.8%,2024,WR,9
122,Treylon Burks,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%,2024,WR,9
123,Tyquan Thornton,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,WR,9
124,KJ Hamler,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
125,Devin Duvernay,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,2024,WR,9
126,Laviska Shenault Jr.,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2024,WR,9
127,James Proche II,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
128,Isaiah Hodgins,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
129,Quintez Cephus,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
130,Gabe Davis,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0%,2024,WR,9
131,Brandon Aiyuk,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5%,2024,WR,9
132,Jalen Reagor,LAC,1,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,9
133,Gunner Olszewski,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
134,Tee Higgins,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.7%,2024,WR,9
135,Tom Kennedy,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
136,Mason Kinsey,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
137,K.J. Osborn,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%,2024,WR,9
138,Quez Watkins,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,9
