Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Mike Gesicki,CIN,6,7,69,11.5,18,0,2,0,0,0,0,1,18.9,18.9,29.2%,2022,TE,6
2,Mark Andrews,BAL,7,11,106,15.1,18,0,1,0,0,0,0,1,16.6,16.6,89.5%,2022,TE,6
3,Hunter Henry,NE,4,7,61,15.3,31,1,1,0,0,0,0,1,12.1,12.1,53.6%,2022,TE,6
4,Travis Kelce,KC,8,10,108,13.5,25,2,0,1,4,0,0,1,11.2,11.2,94.1%,2022,TE,6
5,Greg Dulcich,NYG,2,3,44,22.0,39,1,1,0,0,0,0,1,10.4,10.4,4.7%,2022,TE,6
6,Jake Ferguson,DAL,4,6,40,10.0,22,1,1,0,0,0,0,1,10.0,10.0,67.5%,2022,TE,6
7,Daniel Bellinger,NYG,5,5,38,7.6,10,0,1,0,0,0,0,1,9.8,9.8,1.5%,2022,TE,6
8,Dawson Knox,BUF,3,3,37,12.3,20,1,1,0,0,0,0,1,9.7,9.7,11.4%,2022,TE,6
9,Robert Tonyan,FA,10,12,90,9.0,16,0,0,0,0,0,0,1,9.0,9.0,0.0%,2022,TE,6
10,Jelani Woods,IND,2,3,27,13.5,17,0,1,0,0,0,0,1,8.7,8.7,4.0%,2022,TE,6
11,George Kittle,SF,8,10,83,10.4,19,0,0,0,0,0,0,1,8.3,8.3,91.9%,2022,TE,6
12,Kyle Pitts,ATL,3,3,19,6.3,7,0,1,0,0,0,0,1,7.9,7.9,73.0%,2022,TE,6
13,Zach Ertz,WAS,7,10,70,10.0,32,1,0,0,0,0,0,1,7.0,7.0,57.5%,2022,TE,6
14,Irv Smith Jr.,HOU,4,4,7,1.8,4,0,1,0,0,0,0,1,6.7,6.7,0.0%,2022,TE,6
15,MyCole Pruitt,PIT,1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,1.6%,2022,TE,6
16,Jonnu Smith,MIA,2,2,61,30.5,53,1,0,0,0,0,0,1,6.1,6.1,77.6%,2022,TE,6
17,David Njoku,CLE,3,6,58,19.3,33,2,0,0,0,0,0,1,5.8,5.8,74.6%,2022,TE,6
18,Donald Parham Jr.,PIT,3,3,53,17.7,24,1,0,0,0,0,0,1,5.3,5.3,1.9%,2022,TE,6
19,Connor Heyward,PIT,2,3,49,24.5,45,1,0,0,0,0,0,1,4.9,4.9,0.1%,2022,TE,6
20,Taysom Hill,NO,0,0,0,0,0,0,0,5,39,0,0,1,4.5,4.5,27.7%,2022,TE,6
21,Noah Fant,SEA,6,7,45,7.5,15,0,0,0,0,0,0,1,4.5,4.5,21.1%,2022,TE,6
22,Juwan Johnson,NO,4,6,41,10.3,20,1,0,0,0,0,0,1,4.1,4.1,19.4%,2022,TE,6
23,Evan Engram,JAC,5,6,40,8.0,16,0,0,0,0,0,0,1,4.0,4.0,57.4%,2022,TE,6
24,Kylen Granson,IND,4,4,38,9.5,17,0,0,0,0,0,0,1,3.8,3.8,1.2%,2022,TE,6
25,Isaiah Likely,BAL,2,4,30,15.0,19,0,0,0,0,0,0,1,3.0,3.0,34.2%,2022,TE,6
26,Gerald Everett,FA,5,7,29,5.8,9,0,0,0,0,0,0,1,2.9,2.9,1.4%,2022,TE,6
27,Cole Turner,WAS,2,2,23,11.5,18,0,0,0,0,0,0,1,2.3,2.3,1.1%,2022,TE,6
28,Cade Otton,TB,2,3,23,11.5,17,0,0,0,0,0,0,1,2.3,2.3,57.8%,2022,TE,6
29,Ian Thomas,CAR,2,2,22,11.0,16,0,0,0,0,0,0,1,2.2,2.2,0.0%,2022,TE,6
30,Peyton Hendershot,KC,2,5,22,11.0,11,0,0,0,0,0,0,1,2.2,2.2,0.1%,2022,TE,6
31,Dallas Goedert,PHI,2,6,22,11.0,14,0,0,0,0,0,0,1,2.2,2.2,57.2%,2022,TE,6
32,Jack Stoll,MIA,1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.0%,2022,TE,6
33,Josh Oliver,MIN,2,3,21,10.5,12,0,0,0,0,0,0,1,2.1,2.1,1.4%,2022,TE,6
34,Pharaoh Brown,SEA,2,3,21,10.5,11,0,0,0,0,0,0,1,2.1,2.1,0.1%,2022,TE,6
35,Hayden Hurst,LAC,3,3,21,7.0,9,0,0,0,0,0,0,1,2.1,2.1,2.7%,2022,TE,6
36,Harrison Bryant,LV,3,4,18,6.0,7,0,0,0,0,0,0,1,1.8,1.8,0.0%,2022,TE,6
37,C.J. Uzomah,PHI,2,2,17,8.5,14,0,0,0,0,0,0,1,1.7,1.7,0.0%,2022,TE,6
38,Tyler Conklin,NYJ,1,2,16,16.0,16,0,0,1,1,0,0,1,1.7,1.7,19.2%,2022,TE,6
39,Eric Tomlinson,FA,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%,2022,TE,6
40,Cole Kmet,CHI,1,3,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,42.7%,2022,TE,6
41,Cameron Brate,FA,2,3,14,7.0,8,0,0,0,0,0,0,1,1.4,1.4,2.0%,2022,TE,6
42,Noah Gray,KC,3,3,13,4.3,7,0,0,0,0,0,0,1,1.3,1.3,22.5%,2022,TE,6
43,Will Dissly,LAC,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,22.8%,2022,TE,6
44,Colby Parkinson,LAR,2,2,11,5.5,7,0,0,0,0,0,0,1,1.1,1.1,9.6%,2022,TE,6
45,Luke Farrell,JAC,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2022,TE,6
46,Sean McKeon,IND,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0%,2022,TE,6
47,Josiah Deguara,JAC,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,TE,6
48,Adam Trautman,DEN,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,1.1%,2022,TE,6
49,Tommy Sweeney,CHI,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,TE,6
50,Andrew Beck,NYJ,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,TE,6
51,Tyler Higbee,LAR,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,9.2%,2022,TE,6
52,Zach Gentry,FA,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022,TE,6
53,Johnny Mundt,MIN,2,2,1,0.5,1,0,0,0,0,0,0,1,0.1,0.1,0.6%,2022,TE,6
54,Hunter Long,LAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
55,Tre' McKitty,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
56,Quintin Morris,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,6
57,Devin Asiasi,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
58,Stephen Sullivan,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
59,Charlie Woerner,ATL,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,6
60,Mitchell Fraboni,DEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
61,Trey McBride,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,91.9%,2022,TE,6
62,Ko Kieft,TB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
63,Tanner Conner,MIA,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2022,TE,6
64,Armani Rogers,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2022,TE,6
65,Ryan Griffin,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
66,Chris Manhertz,NYG,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,6
