Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Aaron Jones Sr.,MIN,18,168,9.3,75,1,2,4,8,68,17.0,1,0,1,41.6,41.6,91.4%,2020,RB,2
2,Alvin Kamara,NO,13,79,6.1,21,1,2,9,9,95,10.6,0,0,1,29.4,29.4,87.9%,2020,RB,2
3,Nick Chubb,CLE,22,124,5.6,26,2,2,1,1,9,9.0,0,0,1,25.3,25.3,55.1%,2020,RB,2
4,Leonard Fournette,FA,12,103,8.6,46,2,2,4,5,13,3.3,0,0,1,23.6,23.6,2.1%,2020,RB,2
5,Kareem Hunt,KC,10,86,8.6,33,1,1,2,2,15,7.5,1,0,1,22.1,22.1,48.5%,2020,RB,2
6,Christian McCaffrey,SF,18,59,3.3,9,0,2,4,5,29,7.3,0,0,1,20.8,20.8,66.6%,2020,RB,2
7,David Montgomery,DET,16,82,5.1,23,1,0,3,3,45,15.0,1,0,1,18.7,18.7,75.4%,2020,RB,2
8,James Conner,ARI,16,106,6.6,59,1,1,2,2,15,7.5,0,0,1,18.1,18.1,82.6%,2020,RB,2
9,Darrell Henderson Jr.,FA,12,81,6.8,40,1,1,2,3,40,20.0,0,0,1,18.1,18.1,5.0%,2020,RB,2
10,James Robinson,FA,16,102,6.4,39,1,1,3,4,18,6.0,0,0,1,18.0,18.0,0.0%,2020,RB,2
11,Miles Sanders,CAR,20,95,4.8,15,0,1,3,7,36,12.0,0,1,1,17.1,17.1,5.1%,2020,RB,2
12,Jonathan Taylor,IND,26,101,3.9,13,0,1,2,2,9,4.5,0,0,1,17.0,17.0,92.9%,2020,RB,2
13,Chris Carson,FA,17,72,4.2,13,0,0,3,3,36,12.0,1,0,1,16.8,16.8,0.3%,2020,RB,2
14,Raheem Mostert,FA,8,92,11.5,80,1,1,2,2,15,7.5,0,0,1,16.7,16.7,42.9%,2020,RB,2
15,Ezekiel Elliott,FA,22,89,4.0,11,0,1,6,7,33,5.5,0,1,1,16.2,16.2,20.4%,2020,RB,2
16,Dalvin Cook,FA,14,63,4.5,16,0,1,2,2,8,4.0,0,0,1,15.1,15.1,0.9%,2020,RB,2
17,Austin Ekeler,WAS,16,93,5.8,13,0,0,4,4,55,13.8,0,0,1,14.8,14.8,51.4%,2020,RB,2
18,Melvin Gordon III,FA,19,70,3.7,17,0,0,2,3,14,7.0,1,0,1,14.4,14.4,0.1%,2020,RB,2
19,Jerick McKinnon,FA,3,77,25.7,55,1,1,0,1,0,0,0,0,1,13.7,13.7,0.0%,2020,RB,2
20,Mark Ingram II,FA,9,55,6.1,30,1,1,2,3,22,11.0,0,0,1,13.7,13.7,3.0%,2020,RB,2
21,Dion Lewis,FA,10,20,2.0,6,0,1,4,5,36,9.0,0,0,1,11.6,11.6,2.0%,2020,RB,2
22,Joshua Kelley,TEN,23,64,2.8,7,0,0,2,2,49,24.5,0,0,1,11.3,11.3,0.0%,2020,RB,2
23,Antonio Gibson,NE,13,55,4.2,11,0,1,1,2,-3,-3.0,0,0,1,11.2,11.2,22.5%,2020,RB,2
24,Josh Jacobs,GB,27,88,3.3,14,0,0,3,3,17,5.7,0,0,1,10.5,10.5,96.3%,2020,RB,2
25,Kenyan Drake,FA,20,86,4.3,16,0,0,2,2,9,4.5,0,0,1,9.5,9.5,1.1%,2020,RB,2
26,Kerryon Johnson,FA,8,32,4.0,8,0,1,0,1,0,0,0,0,1,9.2,9.2,1.3%,2020,RB,2
27,Chris Thompson,FA,2,7,3.5,5,0,0,3,4,20,6.7,1,0,1,8.7,8.7,0.0%,2020,RB,2
28,Ronald Jones II,FA,7,23,3.3,7,0,1,2,2,4,2.0,0,0,1,8.7,8.7,0.0%,2020,RB,2
29,Joe Mixon,HOU,16,46,2.9,9,0,0,4,4,40,10.0,0,0,1,8.6,8.6,93.9%,2020,RB,2
30,Jalen Richard,FA,2,26,13.0,20,1,1,0,0,0,0,0,0,1,8.6,8.6,1.0%,2020,RB,2
31,Derrick Henry,BAL,25,84,3.4,14,0,0,0,2,0,0,0,0,1,8.4,8.4,97.5%,2020,RB,2
32,Jamaal Williams,FA,8,63,7.9,18,0,0,0,0,0,0,0,0,1,8.3,8.3,2.5%,2020,RB,2
33,Myles Gaskin,FA,7,46,6.6,14,0,0,6,7,36,6.0,0,0,1,8.2,8.2,0.0%,2020,RB,2
34,Devin Singletary,NYG,10,56,5.6,18,0,0,2,3,20,10.0,0,0,1,7.6,7.6,43.6%,2020,RB,2
35,Mike Davis,FA,1,1,1.0,1,0,0,8,8,74,9.3,0,0,1,7.5,7.5,1.0%,2020,RB,2
36,Gus Edwards,LAC,10,73,7.3,22,1,0,0,0,0,0,0,0,1,7.3,7.3,45.3%,2020,RB,2
37,D'Andre Swift,CHI,5,12,2.4,5,0,0,5,5,60,12.0,0,0,1,7.2,7.2,83.1%,2020,RB,2
38,Clyde Edwards-Helaire,NO,10,38,3.8,17,0,0,6,8,32,5.3,0,0,1,7.0,7.0,7.2%,2020,RB,2
39,Alec Ingold,MIA,0,0,0,0,0,0,2,2,5,2.5,1,0,1,6.5,6.5,0.6%,2020,RB,2
40,Jordan Howard,FA,5,4,0.8,2,0,1,0,0,0,0,0,0,1,6.4,6.4,0.0%,2020,RB,2
41,Frank Gore,FA,21,63,3.0,13,0,0,0,2,0,0,0,0,1,6.3,6.3,8.4%,2020,RB,2
42,Patrick Ricard,BAL,0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.8%,2020,RB,2
43,J.K. Dobbins,LAC,2,48,24.0,44,1,0,1,1,13,13.0,0,0,1,6.1,6.1,74.2%,2020,RB,2
44,Reggie Gilliam,BUF,0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.0%,2020,RB,2
45,Todd Gurley II,FA,21,61,2.9,8,0,0,0,0,0,0,0,0,1,6.1,6.1,0.7%,2020,RB,2
46,Jakob Johnson,FA,0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.0%,2020,RB,2
47,J.D. McKissic,FA,8,53,6.6,13,0,0,0,0,0,0,0,0,1,5.3,5.3,1.0%,2020,RB,2
48,David Johnson,FA,11,34,3.1,9,0,0,2,4,16,8.0,0,0,1,5.0,5.0,0.0%,2020,RB,2
49,Rex Burkhead,FA,6,2,0.3,3,0,0,4,6,47,11.8,0,0,1,4.9,4.9,10.0%,2020,RB,2
50,Malcolm Brown,FA,11,47,4.3,19,0,0,0,0,0,0,0,0,1,4.7,4.7,0.0%,2020,RB,2
51,Boston Scott,FA,4,19,4.8,9,0,0,3,3,24,8.0,0,0,1,4.3,4.3,0.0%,2020,RB,2
52,Adrian Peterson,FA,7,41,5.9,25,1,0,0,0,0,0,0,0,1,4.1,4.1,2.0%,2020,RB,2
53,Tevin Coleman,FA,14,12,0.9,6,0,0,2,2,28,14.0,0,0,1,4.0,4.0,0.0%,2020,RB,2
54,Jordan Wilkins,FA,9,40,4.4,9,0,0,0,0,0,0,0,0,1,4.0,4.0,0.0%,2020,RB,2
55,Matt Breida,FA,7,37,5.3,11,0,0,1,2,2,2.0,0,0,1,3.9,3.9,0.0%,2020,RB,2
56,Carlos Hyde,FA,5,22,4.4,9,0,0,2,2,15,7.5,0,0,1,3.7,3.7,0.0%,2020,RB,2
57,Zack Moss,CIN,8,37,4.6,14,0,0,0,0,0,0,0,0,1,3.7,3.7,33.5%,2020,RB,2
58,Latavius Murray,FA,3,14,4.7,8,0,0,2,2,19,9.5,0,0,1,3.3,3.3,0.0%,2020,RB,2
59,Saquon Barkley,PHI,4,28,7.0,18,0,0,0,0,0,0,0,0,1,2.8,2.8,97.8%,2020,RB,2
60,Tarik Cohen,FA,5,12,2.4,5,0,0,1,1,15,15.0,0,0,1,2.7,2.7,0.0%,2020,RB,2
61,Giovani Bernard,FA,1,3,3.0,3,0,0,5,7,22,4.4,0,0,1,2.5,2.5,0.0%,2020,RB,2
62,Brian Hill,FA,3,14,4.7,10,0,0,2,2,11,5.5,0,0,1,2.5,2.5,0.0%,2020,RB,2
63,Ty Montgomery II,FA,0,0,0,0,0,0,2,3,25,12.5,0,0,1,2.5,2.5,0.0%,2020,RB,2
64,LeSean McCoy,FA,1,-5,-5.0,0,0,0,5,7,26,5.2,0,0,1,2.1,2.1,2.0%,2020,RB,2
65,Darwin Thompson,FA,4,21,5.3,14,0,0,0,1,0,0,0,0,1,2.1,2.1,0.0%,2020,RB,2
66,Travis Homer,CHI,3,21,7.0,10,0,0,0,0,0,0,0,0,1,2.1,2.1,1.3%,2020,RB,2
67,Ito Smith,FA,5,20,4.0,9,0,0,0,0,0,0,0,0,1,2.0,2.0,1.0%,2020,RB,2
68,Royce Freeman,FA,3,20,6.7,13,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0%,2020,RB,2
69,Sony Michel,FA,7,19,2.7,5,0,0,0,1,0,0,0,0,1,1.9,1.9,0.0%,2020,RB,2
70,La'Mical Perine,FA,3,17,5.7,10,0,0,0,0,0,0,0,0,1,1.7,1.7,0.0%,2020,RB,2
71,AJ Dillon,GB,5,17,3.4,12,0,0,0,0,0,0,0,0,1,1.7,1.7,3.7%,2020,RB,2
72,Kalen Ballage,FA,1,5,5.0,5,0,0,2,2,12,6.0,0,0,1,1.7,1.7,0.0%,2020,RB,2
73,Alexander Mattison,LV,3,13,4.3,11,0,0,1,2,3,3.0,0,0,1,1.6,1.6,44.8%,2020,RB,2
74,Alex Armah Jr.,FA,0,0,0,0,0,0,1,1,14,14.0,0,0,1,1.4,1.4,0.0%,2020,RB,2
75,Chase Edmonds,TB,3,4,1.3,5,0,0,3,4,9,3.0,0,0,1,1.3,1.3,0.1%,2020,RB,2
76,Cam Akers,MIN,3,13,4.3,5,0,0,0,0,0,0,0,0,1,1.3,1.3,14.2%,2020,RB,2
77,Darrel Williams,FA,0,0,0,0,0,0,1,1,12,12.0,0,0,1,1.2,1.2,0.0%,2020,RB,2
78,Tony Pollard,TEN,2,6,3.0,3,0,0,1,1,3,3.0,0,0,1,0.9,0.9,80.4%,2020,RB,2
79,Senorise Perry,FA,2,9,4.5,6,0,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,2020,RB,2
80,Jeremy McNichols,WAS,2,7,3.5,4,0,0,0,0,0,0,0,0,1,0.7,0.7,3.0%,2020,RB,2
81,Kyle Juszczyk,SF,0,0,0,0,0,0,2,2,6,3.0,0,0,1,0.6,0.6,1.2%,2020,RB,2
82,Devontae Booker,FA,3,-1,-0.3,1,0,0,1,1,6,6.0,0,0,1,0.5,0.5,0.0%,2020,RB,2
83,C.J. Ham,MIN,1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.6%,2020,RB,2
84,Nyheim Hines,FA,0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,0.1%,2020,RB,2
85,Jaylen Samuels,FA,0,0,0,0,0,0,1,2,4,4.0,0,0,1,0.4,0.4,0.0%,2020,RB,2
86,Tyler Ervin,FA,0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,0.0%,2020,RB,2
87,Jeff Wilson Jr.,MIA,2,3,1.5,2,0,0,0,0,0,0,0,0,1,0.3,0.3,0.6%,2020,RB,2
88,Keith Smith,FA,1,2,2.0,2,0,0,1,2,1,1.0,0,0,1,0.3,0.3,0.0%,2020,RB,2
89,Ryan Nall,FA,0,0,0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.0%,2020,RB,2
90,Peyton Barber,FA,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,1.0%,2020,RB,2
91,Gabe Nabers,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2020,RB,2
92,Ke'Shawn Vaughn,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2020,RB,2
93,LeVante Bellamy,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
94,D'Ernest Johnson,JAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2020,RB,2
95,Xavier Jones,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
96,Darius Bradwell,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
97,Taiwan Jones,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2020,RB,2
98,Anthony Sherman,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.8%,2020,RB,2
99,Nick Bellore,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.0%,2020,RB,2
100,Bruce Miller,FA,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,4.5%,2020,RB,2
101,Cordarrelle Patterson,PIT,7,25,3.6,10,0,0,2,2,8,4.0,0,0,1,0.0,0.0,1.6%,2020,RB,2
102,Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2020,RB,2
103,Trenton Cannon,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
104,Jason Cabinda,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2020,RB,2
105,Josh Adams,FA,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
106,Corey Clement,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
107,Samaje Perine,KC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.2%,2020,RB,2
108,Elijhaa Penny,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
109,Cethan Carter,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
110,Buddy Howell,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
111,Ty Johnson,BUF,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,5.6%,2020,RB,2
112,Patrick Laird,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
113,John Lovett,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
114,Khari Blasingame,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
115,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
116,Cullen Gillaspia,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
117,Chandler Cox,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
118,Mike Boone,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,2020,RB,2
119,Ameer Abdullah,LV,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,25.1%,2020,RB,2
120,Derek Watt,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,2
