Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Elijah Moore,CLE,7,8,84,12.0,26,1,2,0,0,0,0,1,20.4,20.4,17.4%,2021,WR,9
2,Olamide Zaccheaus,WAS,3,3,58,19.3,49,1,2,0,0,0,0,1,17.8,17.8,8.1%,2021,WR,9
3,DeVonta Smith,PHI,5,6,116,23.2,28,3,1,0,0,0,0,1,17.6,17.6,89.2%,2021,WR,9
4,Darnell Mooney,ATL,3,6,41,13.7,20,1,1,1,15,1,0,1,17.6,17.6,67.9%,2021,WR,9
5,Malik Turner,FA,5,7,33,6.6,11,0,2,0,0,0,0,1,15.3,15.3,0.0%,2021,WR,9
6,Donovan Peoples-Jones,FA,2,3,86,43.0,60,2,1,0,0,0,0,1,14.6,14.6,0.0%,2021,WR,9
7,Tim Patrick,DET,4,5,85,21.3,44,1,1,0,0,0,0,1,14.5,14.5,6.3%,2021,WR,9
8,Justin Jefferson,MIN,3,5,69,23.0,50,1,1,1,11,0,0,1,14.0,14.0,98.3%,2021,WR,9
9,Brandon Aiyuk,SF,6,8,89,14.8,22,1,1,1,-2,0,1,1,12.7,12.7,43.5%,2021,WR,9
10,Michael Pittman Jr.,IND,5,6,64,12.8,19,0,1,0,0,0,0,1,12.4,12.4,70.7%,2021,WR,9
11,Marquise Brown,KC,9,12,116,12.9,22,3,0,0,0,0,0,1,11.6,11.6,40.3%,2021,WR,9
12,Hunter Renfrow,FA,7,9,49,7.0,20,1,1,0,0,0,0,1,10.9,10.9,0.0%,2021,WR,9
13,Christian Kirk,JAC,6,6,91,15.2,50,1,0,0,0,0,0,1,10.4,10.4,34.9%,2021,WR,9
14,Keenan Allen,CHI,12,13,104,8.7,18,0,0,0,0,0,0,1,10.4,10.4,76.2%,2021,WR,9
15,Robert Woods,HOU,7,10,98,14.0,22,1,0,1,6,0,0,1,10.4,10.4,0.6%,2021,WR,9
16,Cooper Kupp,LAR,11,13,95,8.6,17,0,0,0,0,0,0,1,9.5,9.5,90.9%,2021,WR,9
17,Kenny Stills,FA,2,5,30,15.0,22,1,1,0,0,0,0,1,9.0,9.0,0.0%,2021,WR,9
18,Stefon Diggs,HOU,6,8,85,14.2,28,1,0,0,0,0,0,1,8.5,8.5,46.3%,2021,WR,9
19,Marquez Callaway,TB,3,6,25,8.3,15,0,1,0,0,0,0,1,8.5,8.5,0.0%,2021,WR,9
20,Jaylen Waddle,MIA,8,10,83,10.4,17,0,0,0,0,0,0,1,8.3,8.3,79.3%,2021,WR,9
21,Mack Hollins,BUF,3,6,22,7.3,10,0,1,0,0,0,0,1,8.2,8.2,2.5%,2021,WR,9
22,Allen Lazard,NYJ,1,1,20,20.0,20,1,1,0,0,0,0,1,8.0,8.0,6.7%,2021,WR,9
23,Tee Higgins,CIN,6,8,78,13.0,20,1,0,0,0,0,0,1,7.8,7.8,87.7%,2021,WR,9
24,Jerry Jeudy,CLE,6,8,69,11.5,25,2,0,0,0,0,0,1,6.9,6.9,72.7%,2021,WR,9
25,Allen Robinson II,DET,4,6,68,17.0,39,1,0,0,0,0,0,1,6.8,6.8,0.8%,2021,WR,9
26,Devin Duvernay,JAC,2,2,8,4.0,5,0,1,0,0,0,0,1,6.8,6.8,0.2%,2021,WR,9
27,Diontae Johnson,BAL,5,6,56,11.2,22,1,0,2,11,0,0,1,6.7,6.7,39.6%,2021,WR,9
28,Adam Thielen,CAR,2,7,6,3.0,5,0,1,0,0,0,0,1,6.6,6.6,61.9%,2021,WR,9
29,Keelan Cole Sr.,FA,5,8,66,13.2,18,0,0,0,0,0,0,1,6.6,6.6,0.0%,2021,WR,9
