Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Cooper Kupp,LAR,9,13,136,15.1,42,3,2,1,1,0,0,1,25.7,25.7,90.9%,2021,WR,15
2,Brandin Cooks,DAL,7,10,102,14.6,43,2,2,0,0,0,0,1,22.2,22.2,18.2%,2021,WR,15
3,Tyreek Hill,MIA,12,13,148,12.3,40,3,1,0,0,0,0,1,20.8,20.8,92.8%,2021,WR,15
4,Gabe Davis,JAC,5,7,85,17.0,28,2,2,0,0,0,0,1,20.5,20.5,18.0%,2021,WR,15
5,Marquez Valdes-Scantling,NO,5,7,98,19.6,31,3,1,0,0,0,0,1,15.8,15.8,17.7%,2021,WR,15
6,Tyler Boyd,TEN,5,6,96,19.2,56,1,1,0,0,0,0,1,15.6,15.6,4.6%,2021,WR,15
7,Amon-Ra St. Brown,DET,8,11,90,11.3,37,1,1,1,5,0,0,1,15.5,15.5,97.2%,2021,WR,15
8,Christian Kirk,JAC,9,12,94,10.4,26,2,1,0,0,0,0,1,15.4,15.4,34.9%,2021,WR,15
9,Russell Gage,SF,8,12,91,11.4,21,2,1,0,0,0,0,1,15.1,15.1,0.0%,2021,WR,15
10,Deebo Samuel Sr.,WAS,4,5,60,15.0,30,2,0,6,29,1,0,1,14.9,14.9,84.5%,2021,WR,15
11,Keenan Allen,CHI,6,10,78,13.0,29,1,1,0,0,0,0,1,13.8,13.8,76.2%,2021,WR,15
12,DeVante Parker,FA,4,8,68,17.0,37,1,1,0,0,0,0,1,12.8,12.8,0.0%,2021,WR,15
13,Josh Reynolds,JAC,6,6,68,11.3,22,1,1,0,0,0,0,1,12.8,12.8,1.6%,2021,WR,15
14,Marquez Callaway,TB,6,9,112,18.7,40,2,0,0,0,0,0,1,11.2,11.2,0.0%,2021,WR,15
15,Justin Jefferson,MIN,4,10,47,11.8,18,0,1,0,0,0,0,1,10.7,10.7,98.3%,2021,WR,15
16,Davante Adams,FA,6,7,44,7.3,16,0,1,0,0,0,0,1,10.4,10.4,91.0%,2021,WR,15
17,Tim Patrick,DET,3,5,42,14.0,25,1,1,0,0,0,0,1,10.2,10.2,6.3%,2021,WR,15
18,Braxton Berrios,MIA,1,1,26,26.0,4,1,0,2,10,1,0,1,9.6,9.6,0.8%,2021,WR,15
19,Stefon Diggs,HOU,4,7,35,8.8,11,0,1,0,0,0,0,1,9.5,9.5,46.3%,2021,WR,15
20,Jauan Jennings,SF,3,6,28,9.3,15,0,1,0,0,0,0,1,8.8,8.8,70.3%,2021,WR,15
21,Greg Ward,FA,2,3,28,14.0,19,0,1,0,0,0,0,1,8.8,8.8,0.0%,2021,WR,15
22,Jalen Guyton,FA,2,2,10,5.0,6,0,1,0,0,0,0,1,7.0,7.0,0.0%,2021,WR,15
23,DJ Moore,CHI,6,11,48,8.0,16,0,0,0,0,0,0,1,6.8,6.8,86.7%,2021,WR,15
24,Bryan Edwards,FA,3,4,8,2.7,8,0,1,0,0,0,0,1,6.8,6.8,0.0%,2021,WR,15
25,Zay Jones,ARI,6,9,67,11.2,16,0,0,0,0,0,0,1,6.7,6.7,3.6%,2021,WR,15
26,Ihmir Smith-Marsette,NYG,1,2,7,7.0,7,0,1,0,0,0,0,1,6.7,6.7,0.1%,2021,WR,15
27,Darnell Mooney,ATL,5,7,63,12.6,27,1,0,1,3,0,0,1,6.6,6.6,67.9%,2021,WR,15
28,A.J. Green,FA,4,8,64,16.0,27,1,0,0,0,0,0,1,6.4,6.4,0.9%,2021,WR,15
29,Kendrick Bourne,NE,3,3,44,14.7,20,1,0,2,19,0,0,1,6.3,6.3,4.0%,2021,WR,15
30,Robbie Chosen,FA,3,8,29,9.7,13,0,0,2,33,0,0,1,6.2,6.2,0.0%,2021,WR,15
31,Jalen Reagor,LAC,3,3,57,19.0,34,1,0,0,0,0,0,1,5.7,5.7,0.0%,2021,WR,15
32,Laquon Treadwell,IND,6,9,57,9.5,21,1,0,0,0,0,0,1,5.7,5.7,0.0%,2021,WR,15
33,Olamide Zaccheaus,WAS,2,2,53,26.5,49,1,0,0,0,0,0,1,5.3,5.3,8.1%,2021,WR,15
34,Kenny Golladay,FA,3,8,53,17.7,36,1,0,0,0,0,0,1,5.3,5.3,4.0%,2021,WR,15
35,Jakobi Meyers,LV,6,12,44,7.3,10,0,0,1,9,0,0,1,5.3,5.3,72.7%,2021,WR,15
36,N'Keal Harry,FA,2,5,52,26.0,43,1,0,0,0,0,0,1,5.2,5.2,0.0%,2021,WR,15
37,DK Metcalf,SEA,6,12,52,8.7,12,0,0,0,0,0,0,1,5.2,5.2,88.3%,2021,WR,15
38,Isaiah Ford,FA,3,3,51,17.0,27,1,0,0,0,0,0,1,5.1,5.1,0.0%,2021,WR,15
39,Terry McLaurin,WAS,2,4,51,25.5,46,1,0,0,0,0,0,1,5.1,5.1,91.3%,2021,WR,15
40,CeeDee Lamb,DAL,6,9,50,8.3,16,0,0,0,0,0,0,1,5.0,5.0,87.2%,2021,WR,15
41,Laviska Shenault Jr.,FA,4,7,39,9.8,11,0,0,1,10,0,0,1,4.9,4.9,0.1%,2021,WR,15
42,Chris Godwin,TB,6,7,49,8.2,23,1,0,0,0,0,0,1,4.9,4.9,45.3%,2021,WR,15
43,Mike Williams,PIT,3,9,49,16.3,27,1,0,0,0,0,0,1,4.9,4.9,18.1%,2021,WR,15
