Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Gabe Davis,JAC,3,6,171,57.0,98,2,2,0,0,0,0,1,29.1,29.1,18.0%,2022,WR,5
2,Davante Adams,FA,3,7,124,41.3,58,2,2,0,0,0,0,1,24.4,24.4,91.0%,2022,WR,5
3,Dyami Brown,WAS,2,4,105,52.5,75,2,2,0,0,0,0,1,22.5,22.5,11.7%,2022,WR,5
4,Tyler Lockett,FA,5,6,104,20.8,40,2,2,0,0,0,0,1,22.4,22.4,44.2%,2022,WR,5
5,Cooper Kupp,LAR,7,10,125,17.9,75,1,1,1,4,0,0,1,18.9,18.9,90.9%,2022,WR,5
6,Justin Jefferson,MIN,12,13,154,12.8,31,1,0,0,0,0,0,1,18.3,18.3,98.3%,2022,WR,5
7,Jakobi Meyers,LV,7,8,111,15.9,24,2,1,0,0,0,0,1,17.1,17.1,72.7%,2022,WR,5
8,Stefon Diggs,HOU,8,11,102,12.8,41,1,1,0,0,0,0,1,16.2,16.2,46.3%,2022,WR,5
9,Marquise Brown,KC,8,10,78,9.8,25,1,1,0,0,0,0,1,13.8,13.8,40.3%,2022,WR,5
10,Amari Cooper,BUF,7,12,76,10.9,20,1,1,0,0,0,0,1,13.6,13.6,75.3%,2022,WR,5
11,Khalil Shakir,BUF,3,5,75,25.0,31,3,1,0,0,0,0,1,13.5,13.5,74.4%,2022,WR,5
12,Mike Williams,PIT,10,13,134,13.4,38,2,0,0,0,0,0,1,13.4,13.4,18.1%,2022,WR,5
13,DK Metcalf,SEA,5,8,88,17.6,50,1,1,0,0,0,1,1,12.8,12.8,88.3%,2022,WR,5
14,Chris Olave,NO,4,6,54,13.5,18,0,1,0,0,0,0,1,11.4,11.4,68.4%,2022,WR,5
15,Marvin Jones Jr.,FA,7,11,104,14.9,37,2,0,0,0,0,0,1,10.4,10.4,0.0%,2022,WR,5
16,Randall Cobb,FA,7,13,99,14.1,35,2,0,0,0,0,0,1,9.9,9.9,1.3%,2022,WR,5
17,Olamide Zaccheaus,WAS,2,4,39,19.5,20,1,1,0,0,0,0,1,9.9,9.9,8.1%,2022,WR,5
18,Allen Lazard,NYJ,4,8,35,8.8,17,0,1,0,0,0,0,1,9.5,9.5,6.7%,2022,WR,5
19,Deebo Samuel Sr.,WAS,2,9,20,10.0,16,0,1,2,12,0,0,1,9.2,9.2,84.5%,2022,WR,5
