Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Dak Prescott,DAL,21,30,70.0,272,9.1,1,0,5,7,40,1,0,1,24.9,24.9,37.8%,2023,QB,6
2,Jalen Hurts,PHI,28,45,62.2,280,6.2,1,3,2,8,47,1,0,1,22.9,22.9,91.6%,2023,QB,6
3,Tua Tagovailoa,MIA,21,31,67.7,262,8.5,3,0,0,1,0,0,0,1,22.5,22.5,62.5%,2023,QB,6
4,Jared Goff,DET,30,44,68.2,353,8.0,2,0,3,2,3,0,0,1,22.4,22.4,83.6%,2023,QB,6
5,Justin Herbert,LAC,22,37,59.5,227,6.1,2,1,1,6,20,0,0,1,19.1,19.1,77.4%,2023,QB,6
6,Desmond Ridder,LV,28,47,59.6,307,6.5,2,3,3,2,18,0,0,1,19.1,19.1,2.0%,2023,QB,6
7,Patrick Mahomes II,KC,30,40,75.0,306,7.7,1,1,2,6,31,0,0,1,18.3,18.3,92.9%,2023,QB,6
8,Sam Howell,SEA,14,23,60.9,151,6.6,3,0,5,4,3,0,0,1,18.3,18.3,5.8%,2023,QB,6
9,Lamar Jackson,BAL,21,30,70.0,223,7.4,1,1,1,13,62,0,0,1,18.1,18.1,97.0%,2023,QB,6
10,Derek Carr,NO,32,50,64.0,353,7.1,1,1,2,1,2,0,0,1,17.3,17.3,20.5%,2023,QB,6
11,Trevor Lawrence,JAC,20,30,66.7,181,6.0,2,1,3,3,15,0,0,1,15.7,15.7,30.9%,2023,QB,6
12,C.J. Stroud,HOU,13,27,48.1,199,7.4,2,1,2,3,2,0,0,1,15.2,15.2,79.4%,2023,QB,6
13,Josh Allen,BUF,19,30,63.3,169,5.6,2,1,0,2,11,0,0,1,14.9,14.9,97.2%,2023,QB,6
14,Joe Burrow,CIN,24,35,68.6,185,5.3,2,1,3,2,4,0,0,1,14.8,14.8,92.1%,2023,QB,6
15,Matthew Stafford,LAR,15,24,62.5,226,9.4,1,0,3,1,2,0,0,1,13.2,13.2,54.5%,2023,QB,6
16,Geno Smith,SEA,27,41,65.9,326,8.0,0,2,4,4,20,0,0,1,13.0,13.0,49.4%,2023,QB,6
17,Bryce Young,CAR,23,38,60.5,217,5.7,1,0,4,0,0,0,0,1,12.7,12.7,28.7%,2023,QB,6
18,Gardner Minshew II,FA,33,55,60.0,329,6.0,1,3,3,2,4,0,1,1,12.6,12.6,6.2%,2023,QB,6
19,Joshua Dobbs,SF,21,41,51.2,235,5.7,0,1,2,7,47,0,1,1,11.1,11.1,2.4%,2023,QB,6
20,Zach Wilson,DEN,19,33,57.6,186,5.6,0,0,5,4,15,0,0,1,10.9,10.9,0.9%,2023,QB,6
21,Tyrod Taylor,NYJ,24,36,66.7,200,5.6,0,0,3,5,24,0,0,1,10.4,10.4,5.4%,2023,QB,6
22,Jimmy Garoppolo,LAR,14,22,63.6,162,7.4,1,1,0,2,4,0,0,1,9.9,9.9,2.8%,2023,QB,6
23,Russell Wilson,PIT,13,22,59.1,95,4.3,1,2,4,4,31,0,0,1,8.9,8.9,48.0%,2023,QB,6
24,Brock Purdy,SF,12,27,44.4,125,4.6,1,1,3,3,7,0,0,1,8.7,8.7,79.2%,2023,QB,6
25,Kirk Cousins,ATL,21,31,67.7,181,5.8,1,0,2,2,-5,0,1,1,8.7,8.7,43.6%,2023,QB,6
26,Baker Mayfield,TB,19,37,51.4,206,5.6,0,1,1,2,6,0,0,1,7.8,7.8,86.5%,2023,QB,6
27,Mac Jones,JAC,24,33,72.7,200,6.1,0,1,3,1,-1,0,0,1,6.9,6.9,5.6%,2023,QB,6
28,Tyson Bagent,CHI,10,14,71.4,83,5.9,0,1,1,2,4,1,1,1,6.7,6.7,1.0%,2023,QB,6
29,Justin Fields,PIT,6,10,60.0,58,5.8,0,1,4,8,46,0,0,1,5.9,5.9,20.2%,2023,QB,6
30,P.J. Walker,FA,18,34,52.9,192,5.6,0,2,2,3,1,0,0,1,5.8,5.8,0.0%,2023,QB,6
31,Malik Willis,GB,4,5,80.0,74,14.8,0,0,4,3,17,0,0,1,4.7,4.7,2.9%,2023,QB,6
32,Brian Hoyer,FA,6,10,60.0,102,10.2,0,0,0,3,-3,0,0,1,3.8,3.8,0.0%,2023,QB,6
33,Ryan Tannehill,FA,8,16,50.0,76,4.8,0,1,2,0,0,0,0,1,2.0,2.0,1.3%,2023,QB,6
34,Malik Cunningham,BAL,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.1%,2023,QB,6
35,Chris Oladokun,KC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,QB,6
36,Kyle Allen,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2023,QB,6
37,Taysom Hill,NO,1,1,100.0,4,4.0,0,0,0,1,2,0,0,1,0.0,0.0,27.7%,2023,QB,6
38,C.J. Beathard,JAC,0,0,0,0,0,0,0,0,3,-2,0,0,1,-0.2,-0.2,0.0%,2023,QB,6
39,Mike White,BUF,0,1,0.0,0,0.0,0,1,0,3,-4,0,0,1,-1.4,-1.4,1.0%,2023,QB,6
