Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
22,Zamir White,LV,20,71,3.6,9,0,0,5,6,35,7.0,0,0,1,10.6,10.6,30.0%,2023,RB,17
23,Ezekiel Elliott,FA,14,39,2.8,9,0,1,1,2,6,6.0,0,0,1,10.5,10.5,20.4%,2023,RB,17
24,Christian McCaffrey,SF,14,64,4.6,13,0,0,4,5,27,6.8,0,0,1,9.1,9.1,66.6%,2023,RB,17
25,Kareem Hunt,KC,10,31,3.1,8,0,1,0,1,0,0,0,0,1,9.1,9.1,48.5%,2023,RB,17
26,Devin Singletary,NYG,16,80,5.0,24,1,0,3,3,6,2.0,0,0,1,8.6,8.6,43.6%,2023,RB,17
27,Bijan Robinson,ATL,15,75,5.0,21,1,0,3,4,11,3.7,0,0,1,8.6,8.6,94.6%,2023,RB,17
28,Brian Robinson Jr.,WAS,9,44,4.9,12,0,0,4,4,32,8.0,0,0,1,7.6,7.6,84.9%,2023,RB,17
29,Jamaal Williams,FA,19,58,3.1,17,0,0,4,4,13,3.3,0,0,1,7.1,7.1,2.5%,2023,RB,17
30,Chuba Hubbard,CAR,11,45,4.1,7,0,0,4,5,26,6.5,0,0,1,7.1,7.1,73.0%,2023,RB,17
31,Melvin Gordon III,FA,6,10,1.7,7,0,1,0,0,0,0,0,0,1,7.0,7.0,0.1%,2023,RB,17
32,Kevin Harris,FA,2,15,7.5,15,0,0,2,2,54,27.0,0,0,1,6.9,6.9,0.0%,2023,RB,17
33,D'Andre Swift,CHI,13,61,4.7,16,0,0,1,1,5,5.0,0,0,1,6.6,6.6,83.1%,2023,RB,17
34,Patrick Ricard,BAL,0,0,0,0,0,0,1,1,4,4.0,1,0,1,6.4,6.4,0.8%,2023,RB,17
35,Ty Chandler,MIN,10,40,4.0,9,0,0,3,3,24,8.0,0,0,1,6.4,6.4,13.5%,2023,RB,17
36,Jaleel McLaughlin,DEN,8,44,5.5,11,0,0,3,3,18,6.0,0,0,1,6.2,6.2,25.7%,2023,RB,17
37,Saquon Barkley,PHI,12,39,3.3,13,0,0,3,6,19,6.3,0,0,1,5.8,5.8,97.8%,2023,RB,17
38,Javonte Williams,DEN,15,41,2.7,16,0,0,3,3,17,5.7,0,0,1,5.8,5.8,69.2%,2023,RB,17
39,Chase Edmonds,TB,3,16,5.3,10,0,0,5,6,40,8.0,0,0,1,5.6,5.6,0.1%,2023,RB,17
40,Alvin Kamara,NO,10,45,4.5,13,0,0,2,2,4,2.0,0,0,1,4.9,4.9,87.9%,2023,RB,17
41,Tony Pollard,TEN,16,49,3.1,18,0,0,1,3,0,0.0,0,0,1,4.9,4.9,80.4%,2023,RB,17
42,Rachaad White,TB,11,42,3.8,16,0,0,4,4,24,6.0,0,1,1,4.6,4.6,85.8%,2023,RB,17
43,James Cook,BUF,16,48,3.0,8,0,0,1,3,-4,-4.0,0,0,1,4.4,4.4,93.1%,2023,RB,17
44,Jahmyr Gibbs,DET,15,43,2.9,17,0,0,1,3,0,0.0,0,0,1,4.3,4.3,97.5%,2023,RB,17
45,Derrick Henry,BAL,12,42,3.5,16,0,0,0,1,0,0,0,0,1,4.2,4.2,97.5%,2023,RB,17
46,Zach Charbonnet,SEA,2,2,1.0,4,0,0,5,5,39,7.8,0,0,1,4.1,4.1,76.5%,2023,RB,17
47,Trey Sermon,IND,5,32,6.4,27,1,0,2,2,9,4.5,0,0,1,4.1,4.1,3.7%,2023,RB,17
48,Antonio Gibson,NE,4,19,4.8,16,0,0,2,4,17,8.5,0,0,1,3.6,3.6,22.5%,2023,RB,17
49,Jeff Wilson Jr.,MIA,3,21,7.0,15,0,0,3,4,13,4.3,0,0,1,3.4,3.4,0.6%,2023,RB,17
50,Tank Bigsby,JAC,10,32,3.2,12,0,0,0,0,0,0,0,0,1,3.2,3.2,49.4%,2023,RB,17
51,Patrick Taylor Jr.,SF,8,30,3.8,10,0,0,0,0,0,0,0,0,1,3.0,3.0,16.6%,2023,RB,17
52,Austin Ekeler,WAS,13,46,3.5,6,0,0,1,2,4,4.0,0,1,1,3.0,3.0,51.4%,2023,RB,17
53,Alexander Mattison,LV,3,17,5.7,9,0,0,2,2,13,6.5,0,0,1,3.0,3.0,44.8%,2023,RB,17
54,Tyjae Spears,TEN,6,0,0.0,5,0,0,4,6,29,7.3,0,0,1,2.9,2.9,60.2%,2023,RB,17
55,Chase Brown,CIN,3,5,1.7,3,0,0,2,2,23,11.5,0,0,1,2.8,2.8,85.5%,2023,RB,17
56,AJ Dillon,GB,7,27,3.9,11,0,0,0,0,0,0,0,0,1,2.7,2.7,3.7%,2023,RB,17
57,Kenneth Gainwell,PHI,2,5,2.5,3,0,0,4,4,15,3.8,0,0,1,2.7,2.7,11.7%,2023,RB,17
58,Samaje Perine,KC,4,10,2.5,5,0,0,2,2,16,8.0,0,0,1,2.6,2.6,4.2%,2023,RB,17
59,Kyle Juszczyk,SF,0,0,0,0,0,0,3,3,23,7.7,0,0,1,2.3,2.3,1.2%,2023,RB,17
60,Ameer Abdullah,LV,1,4,4.0,4,0,0,1,1,18,18.0,0,0,1,2.2,2.2,25.1%,2023,RB,17
61,Ty Johnson,BUF,5,22,4.4,7,0,0,0,0,0,0,0,0,1,2.2,2.2,5.6%,2023,RB,17
62,Miles Sanders,CAR,2,10,5.0,7,0,0,2,2,12,6.0,0,0,1,2.2,2.2,5.1%,2023,RB,17
63,Dameon Pierce,HOU,8,16,2.0,5,0,0,1,1,5,5.0,0,0,1,2.1,2.1,9.3%,2023,RB,17
64,Alec Ingold,MIA,0,0,0,0,0,0,1,2,18,18.0,0,0,1,1.8,1.8,0.6%,2023,RB,17
65,Adam Prentice,NO,1,7,7.0,7,0,0,1,1,7,7.0,0,0,1,1.4,1.4,0.0%,2023,RB,17
66,Deuce Vaughn,DAL,2,2,1.0,3,0,0,1,1,10,10.0,0,0,1,1.2,1.2,3.7%,2023,RB,17
67,Chris Brooks,GB,4,12,3.0,7,0,0,0,0,0,0,0,0,1,1.2,1.2,0.7%,2023,RB,17
68,Jonathan Ward,PIT,3,11,3.7,8,0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%,2023,RB,17
69,Israel Abanikanda,SF,2,3,1.5,3,0,0,4,7,27,6.8,0,1,1,1.0,1.0,1.7%,2023,RB,17
70,Emari Demercado,ARI,0,0,0,0,0,0,1,3,9,9.0,0,0,1,0.9,0.9,1.5%,2023,RB,17
71,Isaiah Spiller,LV,1,-1,-1.0,0,0,0,2,2,10,5.0,0,0,1,0.9,0.9,0.0%,2023,RB,17
72,Pierre Strong Jr.,CLE,4,29,7.3,15,0,0,0,0,0,0,0,1,1,0.9,0.9,0.7%,2023,RB,17
73,Nick Bawden,FA,0,0,0,0,0,0,1,1,8,8.0,0,0,1,0.8,0.8,0.0%,2023,RB,17
74,Eric Gray,NYG,1,2,2.0,2,0,0,1,1,6,6.0,0,0,1,0.8,0.8,1.6%,2023,RB,17
75,Brandon Bolden,FA,2,6,3.0,4,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%,2023,RB,17
76,Ronnie Rivers,LAR,0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,0.6%,2023,RB,17
77,Tyler Goodson,IND,1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,1.5%,2023,RB,17
78,Jordan Mason,SF,2,3,1.5,5,0,0,0,0,0,0,0,0,1,0.3,0.3,27.7%,2023,RB,17
79,Trayveon Williams,CIN,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.5%,2023,RB,17
80,Joshua Kelley,TEN,2,2,1.0,1,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2023,RB,17
81,DeeJay Dallas,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,2023,RB,17
82,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
83,Khari Blasingame,FA,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
84,La'Mical Perine,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
85,D'Ernest Johnson,JAC,3,0,0.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2023,RB,17
86,Raheem Blackshear,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.7%,2023,RB,17
87,Hunter Luepke,DAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,RB,17
88,Scott Matlock,LAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2023,RB,17
89,Kene Nwangwu,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
90,Brittain Brown,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.2%,2023,RB,17
91,Velus Jones Jr.,CAR,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,RB,17
92,Jakob Johnson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
93,Nick Bellore,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.0%,2023,RB,17
94,Latavius Murray,FA,1,0,0.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
95,Cordarrelle Patterson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%,2023,RB,17
96,Dare Ogunbowale,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2023,RB,17
97,Matt Breida,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
98,C.J. Ham,MIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2023,RB,17
99,Alex Armah Jr.,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
100,Godwin Igwebuike,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,17
101,Michael Burton,DEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,RB,17
