Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,James Cook,BUF,17,111,6.5,18,0,2,3,3,22,7.3,0,0,1,25.3,25.3,93.1%,2024,RB,8
2,Josh Jacobs,GB,25,127,5.1,38,1,2,1,2,-2,-2.0,0,0,1,24.5,24.5,96.3%,2024,RB,8
3,Tyrone Tracy Jr.,NYG,20,145,7.3,45,2,1,2,3,5,2.5,0,0,1,21.0,21.0,74.5%,2024,RB,8
4,De'Von Achane,MIA,10,97,9.7,47,1,0,6,8,50,8.3,1,0,1,20.7,20.7,92.9%,2024,RB,8
5,Rhamondre Stevenson,NE,20,48,2.4,7,0,2,3,3,17,5.7,0,0,1,20.5,20.5,80.6%,2024,RB,8
6,Joe Mixon,HOU,25,102,4.1,21,1,1,4,6,32,8.0,0,0,1,19.4,19.4,93.9%,2024,RB,8
7,Jahmyr Gibbs,DET,11,127,11.5,70,1,1,1,1,6,6.0,0,0,1,19.3,19.3,97.5%,2024,RB,8
8,D'Andre Swift,CHI,18,129,7.2,56,2,1,0,0,0,0,0,0,1,18.9,18.9,83.1%,2024,RB,8
9,Jonathan Taylor,IND,20,105,5.3,28,1,1,1,1,12,12.0,0,0,1,17.7,17.7,92.9%,2024,RB,8
10,Kyren Williams,LAR,23,97,4.2,17,0,0,5,7,19,3.8,1,0,1,17.6,17.6,94.2%,2024,RB,8
11,Bijan Robinson,ATL,13,63,4.8,13,0,0,7,7,43,6.1,1,0,1,16.6,16.6,94.6%,2024,RB,8
12,Isaac Guerendo,SF,14,85,6.1,19,0,1,3,4,17,5.7,0,0,1,16.2,16.2,67.4%,2024,RB,8
13,Raheem Mostert,FA,9,19,2.1,13,0,2,1,2,11,11.0,0,0,1,15.0,15.0,42.9%,2024,RB,8
14,David Montgomery,DET,9,33,3.7,9,0,1,1,1,5,5.0,0,0,1,13.9,13.9,75.4%,2024,RB,8
15,Derrick Henry,BAL,11,73,6.6,39,1,1,1,1,4,4.0,0,0,1,13.7,13.7,97.5%,2024,RB,8
16,Najee Harris,PIT,19,114,6.0,26,1,0,3,4,17,5.7,0,0,1,13.1,13.1,85.5%,2024,RB,8
