Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Cole Kmet,CHI,5,5,70,14.0,31,2,2,0,0,0,0,1,19.0,19.0,42.7%,2024,TE,6
2,George Kittle,SF,5,6,58,11.6,29,1,2,0,0,0,0,1,17.8,17.8,91.9%,2024,TE,6
3,Mark Andrews,BAL,3,4,66,22.0,38,1,1,0,0,0,0,1,12.6,12.6,89.5%,2024,TE,6
4,Sam LaPorta,DET,1,1,52,52.0,52,1,1,0,0,0,0,1,11.2,11.2,93.3%,2024,TE,6
5,Hunter Henry,NE,3,5,41,13.7,30,1,1,0,0,0,0,1,10.1,10.1,53.6%,2024,TE,6
6,Trey McBride,ARI,8,8,96,12.0,27,1,0,0,0,0,0,1,9.6,9.6,91.9%,2024,TE,6
7,Evan Engram,JAC,10,10,102,10.2,24,1,0,0,0,0,1,1,8.2,8.2,57.4%,2024,TE,6
8,Cade Otton,TB,2,6,15,7.5,8,0,1,0,0,0,0,1,7.5,7.5,57.8%,2024,TE,6
9,Dawson Knox,BUF,1,1,12,12.0,12,0,1,0,0,0,0,1,7.2,7.2,11.4%,2024,TE,6
10,Brock Bowers,LV,9,10,71,7.9,18,0,0,0,0,0,0,1,7.1,7.1,91.6%,2024,TE,6
11,Kyle Pitts,ATL,3,5,70,23.3,52,1,0,0,0,0,0,1,7.0,7.0,73.0%,2024,TE,6
12,Zach Ertz,WAS,4,5,68,17.0,24,2,0,0,0,0,0,1,6.8,6.8,57.5%,2024,TE,6
13,Grant Calcaterra,PHI,4,4,67,16.8,34,2,0,0,0,0,0,1,6.7,6.7,4.3%,2024,TE,6
14,Noah Fant,SEA,6,6,63,10.5,12,0,0,0,0,0,0,1,6.3,6.3,21.1%,2024,TE,6
15,Foster Moreau,NO,2,2,54,27.0,41,1,0,0,0,0,0,1,5.4,5.4,2.4%,2024,TE,6
16,Dalton Kincaid,BUF,6,7,51,8.5,15,0,0,0,0,0,0,1,5.1,5.1,78.8%,2024,TE,6
17,Ja'Tavion Sanders,CAR,5,7,49,9.8,21,1,0,0,0,0,0,1,4.9,4.9,14.6%,2024,TE,6
18,Juwan Johnson,NO,3,3,48,16.0,27,1,0,0,0,0,0,1,4.8,4.8,19.4%,2024,TE,6
19,Mo Alie-Cox,IND,4,4,41,10.3,22,1,0,0,0,0,0,1,4.1,4.1,0.6%,2024,TE,6
20,Ben Sims,GB,2,2,38,19.0,28,1,0,0,0,0,0,1,3.8,3.8,0.1%,2024,TE,6
21,David Njoku,CLE,5,7,31,6.2,14,0,0,0,0,0,0,1,3.1,3.1,74.6%,2024,TE,6
22,Theo Johnson,NYG,3,3,30,10.0,15,0,0,0,0,0,0,1,3.0,3.0,12.5%,2024,TE,6
23,Isaiah Likely,BAL,2,4,27,13.5,18,0,0,0,0,0,0,1,2.7,2.7,34.2%,2024,TE,6
