Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Travis Kelce,KC,8,10,136,17.0,32,3,1,0,0,0,0,1,19.6,19.6,94.1%,2020,TE,14
2,Mike Gesicki,CIN,5,6,65,13.0,29,1,2,0,0,0,0,1,18.5,18.5,29.2%,2020,TE,14
3,Irv Smith Jr.,HOU,4,4,63,15.8,25,1,1,0,0,0,0,1,12.3,12.3,0.0%,2020,TE,14
4,Foster Moreau,NO,1,2,47,47.0,47,1,1,0,0,0,0,1,10.7,10.7,2.4%,2020,TE,14
5,T.J. Hockenson,MIN,6,11,43,7.2,16,0,1,0,0,0,0,1,10.3,10.3,83.0%,2020,TE,14
6,Jared Cook,FA,3,4,37,12.3,20,1,1,0,0,0,0,1,9.7,9.7,0.0%,2020,TE,14
7,Robert Tonyan,FA,5,5,36,7.2,11,0,1,0,0,0,0,1,9.6,9.6,0.0%,2020,TE,14
8,Geoff Swaim,CLE,3,3,34,11.3,16,0,1,0,0,0,0,1,9.4,9.4,0.0%,2020,TE,14
9,Dan Arnold,FA,2,4,27,13.5,20,1,1,0,0,0,0,1,8.7,8.7,0.0%,2020,TE,14
10,Will Dissly,LAC,2,2,23,11.5,13,0,1,0,0,0,0,1,8.3,8.3,22.8%,2020,TE,14
11,Jimmy Graham,FA,4,4,23,5.8,12,0,1,0,0,0,0,1,8.3,8.3,0.1%,2020,TE,14
12,Nick Vannett,TEN,4,4,20,5.0,8,0,1,0,0,0,0,1,8.0,8.0,0.0%,2020,TE,14
13,Mark Andrews,BAL,5,6,78,15.6,39,1,0,0,0,0,0,1,7.8,7.8,89.5%,2020,TE,14
14,Darren Waller,FA,7,10,75,10.7,29,1,0,0,0,0,0,1,7.5,7.5,1.1%,2020,TE,14
15,Rob Gronkowski,FA,1,2,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,2.0%,2020,TE,14
16,Troy Fumagalli,FA,4,5,53,13.3,29,1,0,0,0,0,0,1,5.3,5.3,0.0%,2020,TE,14
17,Eric Ebron,FA,2,5,30,15.0,17,0,0,0,0,0,0,1,5.0,5.0,0.0%,2020,TE,14
18,David Njoku,CLE,3,4,45,15.0,20,1,0,0,0,0,0,1,4.5,4.5,74.6%,2020,TE,14
19,Jack Doyle,FA,3,3,44,14.7,28,1,0,0,0,0,0,1,4.4,4.4,2.0%,2020,TE,14
20,Logan Thomas,FA,6,7,43,7.2,12,0,0,0,0,0,0,1,4.3,4.3,0.0%,2020,TE,14
