Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jonathan Taylor,IND,32,125,3.9,26,1,2,2,4,11,5.5,0,0,1,25.6,25.6,92.9%,2024,RB,17
2,Derrick Henry,BAL,27,147,5.4,20,1,1,2,2,18,9.0,0,0,1,22.5,22.5,97.5%,2024,RB,17
3,Jahmyr Gibbs,DET,18,117,6.5,30,2,1,4,4,46,11.5,0,0,1,22.3,22.3,97.5%,2024,RB,17
4,Bijan Robinson,ATL,17,90,5.3,13,0,2,3,5,8,2.7,0,0,1,21.8,21.8,94.6%,2024,RB,17
5,Bucky Irving,TB,20,113,5.7,34,1,0,4,4,77,19.3,0,0,1,19.0,19.0,87.5%,2024,RB,17
6,Saquon Barkley,PHI,31,167,5.4,23,2,0,2,2,2,1.0,0,0,1,16.9,16.9,97.8%,2024,RB,17
7,Ameer Abdullah,LV,20,115,5.8,17,0,0,3,4,32,10.7,0,0,1,14.7,14.7,25.1%,2024,RB,17
8,J.K. Dobbins,LAC,19,76,4.0,13,0,1,1,1,7,7.0,0,0,1,14.3,14.3,74.2%,2024,RB,17
9,Kyren Williams,LAR,13,56,4.3,18,0,1,3,3,16,5.3,0,0,1,13.2,13.2,94.2%,2024,RB,17
10,James Cook,BUF,15,53,3.5,8,0,1,0,0,0,0,0,0,1,11.3,11.3,93.1%,2024,RB,17
11,Jaylen Warren,PIT,11,71,6.5,22,1,0,5,6,41,8.2,0,0,1,11.2,11.2,68.2%,2024,RB,17
12,Josh Jacobs,GB,17,69,4.1,13,0,1,0,0,0,0,0,1,1,10.9,10.9,96.3%,2024,RB,17
13,Tyjae Spears,TEN,20,95,4.8,23,1,0,3,4,8,2.7,0,0,1,10.3,10.3,60.2%,2024,RB,17
14,Isaac Guerendo,SF,9,34,3.8,11,0,0,4,4,65,16.3,0,0,1,9.9,9.9,67.4%,2024,RB,17
15,Cam Akers,MIN,6,18,3.0,16,0,0,2,3,15,7.5,1,0,1,9.3,9.3,14.2%,2024,RB,17
16,Chase Brown,CIN,20,67,3.4,9,0,0,4,4,24,6.0,0,0,1,9.1,9.1,85.5%,2024,RB,17
17,Emanuel Wilson,GB,6,29,4.8,14,0,1,0,0,0,0,0,0,1,8.9,8.9,4.8%,2024,RB,17
18,Chris Rodriguez Jr.,WAS,5,16,3.2,6,0,1,1,1,12,12.0,0,0,1,8.8,8.8,2.2%,2024,RB,17
19,Rico Dowdle,DAL,23,104,4.5,17,0,0,1,1,4,4.0,0,1,1,8.8,8.8,73.9%,2024,RB,17
20,Najee Harris,PIT,13,74,5.7,20,1,0,2,4,7,3.5,0,0,1,8.1,8.1,85.5%,2024,RB,17
21,D'Andre Swift,CHI,12,53,4.4,12,0,0,4,5,28,7.0,0,0,1,8.1,8.1,83.1%,2024,RB,17
22,Michael Carter,ARI,13,70,5.4,13,0,0,2,2,11,5.5,0,0,1,8.1,8.1,14.7%,2024,RB,17
23,Kareem Hunt,KC,9,20,2.2,6,0,1,0,0,0,0,0,0,1,8.0,8.0,48.5%,2024,RB,17
24,Aaron Jones Sr.,MIN,12,47,3.9,13,0,0,4,5,30,7.5,0,0,1,7.7,7.7,91.4%,2024,RB,17
25,Jaleel McLaughlin,DEN,10,69,6.9,13,0,0,2,2,7,3.5,0,0,1,7.6,7.6,25.7%,2024,RB,17
26,Zach Charbonnet,SEA,15,57,3.8,11,0,0,3,3,19,6.3,0,0,1,7.6,7.6,76.5%,2024,RB,17
27,Travis Etienne Jr.,JAC,15,49,3.3,15,0,0,1,2,26,26.0,0,0,1,7.5,7.5,81.7%,2024,RB,17
28,Tyrone Tracy Jr.,NYG,20,59,3.0,40,1,0,2,3,14,7.0,0,0,1,7.3,7.3,74.5%,2024,RB,17
29,Kyle Juszczyk,SF,0,0,0,0,0,0,1,2,9,9.0,1,0,1,6.9,6.9,1.2%,2024,RB,17
30,Brian Robinson Jr.,WAS,13,60,4.6,12,0,0,2,2,9,4.5,0,0,1,6.9,6.9,84.9%,2024,RB,17
31,Craig Reynolds,DET,7,31,4.4,9,0,0,2,2,35,17.5,0,0,1,6.6,6.6,3.5%,2024,RB,17
32,Antonio Gibson,NE,12,63,5.3,20,1,0,0,1,0,0,0,0,1,6.3,6.3,22.5%,2024,RB,17
33,Breece Hall,NYJ,10,45,4.5,17,0,0,1,1,8,8.0,0,0,1,5.3,5.3,91.6%,2024,RB,17
34,D'Onta Foreman,CLE,13,49,3.8,7,0,0,0,2,0,0,0,0,1,4.9,4.9,3.4%,2024,RB,17
35,Pierre Strong Jr.,CLE,5,33,6.6,19,0,0,3,5,15,5.0,0,0,1,4.8,4.8,0.7%,2024,RB,17
36,Keaton Mitchell,BAL,11,20,1.8,7,0,0,1,1,28,28.0,0,0,1,4.8,4.8,10.0%,2024,RB,17
37,Kenny McIntosh,SEA,7,46,6.6,25,1,0,0,0,0,0,0,0,1,4.6,4.6,1.1%,2024,RB,17
38,Sean Tucker,TB,8,39,4.9,9,0,0,1,1,5,5.0,0,0,1,4.4,4.4,5.4%,2024,RB,17
39,Isaiah Davis,NYJ,3,35,11.7,14,0,0,1,1,8,8.0,0,0,1,4.3,4.3,7.9%,2024,RB,17
40,Hassan Haskins,LAC,8,30,3.8,8,0,0,1,1,10,10.0,0,0,1,4.0,4.0,0.9%,2024,RB,17
41,Joe Mixon,HOU,9,26,2.9,8,0,0,2,3,13,6.5,0,0,1,3.9,3.9,93.9%,2024,RB,17
42,De'Von Achane,MIA,10,25,2.5,9,0,0,2,2,13,6.5,0,0,1,3.8,3.8,92.9%,2024,RB,17
43,Alexander Mattison,LV,10,32,3.2,6,0,0,1,3,6,6.0,0,0,1,3.8,3.8,44.8%,2024,RB,17
44,Audric Estime,DEN,9,24,2.7,6,0,0,1,1,13,13.0,0,0,1,3.7,3.7,18.4%,2024,RB,17
45,Rachaad White,TB,6,30,5.0,16,0,0,1,1,4,4.0,0,0,1,3.4,3.4,85.8%,2024,RB,17
46,Tank Bigsby,JAC,11,33,3.0,7,0,0,0,1,0,0,0,0,1,3.3,3.3,49.4%,2024,RB,17
47,Clyde Edwards-Helaire,NO,5,20,4.0,9,0,0,2,4,10,5.0,0,0,1,3.0,3.0,7.2%,2024,RB,17
48,Devin Singletary,NYG,5,21,4.2,13,0,0,1,1,9,9.0,0,0,1,3.0,3.0,43.6%,2024,RB,17
49,Samaje Perine,KC,2,9,4.5,9,0,0,2,2,20,10.0,0,0,1,2.9,2.9,4.2%,2024,RB,17
