Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Zay Jones,ARI,6,8,109,18.2,59,1,3,0,0,0,0,1,28.9,28.9,3.6%,2022,WR,15
2,K.J. Osborn,WAS,10,16,157,15.7,63,1,1,0,0,0,0,1,21.7,21.7,1.3%,2022,WR,15
3,Justin Jefferson,MIN,12,16,123,10.3,20,1,1,0,0,0,0,1,18.3,18.3,98.3%,2022,WR,15
4,A.J. Brown,PHI,9,16,181,20.1,68,3,0,0,0,0,0,1,18.1,18.1,96.7%,2022,WR,15
5,Russell Gage,SF,8,12,59,7.4,14,0,2,0,0,0,0,1,17.9,17.9,0.0%,2022,WR,15
6,Jaylen Waddle,MIA,3,7,114,38.0,67,2,1,0,0,0,0,1,17.4,17.4,79.3%,2022,WR,15
7,Noah Brown,WAS,6,9,49,8.2,14,0,2,0,0,0,0,1,16.9,16.9,5.8%,2022,WR,15
8,Jahan Dotson,PHI,4,6,105,26.3,61,1,1,0,0,0,0,1,16.5,16.5,11.0%,2022,WR,15
9,Rashid Shaheed,NO,3,4,95,31.7,68,1,1,0,0,0,0,1,15.5,15.5,31.4%,2022,WR,15
10,Chris Godwin,TB,8,8,83,10.4,18,0,1,0,0,0,0,1,14.3,14.3,45.3%,2022,WR,15
11,DJ Moore,CHI,5,6,73,14.6,26,1,1,0,0,0,0,1,13.3,13.3,86.7%,2022,WR,15
12,Tyreek Hill,MIA,9,13,69,7.7,20,1,1,0,0,0,0,1,12.9,12.9,92.8%,2022,WR,15
13,CeeDee Lamb,DAL,7,7,126,18.0,39,3,0,1,1,0,0,1,12.7,12.7,87.2%,2022,WR,15
14,DeVonta Smith,PHI,5,8,126,25.2,45,3,0,0,0,0,0,1,12.6,12.6,89.2%,2022,WR,15
15,Ja'Marr Chase,CIN,7,13,60,8.6,15,0,1,0,0,0,0,1,12.0,12.0,94.0%,2022,WR,15
16,Kalif Raymond,DET,5,6,53,10.6,18,0,0,0,0,0,0,1,11.3,11.3,2.6%,2022,WR,15
17,Tee Higgins,CIN,5,8,33,6.6,12,0,1,0,0,0,0,1,11.3,11.3,87.7%,2022,WR,15
18,Keelan Cole Sr.,FA,2,2,50,25.0,30,2,1,0,0,0,0,1,11.0,11.0,0.0%,2022,WR,15
19,Adam Thielen,CAR,3,4,41,13.7,21,1,1,0,0,0,0,1,10.1,10.1,61.9%,2022,WR,15
20,Mack Hollins,BUF,4,8,40,10.0,13,0,1,0,0,0,0,1,10.0,10.0,2.5%,2022,WR,15
21,Diontae Johnson,BAL,10,10,98,9.8,19,0,0,1,2,0,0,1,10.0,10.0,39.6%,2022,WR,15
22,Byron Pringle,FA,2,2,39,19.5,35,1,1,0,0,0,0,1,9.9,9.9,0.0%,2022,WR,15
23,Garrett Wilson,NYJ,4,9,98,24.5,33,3,0,0,0,0,0,1,9.8,9.8,91.1%,2022,WR,15
24,Tyler Boyd,TEN,5,5,35,7.0,13,0,1,0,0,0,0,1,9.5,9.5,4.6%,2022,WR,15
25,Christian Kirk,JAC,6,10,92,15.3,30,2,0,0,0,0,0,1,9.2,9.2,34.9%,2022,WR,15
26,Donovan Peoples-Jones,FA,4,4,31,7.8,14,0,1,0,0,0,0,1,9.1,9.1,0.0%,2022,WR,15
27,Michael Pittman Jr.,IND,10,14,60,6.0,15,0,0,2,30,0,0,1,9.0,9.0,70.7%,2022,WR,15
