Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,CeeDee Lamb,DAL,13,17,146,11.2,29,3,2,0,0,0,0,1,26.6,26.6,87.2%,2024,WR,8
2,Ladd McConkey,LAC,6,6,111,18.5,60,1,2,0,0,0,0,1,23.1,23.1,85.2%,2024,WR,8
3,Cedric Tillman,CLE,7,9,99,14.1,38,2,2,0,0,0,0,1,21.9,21.9,28.9%,2024,WR,8
4,Josh Downs,IND,4,9,109,27.3,69,2,1,0,13,0,0,1,18.2,18.2,62.9%,2024,WR,8
5,Calvin Austin III,PIT,3,4,54,18.0,29,1,1,0,0,0,0,1,17.4,17.4,10.7%,2024,WR,8
6,Marvin Harrison Jr.,ARI,6,7,111,18.5,25,3,1,0,0,0,0,1,17.1,17.1,88.9%,2024,WR,8
7,Demarcus Robinson,LAR,2,3,35,17.5,25,1,2,0,0,0,0,1,15.5,15.5,17.8%,2024,WR,8
8,Darnell Mooney,ATL,4,6,86,21.5,30,3,1,0,0,0,0,1,14.6,14.6,67.9%,2024,WR,8
9,DeVonta Smith,PHI,6,7,85,14.2,45,1,1,0,0,0,0,1,14.5,14.5,89.2%,2024,WR,8
10,Jalen Coker,CAR,4,6,78,19.5,29,2,1,0,0,0,0,1,13.8,13.8,16.7%,2024,WR,8
11,Kalif Raymond,DET,2,2,14,7.0,7,0,1,0,0,0,0,1,13.4,13.4,2.6%,2024,WR,8
12,Noah Brown,WAS,3,6,73,24.3,52,1,1,0,0,0,0,1,13.3,13.3,5.8%,2024,WR,8
13,Keon Coleman,BUF,5,7,70,14.0,25,2,1,0,0,0,0,1,13.0,13.0,51.9%,2024,WR,8
14,Calvin Ridley,TEN,10,15,143,14.3,47,2,0,1,3,0,1,1,12.6,12.6,77.8%,2024,WR,8
15,Terry McLaurin,WAS,5,8,125,25.0,61,2,0,0,0,0,0,1,12.5,12.5,91.3%,2024,WR,8
16,Brian Thomas Jr.,JAC,3,4,60,20.0,28,1,1,0,0,0,0,1,12.0,12.0,86.3%,2024,WR,8
17,Zay Flowers,BAL,7,12,115,16.4,29,4,0,0,0,0,0,1,11.5,11.5,90.3%,2024,WR,8
18,Justin Jefferson,MIN,8,9,115,14.4,27,1,0,0,0,0,0,1,11.5,11.5,98.3%,2024,WR,8
19,Ja'Marr Chase,CIN,9,11,54,6.0,13,0,1,0,0,0,0,1,11.4,11.4,94.0%,2024,WR,8
20,Garrett Wilson,NYJ,5,8,113,22.6,35,4,0,0,0,0,0,1,11.3,11.3,91.1%,2024,WR,8
21,Jakobi Meyers,LV,6,7,52,8.7,17,0,1,0,0,0,0,1,11.2,11.2,72.7%,2024,WR,8
22,Puka Nacua,LAR,7,9,106,15.1,21,1,0,2,5,0,0,1,11.1,11.1,95.5%,2024,WR,8
23,Cooper Kupp,LAR,5,8,51,10.2,27,1,1,0,0,0,0,1,11.1,11.1,90.9%,2024,WR,8
24,Khalil Shakir,BUF,9,10,107,11.9,35,1,0,1,2,0,0,1,10.9,10.9,74.4%,2024,WR,8
25,Darius Slayton,NYG,4,7,108,27.0,43,2,0,0,0,0,0,1,10.8,10.8,9.9%,2024,WR,8
26,Chris Olave,NO,8,14,107,13.4,28,2,0,0,0,0,0,1,10.7,10.7,68.4%,2024,WR,8
27,Nick Westbrook-Ikhine,TEN,2,4,39,19.5,34,1,1,0,0,0,0,1,9.9,9.9,23.7%,2024,WR,8
28,Xavier Worthy,KC,4,8,37,9.3,16,0,1,0,0,0,0,1,9.7,9.7,78.2%,2024,WR,8
29,Nelson Agholor,BAL,3,5,36,12.0,14,0,1,0,0,0,0,1,9.6,9.6,1.2%,2024,WR,8
30,Tank Dell,HOU,4,4,35,8.8,12,0,1,0,0,0,0,1,9.5,9.5,66.8%,2024,WR,8
31,Xavier Legette,CAR,4,7,34,8.5,23,1,1,1,0,0,0,1,9.4,9.4,34.2%,2024,WR,8
32,DJ Turner,LV,4,4,28,7.0,11,0,1,1,4,0,0,1,9.2,9.2,0.6%,2024,WR,8
33,Michael Wilson,ARI,5,6,31,6.2,12,0,1,0,0,0,0,1,9.1,9.1,16.9%,2024,WR,8
34,Courtland Sutton,DEN,8,11,100,12.5,37,2,0,0,0,0,1,1,9.1,9.1,84.6%,2024,WR,8
35,Deebo Samuel Sr.,WAS,4,7,71,17.8,47,1,0,4,15,0,0,1,8.6,8.6,84.5%,2024,WR,8
36,Elijah Moore,CLE,8,12,85,10.6,19,0,0,0,0,0,0,1,8.5,8.5,17.4%,2024,WR,8
37,A.J. Brown,PHI,5,6,84,16.8,29,2,0,0,0,0,0,1,8.4,8.4,96.7%,2024,WR,8
38,Jerry Jeudy,CLE,5,8,79,15.8,30,1,0,0,0,0,0,1,7.9,7.9,72.7%,2024,WR,8
39,Stefon Diggs,HOU,5,9,81,16.2,49,1,0,1,-4,0,0,1,7.7,7.7,46.3%,2024,WR,8
40,Ricky Pearsall,SF,4,4,38,9.5,13,0,0,1,39,0,0,1,7.7,7.7,27.2%,2024,WR,8
41,George Pickens,PIT,4,5,74,18.5,43,1,0,0,0,0,0,1,7.4,7.4,88.7%,2024,WR,8
42,Tyreek Hill,MIA,6,9,72,12.0,30,1,0,0,0,0,0,1,7.2,7.2,92.8%,2024,WR,8
43,Joshua Palmer,LAC,2,4,72,36.0,45,2,0,0,0,0,0,1,7.2,7.2,18.9%,2024,WR,8
44,Romeo Doubs,GB,3,6,72,24.0,29,2,0,0,0,0,0,1,7.2,7.2,47.5%,2024,WR,8
45,Malik Nabers,NYG,7,13,71,10.1,16,0,0,0,0,0,0,1,7.1,7.1,90.2%,2024,WR,8
46,Trent Sherfield Sr.,MIN,1,1,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.1%,2024,WR,8
47,Jaxon Smith-Njigba,SEA,6,7,69,11.5,18,0,0,0,0,0,0,1,6.9,6.9,85.4%,2024,WR,8
48,Amon-Ra St. Brown,DET,2,2,7,3.5,6,0,1,0,0,0,0,1,6.7,6.7,97.2%,2024,WR,8
49,Van Jefferson,PIT,4,5,62,15.5,36,1,0,0,0,0,0,1,6.2,6.2,1.5%,2024,WR,8
50,Xavier Gipson,NYJ,1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.6%,2024,WR,8
51,Christian Kirk,JAC,2,5,59,29.5,33,2,0,0,0,0,0,1,5.9,5.9,34.9%,2024,WR,8
52,Rakim Jarrett,TB,3,3,58,19.3,20,1,0,0,0,0,0,1,5.8,5.8,3.9%,2024,WR,8
53,Jayden Reed,GB,2,3,55,27.5,51,1,0,1,0,0,0,1,5.5,5.5,82.1%,2024,WR,8
54,Davante Adams,FA,4,6,54,13.5,16,0,0,0,0,0,0,1,5.4,5.4,91.0%,2024,WR,8
55,Rome Odunze,CHI,3,6,41,13.7,16,0,0,2,13,0,0,1,5.4,5.4,62.7%,2024,WR,8
56,Jalen McMillan,TB,4,7,35,8.8,13,0,0,1,17,0,0,1,5.2,5.2,54.0%,2024,WR,8
57,Parker Washington,JAC,3,4,46,15.3,23,1,0,0,0,0,0,1,4.6,4.6,5.7%,2024,WR,8
58,Kayshon Boutte,NE,3,6,46,15.3,34,1,0,0,0,0,0,1,4.6,4.6,12.8%,2024,WR,8
59,Jaylen Waddle,MIA,4,6,45,11.3,20,1,0,0,0,0,0,1,4.5,4.5,79.3%,2024,WR,8
60,Jalen Tolbert,DAL,3,3,44,14.7,28,1,0,0,0,0,0,1,4.4,4.4,15.7%,2024,WR,8
61,Jermaine Burton,CIN,1,3,41,41.0,41,1,0,0,0,0,0,1,4.1,4.1,7.8%,2024,WR,8
62,Keenan Allen,CHI,2,7,39,19.5,22,1,0,0,0,0,0,1,3.9,3.9,76.2%,2024,WR,8
63,David Moore,CAR,4,5,39,9.8,13,0,0,0,0,0,0,1,3.9,3.9,1.4%,2024,WR,8
64,Christian Watson,GB,4,6,39,9.8,14,0,0,0,0,0,0,1,3.9,3.9,51.0%,2024,WR,8
65,Bub Means,NO,1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,1.1%,2024,WR,8
66,Jalen Reagor,LAC,2,2,35,17.5,24,1,0,0,0,0,0,1,3.5,3.5,0.0%,2024,WR,8
67,Drake London,ATL,4,6,34,8.5,13,0,0,0,0,0,0,1,3.4,3.4,91.6%,2024,WR,8
68,DJ Moore,CHI,2,4,27,13.5,27,1,0,2,7,0,0,1,3.4,3.4,86.7%,2024,WR,8
69,Tre Tucker,LV,2,3,26,13.0,20,1,0,1,7,0,0,1,3.3,3.3,12.3%,2024,WR,8
70,Justin Watson,KC,3,3,33,11.0,19,0,0,0,0,0,0,1,3.3,3.3,1.8%,2024,WR,8
71,Wan'Dale Robinson,NYG,5,5,30,6.0,8,0,0,0,0,0,0,1,3.0,3.0,36.9%,2024,WR,8
72,John Metchie III,HOU,3,4,29,9.7,28,1,0,0,0,0,0,1,2.9,2.9,3.8%,2024,WR,8
73,Trey Palmer,TB,2,2,29,14.5,25,1,0,0,0,0,0,1,2.9,2.9,2.4%,2024,WR,8
