Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Brock Bowers,LV,10,14,140,14.0,33,3,1,1,2,0,0,1,20.2,20.2,91.6%,2024,TE,13
2,David Njoku,CLE,9,17,52,5.8,13,0,2,0,0,0,0,1,17.2,17.2,74.6%,2024,TE,13
3,Mark Andrews,BAL,6,7,67,11.2,23,1,1,1,2,0,0,1,12.9,12.9,89.5%,2024,TE,13
4,Pat Freiermuth,PIT,6,7,68,11.3,25,1,1,0,0,0,0,1,12.8,12.8,63.9%,2024,TE,13
5,Sam LaPorta,DET,3,6,6,2.0,3,0,2,0,0,0,0,1,12.6,12.6,93.3%,2024,TE,13
6,Dalton Schultz,HOU,5,7,61,12.2,22,1,1,0,0,0,0,1,12.1,12.1,54.4%,2024,TE,13
7,Jonnu Smith,MIA,10,11,113,11.3,16,0,0,0,0,0,0,1,11.3,11.3,77.6%,2024,TE,13
8,Austin Hooper,NE,4,4,42,10.5,16,0,1,0,0,0,0,1,10.2,10.2,1.9%,2024,TE,13
9,Isaiah Likely,BAL,5,8,38,7.6,11,0,1,0,0,0,0,1,9.8,9.8,34.2%,2024,TE,13
10,Trey McBride,ARI,12,12,96,8.0,14,0,0,0,0,0,0,1,9.6,9.6,91.9%,2024,TE,13
11,Dallas Goedert,PHI,3,4,35,11.7,17,0,1,0,0,0,0,1,9.5,9.5,57.2%,2024,TE,13
12,Zach Ertz,WAS,3,6,35,11.7,25,1,1,0,0,0,0,1,9.5,9.5,57.5%,2024,TE,13
13,Johnny Mundt,MIN,2,2,22,11.0,18,0,1,0,0,0,0,1,8.2,8.2,0.6%,2024,TE,13
14,Tucker Kraft,GB,6,7,78,13.0,17,0,0,0,0,0,0,1,7.8,7.8,63.4%,2024,TE,13
15,Tommy Tremble,CAR,5,8,77,15.4,38,1,0,0,0,0,0,1,7.7,7.7,1.4%,2024,TE,13
16,Hunter Henry,NE,7,9,75,10.7,14,0,0,0,0,0,0,1,7.5,7.5,53.6%,2024,TE,13
17,AJ Barner,SEA,2,2,14,7.0,12,0,1,0,0,0,0,1,7.4,7.4,8.3%,2024,TE,13
18,Travis Kelce,KC,7,13,68,9.7,24,1,0,0,0,0,0,1,6.8,6.8,94.1%,2024,TE,13
19,Noah Gray,KC,4,6,58,14.5,26,2,0,0,0,0,0,1,5.8,5.8,22.5%,2024,TE,13
20,Dawson Knox,BUF,2,2,56,28.0,39,1,0,0,0,0,0,1,5.6,5.6,11.4%,2024,TE,13
21,Theo Johnson,NYG,5,5,54,10.8,15,0,0,0,0,0,0,1,5.4,5.4,12.5%,2024,TE,13
22,Mike Gesicki,CIN,5,5,53,10.6,20,1,0,0,0,0,0,1,5.3,5.3,29.2%,2024,TE,13
23,Taysom Hill,NO,5,7,37,7.4,21,1,0,5,10,0,0,1,4.7,4.7,27.7%,2024,TE,13
24,Evan Engram,JAC,7,9,41,5.9,16,0,0,0,0,0,0,1,4.1,4.1,57.4%,2024,TE,13
25,Juwan Johnson,NO,5,7,36,7.2,21,1,0,0,0,0,0,1,3.6,3.6,19.4%,2024,TE,13
26,Luke Schoonmaker,DAL,5,6,33,6.6,10,0,0,0,0,0,0,1,3.3,3.3,4.6%,2024,TE,13
