Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,David Montgomery,DET,17,72,4.2,13,0,2,4,4,39,9.8,0,0,1,23.1,23.1,75.4%,2020,RB,13
2,Aaron Jones Sr.,MIN,15,130,8.7,77,1,1,3,3,18,6.0,0,0,1,20.8,20.8,91.4%,2020,RB,13
3,Jonathan Taylor,IND,13,91,7.0,24,1,0,3,3,44,14.7,1,0,1,19.5,19.5,92.9%,2020,RB,13
4,Dalvin Cook,FA,32,120,3.8,12,0,0,6,9,59,9.8,0,0,1,17.9,17.9,0.9%,2020,RB,13
5,Adrian Peterson,FA,16,57,3.6,15,0,2,0,1,0,0,0,0,1,17.7,17.7,2.0%,2020,RB,13
6,Ty Johnson,BUF,22,104,4.7,16,0,1,2,2,13,6.5,0,0,1,17.7,17.7,5.6%,2020,RB,13
7,Chris Carson,FA,13,65,5.0,11,0,0,3,6,45,15.0,1,0,1,17.0,17.0,0.3%,2020,RB,13
8,James Robinson,FA,18,78,4.3,15,0,1,6,6,30,5.0,0,0,1,16.8,16.8,0.0%,2020,RB,13
9,Nick Chubb,CLE,18,80,4.4,29,1,1,1,1,26,26.0,0,0,1,16.6,16.6,55.1%,2020,RB,13
10,Alfred Morris,FA,8,39,4.9,13,0,1,1,1,6,6.0,1,0,1,16.5,16.5,0.0%,2020,RB,13
11,Alvin Kamara,NO,15,88,5.9,37,1,1,2,3,9,4.5,0,0,1,15.7,15.7,87.9%,2020,RB,13
12,Cam Akers,MIN,21,72,3.4,12,0,1,1,1,22,22.0,0,0,1,15.4,15.4,14.2%,2020,RB,13
13,Melvin Gordon III,FA,15,131,8.7,65,1,0,1,2,11,11.0,0,0,1,14.2,14.2,0.1%,2020,RB,13
14,Wayne Gallman Jr.,FA,16,135,8.4,60,2,0,0,0,0,0,0,0,1,13.5,13.5,0.0%,2020,RB,13
15,Darrell Henderson Jr.,FA,3,49,16.3,38,1,1,2,3,25,12.5,0,0,1,13.4,13.4,5.0%,2020,RB,13
16,J.K. Dobbins,LAC,11,71,6.5,30,1,1,0,0,0,0,0,0,1,13.1,13.1,74.2%,2020,RB,13
17,Myles Gaskin,FA,21,90,4.3,26,1,0,2,2,51,25.5,0,1,1,12.1,12.1,0.0%,2020,RB,13
18,Kenyan Drake,FA,10,49,4.9,27,1,1,2,3,9,4.5,0,0,1,11.8,11.8,1.1%,2020,RB,13
19,David Johnson,FA,10,44,4.4,19,0,1,0,2,0,0,0,0,1,10.4,10.4,0.0%,2020,RB,13
20,Gus Edwards,LAC,7,101,14.4,36,3,0,0,0,0,0,0,0,1,10.1,10.1,45.3%,2020,RB,13
21,Ezekiel Elliott,FA,18,77,4.3,14,0,0,4,6,18,4.5,0,0,1,9.5,9.5,20.4%,2020,RB,13
22,Damien Harris,FA,16,80,5.0,12,0,0,1,1,15,15.0,0,0,1,9.5,9.5,9.0%,2020,RB,13
23,Nyheim Hines,FA,6,10,1.7,5,0,1,3,3,22,7.3,0,0,1,9.2,9.2,0.1%,2020,RB,13
24,Devin Singletary,NYG,18,61,3.4,15,0,0,3,4,22,7.3,0,0,1,8.3,8.3,43.6%,2020,RB,13
25,Peyton Barber,FA,14,23,1.6,5,0,1,0,0,0,0,0,0,1,8.3,8.3,1.0%,2020,RB,13
26,J.D. McKissic,FA,5,8,1.6,8,0,0,10,10,70,7.0,0,0,1,7.8,7.8,1.0%,2020,RB,13
27,Jeremy McNichols,WAS,2,2,1.0,1,0,1,3,4,15,5.0,0,0,1,7.7,7.7,3.0%,2020,RB,13
28,Josh Adams,FA,8,74,9.3,25,1,0,0,0,0,0,0,0,1,7.4,7.4,0.0%,2020,RB,13
29,C.J. Ham,MIN,0,0,0,0,0,0,1,1,12,12.0,1,0,1,7.2,7.2,0.6%,2020,RB,13
30,Kyle Juszczyk,SF,2,5,2.5,5,0,0,1,1,6,6.0,1,0,1,7.1,7.1,1.2%,2020,RB,13
31,Austin Ekeler,WAS,8,36,4.5,9,0,0,4,9,32,8.0,0,0,1,6.8,6.8,51.4%,2020,RB,13
32,Jeff Wilson Jr.,MIA,7,47,6.7,18,0,0,2,5,12,6.0,0,0,1,5.9,5.9,0.6%,2020,RB,13
33,Sony Michel,FA,10,35,3.5,10,0,0,1,1,23,23.0,0,0,1,5.8,5.8,0.0%,2020,RB,13
34,Kareem Hunt,KC,14,33,2.4,8,0,0,3,3,24,8.0,0,0,1,5.7,5.7,48.5%,2020,RB,13
35,Le'Veon Bell,FA,11,40,3.6,16,0,0,2,3,15,7.5,0,0,1,5.5,5.5,0.2%,2020,RB,13
36,Devontae Booker,FA,16,50,3.1,14,0,0,1,2,1,1.0,0,0,1,5.1,5.1,0.0%,2020,RB,13
37,Derrick Henry,BAL,15,60,4.0,10,0,0,1,1,9,9.0,0,1,1,4.9,4.9,97.5%,2020,RB,13
38,Raheem Mostert,FA,9,42,4.7,16,0,0,1,1,1,1.0,0,0,1,4.3,4.3,42.9%,2020,RB,13
39,Chase Edmonds,TB,6,28,4.7,13,0,0,2,5,15,7.5,0,0,1,4.3,4.3,0.1%,2020,RB,13
40,Darrel Williams,FA,6,38,6.3,12,0,0,1,2,5,5.0,0,0,1,4.3,4.3,0.0%,2020,RB,13
41,Kalen Ballage,FA,7,34,4.9,8,0,0,3,4,5,1.7,0,0,1,3.9,3.9,0.0%,2020,RB,13
42,Jamaal Williams,FA,5,26,5.2,18,0,0,2,2,10,5.0,0,0,1,3.6,3.6,2.5%,2020,RB,13
43,Ito Smith,FA,8,36,4.5,15,0,0,1,2,-2,-2.0,0,0,1,3.4,3.4,1.0%,2020,RB,13
44,Duke Johnson Jr.,FA,2,8,4.0,4,0,0,6,6,24,4.0,0,0,1,3.2,3.2,0.0%,2020,RB,13
45,Miles Sanders,CAR,10,31,3.1,8,0,0,0,1,0,0,0,0,1,3.1,3.1,5.1%,2020,RB,13
46,Mark Ingram II,FA,6,28,4.7,7,0,0,1,1,1,1.0,0,0,1,2.9,2.9,3.0%,2020,RB,13
47,Ameer Abdullah,LV,2,11,5.5,7,0,0,1,1,18,18.0,0,0,1,2.9,2.9,25.1%,2020,RB,13
48,Giovani Bernard,FA,12,30,2.5,10,0,0,2,2,-1,-0.5,0,0,1,2.9,2.9,0.0%,2020,RB,13
49,Tony Pollard,TEN,8,22,2.8,12,0,0,1,1,6,6.0,0,0,1,2.8,2.8,80.4%,2020,RB,13
50,Malcolm Brown,FA,3,-3,-1.0,1,0,0,1,1,30,30.0,0,0,1,2.7,2.7,0.0%,2020,RB,13
51,Phillip Lindsay,FA,14,26,1.9,4,0,0,0,1,0,0,0,0,1,2.6,2.6,0.0%,2020,RB,13
52,Patrick Laird,FA,3,6,2.0,4,0,0,2,3,16,8.0,0,0,1,2.2,2.2,0.0%,2020,RB,13
53,Todd Gurley II,FA,8,16,2.0,13,0,0,1,1,4,4.0,0,0,1,2.0,2.0,0.7%,2020,RB,13
54,Jordan Howard,FA,4,19,4.8,11,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,RB,13
55,Brian Hill,FA,5,18,3.6,7,0,0,0,0,0,0,0,0,1,1.8,1.8,0.0%,2020,RB,13
