Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Zach Charbonnet,SEA,22,134,6.1,51,2,2,7,7,59,8.4,0,0,1,31.3,31.3,76.5%,2024,RB,14
2,Isaac Guerendo,SF,15,78,5.2,30,1,2,2,2,50,25.0,0,0,1,24.8,24.8,67.4%,2024,RB,14
3,Josh Jacobs,GB,18,66,3.7,19,0,3,0,0,0,0,0,0,1,24.6,24.6,96.3%,2024,RB,14
4,Rachaad White,TB,17,90,5.3,13,0,1,2,3,19,9.5,1,0,1,22.9,22.9,85.8%,2024,RB,14
5,Kyren Williams,LAR,29,87,3.0,12,0,2,2,2,10,5.0,0,0,1,21.7,21.7,94.2%,2024,RB,14
6,Chase Brown,CIN,14,58,4.1,10,0,0,6,8,65,10.8,1,0,1,18.3,18.3,85.5%,2024,RB,14
7,James Conner,ARI,18,90,5.0,23,1,0,4,4,32,8.0,1,0,1,18.2,18.2,82.6%,2024,RB,14
8,Bijan Robinson,ATL,22,92,4.2,13,0,1,2,2,9,4.5,0,0,1,18.1,18.1,94.6%,2024,RB,14
9,Chuba Hubbard,CAR,26,92,3.5,15,0,1,4,5,15,3.8,0,0,1,16.7,16.7,73.0%,2024,RB,14
10,Aaron Jones Sr.,MIN,13,73,5.6,15,0,1,2,2,11,5.5,0,0,1,14.4,14.4,91.4%,2024,RB,14
11,David Montgomery,DET,14,51,3.6,13,0,1,5,5,33,6.6,0,0,1,14.4,14.4,75.4%,2024,RB,14
12,Saquon Barkley,PHI,20,124,6.2,18,0,0,0,1,0,0,0,0,1,14.4,14.4,97.8%,2024,RB,14
13,Tyrone Tracy Jr.,NYG,16,45,2.8,7,0,1,5,10,38,7.6,0,0,1,14.3,14.3,74.5%,2024,RB,14
14,Rico Dowdle,DAL,18,131,7.3,27,1,0,1,2,10,10.0,0,0,1,14.1,14.1,73.9%,2024,RB,14
15,Jahmyr Gibbs,DET,15,43,2.9,20,1,0,6,6,30,5.0,1,0,1,13.3,13.3,97.5%,2024,RB,14
16,De'Von Achane,MIA,14,24,1.7,7,0,1,6,7,45,7.5,0,0,1,12.9,12.9,92.9%,2024,RB,14
17,Isaiah Davis,NYJ,10,40,4.0,17,0,1,3,6,27,9.0,0,0,1,12.7,12.7,7.9%,2024,RB,14
18,Tony Pollard,TEN,21,102,4.9,21,1,0,2,2,22,11.0,0,0,1,12.4,12.4,80.4%,2024,RB,14
19,Tyler Allgeier,ATL,9,63,7.0,25,1,1,0,0,0,0,0,0,1,12.3,12.3,36.7%,2024,RB,14
