Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Travis Kelce,KC,12,13,179,14.9,53,2,1,0,0,0,0,1,23.9,23.9,94.1%,2023,TE,7
2,Mark Andrews,BAL,4,6,63,15.8,22,2,2,0,0,0,0,1,18.3,18.3,89.5%,2023,TE,7
3,Darren Waller,FA,7,8,98,14.0,27,1,1,0,0,0,0,1,15.8,15.8,1.1%,2023,TE,7
4,Dallas Goedert,PHI,5,5,77,15.4,22,2,1,0,0,0,0,1,13.7,13.7,57.2%,2023,TE,7
5,Taysom Hill,NO,4,5,50,12.5,19,0,0,5,18,1,0,1,12.8,12.8,27.7%,2023,TE,7
6,T.J. Hockenson,MIN,11,12,86,7.8,22,1,0,0,0,0,0,1,8.6,8.6,83.0%,2023,TE,7
7,Gerald Everett,FA,3,4,26,8.7,11,0,1,0,0,0,0,1,8.6,8.6,1.4%,2023,TE,7
8,George Kittle,SF,5,7,78,15.6,28,1,0,1,2,0,0,1,8.0,8.0,91.9%,2023,TE,7
9,Dalton Kincaid,BUF,8,8,75,9.4,15,0,0,0,0,0,0,1,7.5,7.5,78.8%,2023,TE,7
10,Mike Gesicki,CIN,2,2,5,2.5,4,0,1,0,0,0,0,1,6.5,6.5,29.2%,2023,TE,7
11,David Njoku,CLE,5,9,54,10.8,26,1,0,0,0,0,0,1,5.4,5.4,74.6%,2023,TE,7
12,Sam LaPorta,DET,6,7,52,8.7,13,0,0,0,0,0,0,1,5.2,5.2,93.3%,2023,TE,7
13,Pharaoh Brown,SEA,2,2,51,25.5,26,2,0,0,0,0,0,1,5.1,5.1,0.1%,2023,TE,7
14,Logan Thomas,FA,4,6,51,12.8,15,0,0,0,0,0,0,1,5.1,5.1,0.0%,2023,TE,7
15,Kyle Pitts,ATL,3,5,47,15.7,39,1,0,0,0,0,0,1,4.7,4.7,73.0%,2023,TE,7
16,Evan Engram,JAC,5,7,45,9.0,21,1,0,0,0,0,0,1,4.5,4.5,57.4%,2023,TE,7
17,Cade Otton,TB,5,6,43,8.6,12,0,0,0,0,0,0,1,4.3,4.3,57.8%,2023,TE,7
18,Foster Moreau,NO,3,4,33,11.0,18,0,0,0,0,0,0,1,3.3,3.3,2.4%,2023,TE,7
19,Luke Musgrave,GB,4,5,30,7.5,18,0,0,0,0,0,0,1,3.0,3.0,18.1%,2023,TE,7
20,Dawson Knox,BUF,1,3,10,10.0,10,0,0,0,0,0,0,1,3.0,3.0,11.4%,2023,TE,7
21,Trey McBride,ARI,3,6,29,9.7,19,0,0,0,0,0,0,1,2.9,2.9,91.9%,2023,TE,7
22,Hunter Henry,NE,2,3,27,13.5,14,0,0,0,0,0,0,1,2.7,2.7,53.6%,2023,TE,7
23,Jonnu Smith,MIA,3,3,27,9.0,18,0,0,0,0,0,0,1,2.7,2.7,77.6%,2023,TE,7
24,Colby Parkinson,LAR,2,2,26,13.0,27,1,0,0,0,0,0,1,2.6,2.6,9.6%,2023,TE,7
25,Noah Fant,SEA,1,1,25,25.0,25,1,0,0,0,0,0,1,2.5,2.5,21.1%,2023,TE,7
26,Connor Heyward,PIT,2,3,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3,0.1%,2023,TE,7
27,Zach Ertz,WAS,3,4,19,6.3,9,0,0,0,0,0,0,1,1.9,1.9,57.5%,2023,TE,7
28,Austin Hooper,NE,2,2,18,9.0,12,0,0,0,0,0,0,1,1.8,1.8,1.9%,2023,TE,7
29,Marcedes Lewis,CHI,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.1%,2023,TE,7
30,Michael Mayer,LV,2,4,13,6.5,11,0,0,0,0,0,0,1,1.3,1.3,13.6%,2023,TE,7
31,Ross Dwelley,ATL,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%,2023,TE,7
32,Donald Parham Jr.,PIT,1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,1.9%,2023,TE,7
33,Geoff Swaim,CLE,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%,2023,TE,7
34,Noah Gray,KC,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,22.5%,2023,TE,7
35,Tyler Higbee,LAR,1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,9.2%,2023,TE,7
36,Josh Oliver,MIN,2,2,6,3.0,6,0,0,0,0,0,0,1,0.6,0.6,1.4%,2023,TE,7
37,Adam Trautman,DEN,1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,1.1%,2023,TE,7
38,Stone Smartt,LAC,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,2.6%,2023,TE,7
39,Brycen Hopkins,FA,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%,2023,TE,7
40,Jesper Horsted,FA,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%,2023,TE,7
41,Nate Adkins,DEN,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,1.3%,2023,TE,7
42,Ben Sims,GB,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.1%,2023,TE,7
43,John Bates,WAS,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2023,TE,7
44,Charlie Kolar,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,TE,7
45,Cole Kmet,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,42.7%,2023,TE,7
46,Luke Farrell,JAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
47,Josiah Deguara,JAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
48,Harrison Bryant,LV,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
49,Matt Sokol,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
50,Charlie Woerner,ATL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,TE,7
51,Julian Hill,MIA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,TE,7
52,Brady Russell,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
53,Tucker Kraft,GB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,63.4%,2023,TE,7
54,Payne Durham,TB,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.8%,2023,TE,7
55,Brenton Strange,JAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,19.5%,2023,TE,7
56,Tucker Fisk,LAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2023,TE,7
57,Brock Wright,DET,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.9%,2023,TE,7
58,Jack Stoll,MIA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
59,Darnell Washington,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.2%,2023,TE,7
60,Elijah Higgins,ARI,1,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2023,TE,7
61,Cole Turner,WAS,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2023,TE,7
62,Ko Kieft,TB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
63,Drew Ogletree,IND,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2023,TE,7
64,Rodney Williams,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
65,Will Mallory,IND,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
66,Isaiah Likely,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,34.2%,2023,TE,7
67,Davis Allen,LAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,2023,TE,7
68,Grant Calcaterra,PHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.3%,2023,TE,7
69,Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,2023,TE,7
70,Tanner Conner,MIA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2023,TE,7
71,Jimmy Graham,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,TE,7
72,Johnny Mundt,MIN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2023,TE,7
73,Robert Tonyan,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
74,Will Dissly,LAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,22.8%,2023,TE,7
75,N'Keal Harry,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
76,Durham Smythe,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,TE,7
77,Jordan Akins,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.2%,2023,TE,7
78,MyCole Pruitt,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%,2023,TE,7
79,Chris Manhertz,NYG,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
80,Patrick Scales,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,7
81,Mo Alie-Cox,IND,1,1,-6,-6.0,0,0,0,0,0,0,0,1,-0.6,-0.6,0.6%,2023,TE,7
82,Blake Bell,FA,1,1,7,7.0,7,0,0,0,0,0,1,1,-1.3,-1.3,0.0%,2023,TE,7
