Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Danny Amendola,FA,7,9,113,16.1,37,3,2,0,0,0,0,1,25.3,25.3,0.0%,2021,WR,18
2,Deebo Samuel Sr.,WAS,4,6,95,23.8,43,2,0,8,45,1,0,1,25.0,25.0,84.5%,2021,WR,18
3,Cedrick Wilson Jr.,NO,5,6,119,23.8,37,3,2,0,0,0,0,1,23.9,23.9,0.7%,2021,WR,18
4,Tyler Lockett,FA,5,5,98,19.6,43,2,2,1,2,0,0,1,22.0,22.0,44.2%,2021,WR,18
5,Jauan Jennings,SF,6,7,94,15.7,34,2,2,0,0,0,0,1,21.4,21.4,70.3%,2021,WR,18
6,Mike Evans,TB,6,7,89,14.8,37,2,2,0,0,0,0,1,20.9,20.9,94.8%,2021,WR,18
7,Cooper Kupp,LAR,7,7,118,16.9,46,2,1,1,18,0,0,1,19.6,19.6,90.9%,2021,WR,18
8,Allen Lazard,NYJ,5,6,75,15.0,29,2,2,0,0,0,0,1,19.5,19.5,6.7%,2021,WR,18
9,Russell Gage,SF,9,13,126,14.0,26,2,1,0,0,0,0,1,18.6,18.6,0.0%,2021,WR,18
10,Amon-Ra St. Brown,DET,8,10,109,13.6,28,2,1,1,12,0,0,1,18.1,18.1,97.2%,2021,WR,18
11,Mike Williams,PIT,9,17,119,13.2,47,1,1,0,0,0,0,1,17.9,17.9,18.1%,2021,WR,18
12,Kalif Raymond,DET,4,5,101,25.3,75,1,1,1,13,0,0,1,17.4,17.4,2.6%,2021,WR,18
13,Justin Jefferson,MIN,5,7,107,21.4,45,3,1,1,4,0,0,1,17.1,17.1,98.3%,2021,WR,18
14,Ihmir Smith-Marsette,NYG,3,3,103,34.3,44,2,1,0,0,0,0,1,16.3,16.3,0.1%,2021,WR,18
15,Marvin Jones Jr.,FA,7,8,88,12.6,29,1,1,0,0,0,0,1,14.8,14.8,0.0%,2021,WR,18
16,Michael Pittman Jr.,IND,6,7,64,10.7,21,1,1,0,0,0,0,1,14.4,14.4,70.7%,2021,WR,18
17,Quez Watkins,ARI,5,7,84,16.8,36,2,1,0,0,0,0,1,14.4,14.4,0.0%,2021,WR,18
18,Stefon Diggs,HOU,9,14,81,9.0,17,0,1,0,0,0,0,1,14.1,14.1,46.3%,2021,WR,18
19,Nick Westbrook-Ikhine,TEN,4,5,78,19.5,36,2,1,0,0,0,0,1,13.8,13.8,23.7%,2021,WR,18
20,Tre'Quan Smith,FA,5,7,76,15.2,34,1,1,0,0,0,0,1,13.6,13.6,0.0%,2021,WR,18
21,Jarvis Landry,FA,6,8,75,12.5,26,2,1,0,0,0,0,1,13.5,13.5,7.1%,2021,WR,18
22,Chase Claypool,FA,5,7,37,7.4,10,0,1,3,33,0,0,1,13.0,13.0,1.4%,2021,WR,18
23,Hunter Renfrow,FA,4,5,13,3.3,12,0,2,1,-4,0,0,1,12.9,12.9,0.0%,2021,WR,18
