Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jeff Wilson Jr.,MIA,17,112,6.6,17,0,3,2,2,8,4.0,0,0,1,30.0,30.0,0.6%,2020,RB,7
2,James Robinson,FA,22,119,5.4,22,1,1,4,6,18,4.5,1,0,1,27.7,27.7,0.0%,2020,RB,7
3,Todd Gurley II,FA,23,63,2.7,13,0,2,2,3,19,9.5,0,0,1,20.2,20.2,0.7%,2020,RB,7
4,Antonio Gibson,NE,20,128,6.4,40,1,1,0,1,0,0,0,0,1,18.8,18.8,22.5%,2020,RB,7
5,Jamaal Williams,FA,19,77,4.1,13,0,1,4,5,37,9.3,0,0,1,17.4,17.4,2.5%,2020,RB,7
6,Kareem Hunt,KC,18,76,4.2,15,0,0,3,4,26,8.7,1,0,1,16.2,16.2,48.5%,2020,RB,7
7,Giovani Bernard,FA,13,37,2.8,8,0,0,5,5,59,11.8,1,0,1,15.6,15.6,0.0%,2020,RB,7
8,Boston Scott,FA,12,46,3.8,12,0,0,3,5,46,15.3,1,0,1,15.2,15.2,0.0%,2020,RB,7
9,Alvin Kamara,NO,14,83,5.9,32,1,0,8,8,65,8.1,0,0,1,14.8,14.8,87.9%,2020,RB,7
10,Chase Edmonds,TB,5,58,11.6,32,1,0,7,7,87,12.4,0,0,1,14.5,14.5,0.1%,2020,RB,7
11,Carlos Hyde,FA,15,68,4.5,24,1,1,3,4,8,2.7,0,0,1,13.6,13.6,0.0%,2020,RB,7
12,Derrick Henry,BAL,20,75,3.8,17,0,1,2,2,-3,-1.5,0,0,1,13.2,13.2,97.5%,2020,RB,7
13,David Johnson,FA,14,42,3.0,13,0,0,4,4,42,10.5,1,1,1,12.4,12.4,0.0%,2020,RB,7
14,Clyde Edwards-Helaire,NO,8,46,5.8,27,1,1,1,4,17,17.0,0,0,1,12.3,12.3,7.2%,2020,RB,7
15,Malcolm Brown,FA,10,57,5.7,13,0,1,0,1,0,0,0,0,1,11.7,11.7,0.0%,2020,RB,7
16,La'Mical Perine,FA,11,40,3.6,20,1,1,2,3,16,8.0,0,0,1,11.6,11.6,0.0%,2020,RB,7
17,Wayne Gallman Jr.,FA,10,34,3.4,14,0,1,5,5,20,4.0,0,0,1,11.4,11.4,0.0%,2020,RB,7
18,James Conner,ARI,20,82,4.1,24,1,0,3,5,29,9.7,0,0,1,11.1,11.1,82.6%,2020,RB,7
19,D'Andre Swift,CHI,9,27,3.0,13,0,1,4,5,21,5.3,0,0,1,10.8,10.8,83.1%,2020,RB,7
20,Melvin Gordon III,FA,17,68,4.0,11,0,1,2,4,12,6.0,0,2,1,10.0,10.0,0.1%,2020,RB,7
21,Leonard Fournette,FA,11,50,4.5,24,1,0,6,7,47,7.8,0,0,1,9.7,9.7,2.1%,2020,RB,7
22,Ronald Jones II,FA,13,34,2.6,13,0,1,1,2,2,2.0,0,0,1,9.6,9.6,0.0%,2020,RB,7
23,Kyle Juszczyk,SF,4,18,4.5,10,0,1,1,2,18,18.0,0,0,1,9.6,9.6,1.2%,2020,RB,7
24,Phillip Lindsay,FA,9,79,8.8,20,1,0,0,0,0,0,0,0,1,7.9,7.9,0.0%,2020,RB,7
25,Darrell Henderson Jr.,FA,15,63,4.2,11,0,0,2,2,13,6.5,0,0,1,7.6,7.6,5.0%,2020,RB,7
26,JaMycal Hasty,NE,9,57,6.3,20,1,0,1,1,16,16.0,0,0,1,7.3,7.3,0.7%,2020,RB,7
27,Zack Moss,CIN,7,47,6.7,26,1,0,3,3,25,8.3,0,0,1,7.2,7.2,33.5%,2020,RB,7
28,Damien Harris,FA,10,58,5.8,12,0,0,1,1,12,12.0,0,0,1,7.0,7.0,9.0%,2020,RB,7
29,David Montgomery,DET,14,48,3.4,11,0,0,5,5,21,4.2,0,0,1,6.9,6.9,75.4%,2020,RB,7
30,Benny Snell Jr.,FA,2,2,1.0,1,0,1,0,0,0,0,0,0,1,6.2,6.2,0.0%,2020,RB,7
31,Frank Gore,FA,11,60,5.5,13,0,0,0,0,0,0,0,0,1,6.0,6.0,8.4%,2020,RB,7
