Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Dak Prescott,DAL,34,47,72.3,450,9.6,1,0,1,5,18,3,1,1,39.8,39.8,37.8%,2020,QB,2
2,Cam Newton,FA,30,44,68.2,397,9.0,1,1,1,11,47,2,0,1,35.6,35.6,7.0%,2020,QB,2
3,Josh Allen,BUF,24,35,68.6,415,11.9,4,0,1,4,19,0,0,1,34.5,34.5,97.2%,2020,QB,2
4,Russell Wilson,PIT,21,28,75.0,288,10.3,5,1,2,5,39,0,0,1,34.4,34.4,48.0%,2020,QB,2
5,Kyler Murray,ARI,26,38,68.4,286,7.5,1,1,3,8,67,2,0,1,33.1,33.1,84.0%,2020,QB,2
6,Matt Ryan,FA,24,36,66.7,273,7.6,4,0,1,4,16,0,0,1,28.5,28.5,0.1%,2020,QB,2
7,Patrick Mahomes II,KC,27,47,57.4,302,6.4,2,0,1,6,54,0,0,1,27.5,27.5,92.9%,2020,QB,2
8,Ryan Tannehill,FA,18,24,75.0,239,10.0,4,0,1,4,12,0,0,1,26.8,26.8,1.3%,2020,QB,2
9,Gardner Minshew II,FA,30,45,66.7,339,7.5,3,2,2,4,19,0,0,1,25.5,25.5,6.2%,2020,QB,2
10,Joe Burrow,CIN,37,61,60.7,316,5.2,3,0,3,7,19,0,1,1,24.5,24.5,92.1%,2020,QB,2
11,Ryan Fitzpatrick,FA,31,47,66.0,328,7.0,2,0,3,3,12,0,0,1,24.3,24.3,0.0%,2020,QB,2
12,Jared Goff,DET,20,27,74.1,267,9.9,3,0,1,7,13,0,0,1,24.0,24.0,83.6%,2020,QB,2
13,Justin Herbert,LAC,22,33,66.7,311,9.4,1,1,2,4,18,1,0,1,23.2,23.2,77.4%,2020,QB,2
14,Derek Carr,NO,28,38,73.7,284,7.5,3,0,3,3,3,0,1,1,21.7,21.7,20.5%,2020,QB,2
15,Jeff Driskel,WAS,18,34,52.9,256,7.5,2,1,6,2,5,0,0,1,19.7,19.7,0.0%,2020,QB,2
16,Ben Roethlisberger,FA,29,41,70.7,311,7.6,2,1,1,3,-2,0,0,1,19.2,19.2,9.5%,2020,QB,2
17,Aaron Rodgers,NYJ,18,30,60.0,240,8.0,2,0,1,2,12,0,0,1,18.2,18.2,47.5%,2020,QB,2
18,Lamar Jackson,BAL,18,24,75.0,204,8.5,1,0,4,16,54,0,0,1,17.6,17.6,97.0%,2020,QB,2
19,Matthew Stafford,LAR,20,33,60.6,244,7.4,2,1,4,1,4,0,0,1,17.2,17.2,54.5%,2020,QB,2
20,Baker Mayfield,TB,16,23,69.6,219,9.5,2,1,0,3,5,0,0,1,16.3,16.3,86.5%,2020,QB,2
21,Deshaun Watson,CLE,25,36,69.4,275,7.6,1,1,4,5,17,0,0,1,15.7,15.7,14.6%,2020,QB,2
22,Drew Brees,FA,26,38,68.4,312,8.2,1,1,0,0,0,0,0,1,15.5,15.5,24.2%,2020,QB,2
23,Mitchell Trubisky,BUF,18,28,64.3,190,6.8,2,2,4,4,16,0,0,1,15.2,15.2,0.7%,2020,QB,2
24,Carson Wentz,KC,26,43,60.5,242,5.6,0,2,0,2,7,1,0,1,14.4,14.4,1.1%,2020,QB,2
25,Jimmy Garoppolo,LAR,14,16,87.5,131,8.2,2,0,1,0,0,0,0,1,13.2,13.2,2.8%,2020,QB,2
26,Philip Rivers,FA,19,25,76.0,214,8.6,1,1,2,4,3,0,0,1,11.9,11.9,20.6%,2020,QB,2
27,Sam Darnold,MIN,21,32,65.6,179,5.6,1,0,1,2,7,0,0,1,11.9,11.9,77.4%,2020,QB,2
28,Dwayne Haskins,FA,19,33,57.6,223,6.8,1,0,4,1,8,0,1,1,11.7,11.7,0.1%,2020,QB,2
29,Teddy Bridgewater,DET,33,42,78.6,367,8.7,0,2,5,0,0,0,1,1,10.7,10.7,0.8%,2020,QB,2
30,Tom Brady,FA,23,35,65.7,217,6.2,1,1,0,1,0,0,1,1,9.7,9.7,5.3%,2020,QB,2
31,Daniel Jones,MIN,25,40,62.5,241,6.0,0,1,4,3,21,0,1,1,8.7,8.7,13.0%,2020,QB,2
32,Nick Mullens,MIN,8,11,72.7,71,6.5,0,1,2,2,-2,0,0,1,1.6,1.6,0.6%,2020,QB,2
33,Kirk Cousins,ATL,11,26,42.3,113,4.3,0,3,3,0,0,0,0,1,1.5,1.5,43.6%,2020,QB,2
34,Taysom Hill,NO,0,0,0,0,0,0,0,0,2,8,0,0,1,0.8,0.8,27.7%,2020,QB,2
35,Chris Streveler,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,QB,2
36,Andy Dalton,CAR,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%,2020,QB,2
37,Jalen Hurts,PHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,91.6%,2020,QB,2
38,John Lovett,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,QB,2
39,Tim Boyle,NYG,0,0,0,0,0,0,0,0,2,-1,0,0,1,-0.1,-0.1,0.0%,2020,QB,2
40,Drew Lock,NYG,1,5,20.0,20,4.0,0,0,1,0,0,0,1,1,-1.2,-1.2,4.4%,2020,QB,2
