Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Rhamondre Stevenson,NE,19,76,4.0,31,1,2,4,5,15,3.8,0,0,1,21.1,21.1,80.6%,2022,RB,6
2,Kenyan Drake,FA,10,119,11.9,30,3,1,1,2,8,8.0,0,0,1,18.7,18.7,1.1%,2022,RB,6
3,Breece Hall,NYJ,20,116,5.8,34,1,1,2,2,5,2.5,0,0,1,18.1,18.1,91.6%,2022,RB,6
4,Deon Jackson,FA,12,42,3.5,11,0,1,10,10,79,7.9,0,0,1,18.1,18.1,0.0%,2022,RB,6
5,Kenneth Walker III,SEA,21,97,4.6,34,2,1,2,3,13,6.5,0,0,1,17.0,17.0,81.7%,2022,RB,6
6,Leonard Fournette,FA,21,63,3.0,13,0,0,6,6,38,6.3,1,0,1,16.1,16.1,2.1%,2022,RB,6
7,Christian McCaffrey,SF,13,69,5.3,17,0,0,7,8,89,12.7,0,0,1,15.8,15.8,66.6%,2022,RB,6
8,Saquon Barkley,PHI,22,83,3.8,8,0,1,3,3,12,4.0,0,0,1,15.5,15.5,97.8%,2022,RB,6
9,Ezekiel Elliott,FA,13,81,6.2,14,0,1,1,1,5,5.0,0,0,1,14.6,14.6,20.4%,2022,RB,6
10,Austin Ekeler,WAS,14,36,2.6,11,0,1,10,16,47,4.7,0,0,1,14.3,14.3,51.4%,2022,RB,6
11,Dalvin Cook,FA,13,77,5.9,53,1,1,1,1,6,6.0,0,0,1,14.3,14.3,0.9%,2022,RB,6
12,Miles Sanders,CAR,18,71,3.9,13,0,1,1,1,1,1.0,0,0,1,13.2,13.2,5.1%,2022,RB,6
13,Joe Mixon,HOU,8,45,5.6,10,0,0,4,6,23,5.8,1,0,1,12.8,12.8,93.9%,2022,RB,6
14,Alvin Kamara,NO,19,99,5.2,24,1,0,6,9,25,4.2,0,0,1,12.4,12.4,87.9%,2022,RB,6
15,Brian Robinson Jr.,WAS,17,60,3.5,16,0,1,0,0,0,0,0,0,1,12.0,12.0,84.9%,2022,RB,6
16,JaMycal Hasty,NE,3,57,19.0,61,1,1,1,1,-5,-5.0,0,0,1,11.2,11.2,0.7%,2022,RB,6
17,Darrell Henderson Jr.,FA,12,43,3.6,16,0,1,2,3,9,4.5,0,0,1,11.2,11.2,5.0%,2022,RB,6
18,Najee Harris,PIT,14,42,3.0,14,0,0,2,3,7,3.5,1,0,1,10.9,10.9,85.5%,2022,RB,6
19,Travis Etienne Jr.,JAC,10,86,8.6,48,2,0,2,2,22,11.0,0,0,1,10.8,10.8,81.7%,2022,RB,6
20,Devin Singletary,NYG,17,85,5.0,14,0,0,4,5,22,5.5,0,0,1,10.7,10.7,43.6%,2022,RB,6
21,David Montgomery,DET,15,67,4.5,13,0,0,1,1,13,13.0,0,0,1,8.0,8.0,75.4%,2022,RB,6
22,Khalil Herbert,CIN,7,74,10.6,63,1,0,0,0,0,0,0,0,1,7.4,7.4,11.3%,2022,RB,6
23,Nick Chubb,CLE,12,56,4.7,18,0,0,1,2,14,14.0,0,0,1,7.0,7.0,55.1%,2022,RB,6
24,Eno Benjamin,FA,15,37,2.5,6,0,0,3,3,28,9.3,0,0,1,6.5,6.5,0.0%,2022,RB,6
