Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jerry Jeudy,CLE,9,13,235,26.1,70,3,1,0,0,0,0,1,31.5,31.5,72.7%,2024,WR,13
2,Keenan Allen,CHI,5,8,73,14.6,31,1,2,0,0,0,0,1,19.3,19.3,76.2%,2024,WR,13
3,Terry McLaurin,WAS,8,8,73,9.1,16,0,2,0,0,0,0,1,19.3,19.3,91.3%,2024,WR,13
4,Parker Washington,JAC,6,12,103,17.2,30,3,1,0,0,0,0,1,18.3,18.3,5.7%,2024,WR,13
5,Nick Westbrook-Ikhine,TEN,3,8,61,20.3,27,1,2,0,0,0,0,1,18.1,18.1,23.7%,2024,WR,13
6,Mike Evans,TB,8,12,118,14.8,27,2,1,0,0,0,0,1,17.8,17.8,94.8%,2024,WR,13
7,Marvin Mims Jr.,DEN,3,4,105,35.0,93,1,1,1,4,0,0,1,16.9,16.9,22.9%,2024,WR,13
8,Jayden Reed,GB,3,6,24,8.0,12,0,2,1,23,0,0,1,16.7,16.7,82.1%,2024,WR,13
9,Adam Thielen,CAR,8,10,99,12.4,25,1,1,0,0,0,0,1,15.9,15.9,61.9%,2024,WR,13
10,DJ Moore,CHI,8,16,97,12.1,31,2,1,0,0,0,0,1,15.7,15.7,86.7%,2024,WR,13
11,Brian Thomas Jr.,JAC,4,10,76,19.0,56,1,1,1,11,0,0,1,14.7,14.7,86.3%,2024,WR,13
12,Ja'Marr Chase,CIN,6,9,86,14.3,49,1,1,0,0,0,0,1,14.6,14.6,94.0%,2024,WR,13
13,Tyreek Hill,MIA,6,9,83,13.8,30,2,1,0,0,0,0,1,14.3,14.3,92.8%,2024,WR,13
14,George Pickens,PIT,3,6,74,24.7,36,2,1,0,0,0,0,1,13.4,13.4,88.7%,2024,WR,13
15,Tre Tucker,LV,1,1,58,58.0,58,1,1,1,11,0,0,1,12.9,12.9,12.3%,2024,WR,13
16,Tee Higgins,CIN,5,10,69,13.8,31,1,1,0,0,0,0,1,12.9,12.9,87.7%,2024,WR,13
17,Davante Adams,FA,5,12,66,13.2,24,1,1,0,0,0,0,1,12.6,12.6,91.0%,2024,WR,13
18,Puka Nacua,LAR,5,8,56,11.2,19,0,1,1,7,0,0,1,12.3,12.3,95.5%,2024,WR,13
19,Marvin Harrison Jr.,ARI,5,12,60,12.0,16,0,1,0,0,0,0,1,12.0,12.0,88.9%,2024,WR,13
20,Nico Collins,HOU,8,11,119,14.9,40,2,0,0,0,0,0,1,11.9,11.9,95.3%,2024,WR,13
21,Ladd McConkey,LAC,9,12,117,13.0,48,2,0,0,0,0,0,1,11.7,11.7,85.2%,2024,WR,13
22,Elijah Moore,CLE,8,14,111,13.9,44,1,0,1,1,0,0,1,11.2,11.2,17.4%,2024,WR,13
23,Demarcus Robinson,LAR,2,3,49,24.5,46,1,1,0,0,0,0,1,10.9,10.9,17.8%,2024,WR,13
24,Courtland Sutton,DEN,6,9,102,17.0,32,1,0,0,0,0,0,1,10.2,10.2,84.6%,2024,WR,13
25,Justin Jefferson,MIN,7,9,99,14.1,30,2,0,0,0,0,0,1,9.9,9.9,98.3%,2024,WR,13
26,Jakobi Meyers,LV,6,11,97,16.2,43,2,0,0,0,0,0,1,9.7,9.7,72.7%,2024,WR,13
27,Marquez Valdes-Scantling,NO,2,3,36,18.0,28,1,1,0,0,0,0,1,9.6,9.6,17.7%,2024,WR,13
28,Andrei Iosivas,CIN,3,4,35,11.7,17,0,1,0,0,0,0,1,9.5,9.5,11.4%,2024,WR,13
29,Ray-Ray McCloud III,ATL,4,6,95,23.8,60,2,0,1,-2,0,0,1,9.3,9.3,16.2%,2024,WR,13
