Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Cam Akers,MIN,23,118,5.1,21,1,3,2,2,29,14.5,0,0,1,32.7,32.7,14.2%,2022,RB,16
2,D'Onta Foreman,CLE,21,165,7.9,38,4,1,0,0,0,0,0,0,1,22.5,22.5,3.4%,2022,RB,16
3,Austin Ekeler,WAS,18,67,3.7,16,0,2,4,4,12,3.0,0,0,1,19.9,19.9,51.4%,2022,RB,16
4,Saquon Barkley,PHI,14,84,6.0,27,1,1,8,10,49,6.1,0,0,1,19.3,19.3,97.8%,2022,RB,16
5,Devin Singletary,NYG,12,106,8.8,33,2,1,2,3,19,9.5,0,0,1,18.5,18.5,43.6%,2022,RB,16
6,James Conner,ARI,15,79,5.3,22,1,1,7,8,41,5.9,0,0,1,18.0,18.0,82.6%,2022,RB,16
7,Alvin Kamara,NO,20,76,3.8,14,0,1,2,4,34,17.0,0,0,1,17.0,17.0,87.9%,2022,RB,16
8,James Cook,BUF,11,99,9.0,27,2,1,1,2,9,9.0,0,0,1,16.8,16.8,93.1%,2022,RB,16
9,Derrick Henry,BAL,23,126,5.5,48,1,1,2,2,0,0.0,0,1,1,16.6,16.6,97.5%,2022,RB,16
10,Leonard Fournette,FA,20,72,3.6,23,1,0,9,10,90,10.0,0,0,1,16.2,16.2,2.1%,2022,RB,16
11,Chuba Hubbard,CAR,12,125,10.4,35,3,0,0,0,0,0,0,0,1,12.5,12.5,73.0%,2022,RB,16
12,Ezekiel Elliott,FA,16,55,3.4,22,1,1,1,1,6,6.0,0,0,1,12.1,12.1,20.4%,2022,RB,16
13,Christian McCaffrey,SF,15,46,3.1,9,0,1,2,2,12,6.0,0,0,1,11.8,11.8,66.6%,2022,RB,16
14,Tyler Allgeier,ATL,18,74,4.1,16,0,0,4,5,43,10.8,0,0,1,11.7,11.7,36.7%,2022,RB,16
15,Rachaad White,TB,7,36,5.1,18,0,0,4,4,17,4.3,1,0,1,11.3,11.3,85.8%,2022,RB,16
16,Travis Etienne Jr.,JAC,22,83,3.8,19,0,0,3,3,29,9.7,0,0,1,11.2,11.2,81.7%,2022,RB,16
17,Joe Mixon,HOU,16,65,4.1,19,0,0,7,9,43,6.1,0,0,1,10.8,10.8,93.9%,2022,RB,16
18,AJ Dillon,GB,11,36,3.3,11,0,1,2,3,12,6.0,0,0,1,10.8,10.8,3.7%,2022,RB,16
19,Kenneth Walker III,SEA,26,107,4.1,20,2,0,2,2,-2,-1.0,0,0,1,10.5,10.5,81.7%,2022,RB,16
20,Nick Chubb,CLE,24,92,3.8,19,0,0,1,1,10,10.0,0,0,1,10.2,10.2,55.1%,2022,RB,16
21,Jeff Wilson Jr.,MIA,9,37,4.1,12,0,1,1,2,3,3.0,0,0,1,10.0,10.0,0.6%,2022,RB,16
22,Gus Edwards,LAC,11,99,9.0,37,1,0,0,0,0,0,0,0,1,9.9,9.9,45.3%,2022,RB,16
23,Jerick McKinnon,FA,5,7,1.4,5,0,0,3,3,31,10.3,1,0,1,9.8,9.8,0.0%,2022,RB,16
24,Najee Harris,PIT,16,53,3.3,14,0,0,6,9,42,7.0,0,0,1,9.5,9.5,85.5%,2022,RB,16
25,Isiah Pacheco,KC,14,58,4.1,8,0,0,1,2,32,32.0,0,0,1,9.0,9.0,84.8%,2022,RB,16
26,Tony Pollard,TEN,9,19,2.1,8,0,0,6,8,61,10.2,0,0,1,8.0,8.0,80.4%,2022,RB,16
27,Dalvin Cook,FA,14,64,4.6,18,0,0,3,4,13,4.3,0,0,1,7.7,7.7,0.9%,2022,RB,16
28,Raheem Blackshear,CAR,3,3,1.0,7,0,1,1,1,12,12.0,0,0,1,7.5,7.5,7.7%,2022,RB,16
29,Zack Moss,CIN,12,65,5.4,14,0,0,1,1,5,5.0,0,0,1,7.0,7.0,33.5%,2022,RB,16
30,David Montgomery,DET,16,62,3.9,28,1,0,4,4,22,5.5,0,1,1,6.4,6.4,75.4%,2022,RB,16
31,Latavius Murray,FA,8,34,4.3,10,0,0,1,3,6,6.0,0,0,1,6.0,6.0,0.0%,2022,RB,16
32,J.K. Dobbins,LAC,12,59,4.9,14,0,0,0,1,0,0,0,0,1,5.9,5.9,74.2%,2022,RB,16
33,Brian Robinson Jr.,WAS,22,58,2.6,10,0,0,0,1,0,0,0,0,1,5.8,5.8,84.9%,2022,RB,16
34,Kenneth Gainwell,PHI,4,17,4.3,11,0,0,4,4,41,10.3,0,0,1,5.8,5.8,11.7%,2022,RB,16
35,Chase Edmonds,TB,6,31,5.2,25,1,0,2,2,22,11.0,0,0,1,5.3,5.3,0.1%,2022,RB,16
36,Miles Sanders,CAR,21,65,3.1,13,0,0,1,1,6,6.0,0,1,1,5.1,5.1,5.1%,2022,RB,16
37,Josh Jacobs,GB,15,44,2.9,11,0,0,1,1,6,6.0,0,0,1,5.0,5.0,96.3%,2022,RB,16
38,Michael Carter,ARI,2,6,3.0,3,0,0,5,5,44,8.8,0,0,1,5.0,5.0,14.7%,2022,RB,16
39,DeeJay Dallas,ARI,2,10,5.0,8,0,0,6,6,32,5.3,0,0,1,4.2,4.2,0.3%,2022,RB,16
40,Joshua Kelley,TEN,9,33,3.7,11,0,0,1,1,9,9.0,0,0,1,4.2,4.2,0.0%,2022,RB,16
41,Jonathan Williams,FA,3,13,4.3,9,0,0,2,3,28,14.0,0,0,1,4.1,4.1,0.0%,2022,RB,16
42,Royce Freeman,FA,16,32,2.0,5,0,0,1,1,6,6.0,0,0,1,3.8,3.8,0.0%,2022,RB,16
43,Aaron Jones Sr.,MIN,6,25,4.2,18,0,0,2,2,9,4.5,0,0,1,3.4,3.4,91.4%,2022,RB,16
44,Cordarrelle Patterson,PIT,8,17,2.1,7,0,0,1,1,14,14.0,0,0,1,3.1,3.1,1.6%,2022,RB,16
45,Antonio Gibson,NE,5,10,2.0,5,0,0,2,3,21,10.5,0,0,1,3.1,3.1,22.5%,2022,RB,16
46,Tyrion Davis-Price,PHI,9,30,3.3,7,0,0,0,0,0,0,0,0,1,3.0,3.0,0.1%,2022,RB,16
47,Avery Williams,ATL,3,16,5.3,13,0,0,2,2,14,7.0,0,0,1,3.0,3.0,0.6%,2022,RB,16
48,Jaylen Warren,PIT,6,23,3.8,13,0,0,1,2,7,7.0,0,0,1,3.0,3.0,68.2%,2022,RB,16
49,Raheem Mostert,FA,8,45,5.6,17,0,0,2,3,4,2.0,0,1,1,2.9,2.9,42.9%,2022,RB,16
50,Dare Ogunbowale,HOU,8,28,3.5,8,0,0,0,0,0,0,0,0,1,2.8,2.8,1.0%,2022,RB,16
51,Ameer Abdullah,LV,0,0,0,0,0,0,2,2,27,13.5,0,0,1,2.7,2.7,25.1%,2022,RB,16
52,D'Andre Swift,CHI,4,12,3.0,4,0,0,1,5,13,13.0,0,0,1,2.5,2.5,83.1%,2022,RB,16
53,David Johnson,FA,7,16,2.3,4,0,0,1,1,8,8.0,0,0,1,2.4,2.4,0.0%,2022,RB,16
54,Kareem Hunt,KC,7,8,1.1,4,0,0,3,3,14,4.7,0,0,1,2.2,2.2,48.5%,2022,RB,16
55,Marlon Mack,FA,4,22,5.5,7,0,0,0,1,0,0,0,0,1,2.2,2.2,0.0%,2022,RB,16
56,Samaje Perine,KC,4,3,0.8,3,0,0,3,4,19,6.3,0,0,1,2.2,2.2,4.2%,2022,RB,16
57,JaMycal Hasty,NE,3,10,3.3,6,0,0,1,3,11,11.0,0,0,1,2.1,2.1,0.7%,2022,RB,16
58,Malcolm Brown,FA,2,19,9.5,17,0,0,1,1,2,2.0,0,0,1,2.1,2.1,0.0%,2022,RB,16
59,Kyren Williams,LAR,6,18,3.0,7,0,0,1,1,3,3.0,0,0,1,2.1,2.1,94.2%,2022,RB,16
60,Alexander Mattison,LV,4,17,4.3,13,0,0,0,0,0,0,0,0,1,1.7,1.7,44.8%,2022,RB,16
61,Patrick Taylor Jr.,SF,0,0,0,0,0,0,1,1,17,17.0,0,0,1,1.7,1.7,16.6%,2022,RB,16
62,Hassan Haskins,LAC,0,0,0,0,0,0,2,2,17,8.5,0,0,1,1.7,1.7,0.9%,2022,RB,16
63,Jamaal Williams,FA,7,11,1.6,4,0,0,2,2,3,1.5,0,0,1,1.4,1.4,2.5%,2022,RB,16
64,Zonovan Knight,NYJ,6,-2,-0.3,4,0,0,1,1,15,15.0,0,0,1,1.3,1.3,0.0%,2022,RB,16
65,Rhamondre Stevenson,NE,13,30,2.3,7,0,0,2,5,3,1.5,0,1,1,1.3,1.3,80.6%,2022,RB,16
66,Reggie Gilliam,BUF,0,0,0,0,0,0,1,1,12,12.0,0,0,1,1.2,1.2,0.0%,2022,RB,16
67,Nyheim Hines,FA,1,2,2.0,2,0,0,1,2,9,9.0,0,0,1,1.1,1.1,0.1%,2022,RB,16
68,Pierre Strong Jr.,CLE,0,0,0,0,0,0,2,2,10,5.0,0,0,1,1.0,1.0,0.7%,2022,RB,16
69,Matt Breida,FA,2,9,4.5,6,0,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,RB,16
70,Deon Jackson,FA,0,0,0,0,0,0,3,3,9,3.0,0,0,1,0.9,0.9,0.0%,2022,RB,16
71,Rex Burkhead,FA,0,0,0,0,0,0,2,2,7,3.5,0,0,1,0.7,0.7,10.0%,2022,RB,16
72,Ty Johnson,BUF,2,7,3.5,6,0,0,0,0,0,0,0,0,1,0.7,0.7,5.6%,2022,RB,16
73,Ke'Shawn Vaughn,FA,1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.1%,2022,RB,16
74,C.J. Ham,MIN,0,0,0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,0.6%,2022,RB,16
75,Adam Prentice,NO,2,5,2.5,3,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2022,RB,16
76,Snoop Conner,FA,2,5,2.5,3,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2022,RB,16
77,Justice Hill,BAL,0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,24.4%,2022,RB,16
78,Jordan Wilkins,FA,1,4,4.0,4,0,0,0,1,0,0,0,0,1,0.4,0.4,0.0%,2022,RB,16
79,Ronald Jones II,FA,1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022,RB,16
80,Kevin Harris,FA,1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%,2022,RB,16
81,Khalil Herbert,CIN,6,7,1.2,5,0,0,2,3,-4,-2.0,0,0,1,0.3,0.3,11.3%,2022,RB,16
82,Keaontay Ingram,KC,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,RB,16
83,Jonathan Ward,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,16
84,Khari Blasingame,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,16
85,D'Ernest Johnson,JAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2022,RB,16
86,Jerome Ford,CLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,64.4%,2022,RB,16
87,Jordan Mason,SF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,27.7%,2022,RB,16
88,Troy Hairston II,CLE,0,0,0,0,0,0,1,1,0,0.0,0,0,1,0.0,0.0,1.0%,2022,RB,16
89,Julius Chestnut,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2022,RB,16
90,Velus Jones Jr.,CAR,0,0,0,0,0,0,2,4,52,26.0,0,0,1,0.0,0.0,0.1%,2022,RB,16
91,Brandon Bolden,FA,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,RB,16
