Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
79,Erik Ainge,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
80,Hunter Cantwell,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
81,Teddy Bridgewater,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%,2024,QB,12
82,Kirk Cousins,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6%,2024,QB,12
83,Case Keenum,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
84,Joe Flacco,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4%,2024,QB,12
85,Josh Johnson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,12
86,Derek Carr,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5%,2024,QB,12
87,Mike White,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,12
88,Josh Allen,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2%,2024,QB,12
89,Mason Rudolph,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%,2024,QB,12
90,Tim Boyle,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
91,Joshua Dobbs,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4%,2024,QB,12
92,C.J. Beathard,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
93,Taysom Hill,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7%,2024,QB,12
94,Jarrett Stidham,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,12
95,Joe Burrow,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1%,2024,QB,12
96,Tyler Huntley,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,12
97,Shane Buechele,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
98,Jake Browning,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%,2024,QB,12
99,Kyle Allen,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%,2024,QB,12
100,Daniel Jones,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0%,2024,QB,12
101,John Wolford,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
102,Will Grier,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
103,Brett Rypien,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
104,Easton Stick,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
105,Deshaun Watson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6%,2024,QB,12
106,Marcus Mariota,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7%,2024,QB,12
107,Taylor Heinicke,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,12
108,Jimmy Garoppolo,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8%,2024,QB,12
109,Brett Smith,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
110,Jacoby Brissett,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9%,2024,QB,12
111,Mitchell Trubisky,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,2024,QB,12
112,Jeff Driskel,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
113,Carson Wentz,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,12
114,Dak Prescott,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8%,2024,QB,12
115,Kenny Pickett,PHI,0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,4.2%,2024,QB,12
116,Trey Lance,DAL,0,0,0,0,0,0,0,0,1,-3,0,0,1,-0.3,-0.3,2.6%,2024,QB,12
