Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jayden Daniels,WAS,25,38,65.8,275,7.2,2,2,4,7,74,1,0,1,32.4,32.4,94.0%,2024,QB,12
2,Patrick Mahomes II,KC,27,37,73.0,269,7.3,3,0,5,5,60,0,0,1,28.8,28.8,92.9%,2024,QB,12
3,Tua Tagovailoa,MIA,29,40,72.5,317,7.9,4,0,2,3,-2,0,0,1,28.5,28.5,62.5%,2024,QB,12
4,Caleb Williams,CHI,32,47,68.1,340,7.2,2,0,3,6,33,0,0,1,26.9,26.9,55.0%,2024,QB,12
5,Lamar Jackson,BAL,16,22,72.7,177,8.0,2,0,1,8,15,1,0,1,22.6,22.6,97.0%,2024,QB,12
6,Sam Darnold,MIN,22,34,64.7,330,9.7,2,0,3,2,-1,0,0,1,21.1,21.1,77.4%,2024,QB,12
7,Bo Nix,DEN,25,42,59.5,273,6.5,2,0,1,1,5,0,0,1,19.4,19.4,73.0%,2024,QB,12
8,Matthew Stafford,LAR,24,36,66.7,243,6.8,2,0,5,1,15,0,0,1,19.2,19.2,54.5%,2024,QB,12
9,Baker Mayfield,TB,24,30,80.0,294,9.8,0,0,0,4,29,1,1,1,18.7,18.7,86.5%,2024,QB,12
10,Cooper Rush,DAL,24,32,75.0,247,7.7,2,0,1,4,1,0,0,1,18.0,18.0,6.1%,2024,QB,12
11,C.J. Stroud,HOU,20,33,60.6,247,7.5,2,2,4,3,18,0,0,1,17.7,17.7,79.4%,2024,QB,12
12,Justin Herbert,LAC,21,36,58.3,218,6.1,0,0,4,4,29,1,0,1,17.6,17.6,77.4%,2024,QB,12
13,Will Levis,TEN,18,24,75.0,278,11.6,2,1,8,8,10,0,1,1,17.1,17.1,21.1%,2024,QB,12
14,Bryce Young,CAR,21,35,60.0,263,7.5,1,0,2,3,20,0,0,1,16.5,16.5,28.7%,2024,QB,12
15,Jalen Hurts,PHI,15,22,68.2,179,8.1,1,0,1,12,39,0,0,1,15.1,15.1,91.6%,2024,QB,12
16,Jordan Love,GB,13,23,56.5,163,7.1,2,0,2,1,2,0,0,1,14.7,14.7,81.9%,2024,QB,12
17,Jameis Winston,CLE,18,27,66.7,219,8.1,0,1,1,3,7,1,1,1,14.5,14.5,19.6%,2024,QB,12
18,Drake Maye,NE,22,37,59.5,222,6.0,1,1,4,5,26,0,1,1,14.5,14.5,32.1%,2024,QB,12
19,Russell Wilson,PIT,21,28,75.0,270,9.6,1,0,4,3,10,0,1,1,13.8,13.8,48.0%,2024,QB,12
20,Geno Smith,SEA,22,31,71.0,254,8.2,1,1,5,3,2,0,0,1,13.4,13.4,49.4%,2024,QB,12
21,Anthony Richardson,IND,11,28,39.3,172,6.1,0,0,0,10,61,0,0,1,13.0,13.0,58.2%,2024,QB,12
22,Gardner Minshew II,FA,25,42,59.5,230,5.5,1,1,3,2,5,0,0,1,12.7,12.7,6.2%,2024,QB,12
23,Kyler Murray,ARI,24,37,64.9,285,7.7,0,1,5,2,9,0,0,1,11.3,11.3,84.0%,2024,QB,12
24,Tommy DeVito,NYG,21,31,67.7,189,6.1,0,0,4,7,32,0,0,1,10.8,10.8,2.0%,2024,QB,12
25,Jared Goff,DET,26,36,72.2,269,7.5,0,0,3,2,0,0,0,1,10.8,10.8,83.6%,2024,QB,12
26,Brandon Allen,SF,17,29,58.6,199,6.9,1,1,2,2,5,0,1,1,9.5,9.5,0.9%,2024,QB,12
27,Justin Fields,PIT,0,1,0.0,0,0.0,0,0,0,3,26,0,0,1,2.6,2.6,20.2%,2024,QB,12
28,Desmond Ridder,LV,5,10,50.0,64,6.4,0,0,2,1,3,0,1,1,0.9,0.9,2.0%,2024,QB,12
29,Nick Mullens,MIN,1,1,100.0,14,14.0,0,0,0,0,0,0,0,1,0.6,0.6,0.6%,2024,QB,12
30,Drew Lock,NYG,1,1,100.0,3,3.0,0,0,0,0,0,0,0,1,0.1,0.1,4.4%,2024,QB,12
31,J.J. McCarthy,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1%,2024,QB,12
32,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,12
33,Adrian Martinez,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
34,Sam Howell,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8%,2024,QB,12
35,Michael Penix Jr.,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1%,2024,QB,12
36,Zach Wilson,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%,2024,QB,12
37,Davis Mills,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,12
38,Emory Jones,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
39,Aaron Rodgers,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5%,2024,QB,12
40,Sean Clifford,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,12
41,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,12
42,Dorian Thompson-Robinson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2024,QB,12
43,Ben DiNucci,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
44,Trevor Lawrence,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9%,2024,QB,12
45,Brock Purdy,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.2%,2024,QB,12
46,Kyle Trask,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,12
47,Sam Ehlinger,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
48,Mac Jones,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6%,2024,QB,12
49,Spencer Rattler,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6%,2024,QB,12
50,Joe Milton III,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%,2024,QB,12
51,Austin Reed,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
52,Carter Bradley,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
53,Jack Plummer,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
54,Jason Bean,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
55,John Rhys Plumlee,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
56,Tanner Mordecai,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,12
57,Tyson Bagent,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,12
58,Jordan Travis,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,12
59,Michael Pratt,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,12
60,Clayton Tune,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,12
61,Bailey Zappe,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,12
62,Stetson Bennett,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,12
63,Jaren Hall,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%,2024,QB,12
64,Malik Willis,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.9%,2024,QB,12
65,Skylar Thompson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,2024,QB,12
66,Kedon Slovis,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
67,Devin Leary,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,12
68,Jake Haener,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,12
69,Tanner McKee,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%,2024,QB,12
70,Chris Oladokun,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
71,Aidan O'Connell,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0%,2024,QB,12
72,Hendon Hooker,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7%,2024,QB,12
73,Sam Hartman,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
74,Jake Fromm,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
75,Ben Chappell,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
76,Andy Dalton,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5%,2024,QB,12
77,Tyrod Taylor,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4%,2024,QB,12
78,Adam Froman,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,12
