Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
64,Samaje Perine,KC,1,4,4.0,4,0,0,1,1,10,10.0,0,0,1,1.4,1.4,4.2%,2021,RB,17
65,Dalvin Cook,FA,9,13,1.4,6,0,0,3,3,0,0.0,0,0,1,1.3,1.3,0.9%,2021,RB,17
66,Craig Reynolds,DET,4,4,1.0,3,0,0,1,1,9,9.0,0,0,1,1.3,1.3,3.5%,2021,RB,17
67,Alexander Mattison,LV,0,0,0,0,0,0,4,5,13,3.3,0,0,1,1.3,1.3,44.8%,2021,RB,17
68,Peyton Barber,FA,6,3,0.5,3,0,0,2,2,9,4.5,0,0,1,1.2,1.2,1.0%,2021,RB,17
69,Jonathan Williams,FA,2,4,2.0,3,0,0,2,3,7,3.5,0,0,1,1.1,1.1,0.0%,2021,RB,17
70,Phillip Lindsay,FA,2,1,0.5,1,0,0,1,1,8,8.0,0,0,1,0.9,0.9,0.0%,2021,RB,17
71,Kyle Juszczyk,SF,0,0,0,0,0,0,2,2,9,4.5,0,0,1,0.9,0.9,1.2%,2021,RB,17
72,Khalil Herbert,CIN,2,9,4.5,7,0,0,0,0,0,0,0,0,1,0.9,0.9,11.3%,2021,RB,17
73,JaMycal Hasty,NE,0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.7%,2021,RB,17
74,Adam Prentice,NO,1,2,2.0,2,0,0,1,1,4,4.0,0,0,1,0.6,0.6,0.0%,2021,RB,17
75,Kenneth Gainwell,PHI,1,4,4.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,11.7%,2021,RB,17
76,Eno Benjamin,FA,2,3,1.5,2,0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%,2021,RB,17
77,Benny Snell Jr.,FA,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2021,RB,17
78,Michael Burton,DEN,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%,2021,RB,17
79,Gabe Nabers,FA,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.6%,2021,RB,17
80,DeeJay Dallas,ARI,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.3%,2021,RB,17
81,C.J. Ham,MIN,0,0,0,0,0,0,1,2,1,1.0,0,0,1,0.1,0.1,0.6%,2021,RB,17
82,Derek Watt,FA,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%,2021,RB,17
83,Deon Jackson,FA,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
84,Nathan Cottrell,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
85,Darius Bradwell,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
86,Kene Nwangwu,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
87,Avery Williams,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2021,RB,17
88,Taiwan Jones,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2021,RB,17
89,Kenjon Barner,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
90,Godwin Igwebuike,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
91,Corey Clement,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
92,Elijah McGuire,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
93,Jakob Johnson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
94,Darwin Thompson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
95,Ryan Nall,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
96,Jeff Wilson Jr.,MIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2021,RB,17
97,Damien Williams,FA,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
98,Keith Smith,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,17
99,Tony Jones Jr.,FA,1,-2,-2.0,0,0,0,0,0,0,0,0,0,1,-0.2,-0.2,0.0%,2021,RB,17
100,Ty Montgomery II,FA,1,-4,-4.0,0,0,0,0,0,0,0,0,0,1,-0.4,-0.4,0.0%,2021,RB,17
