Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyler Lockett,FA,15,20,200,13.3,47,2,3,0,0,0,0,1,38.0,38.0,44.2%,2020,WR,7
2,Davante Adams,FA,13,16,196,15.1,45,3,2,0,0,0,0,1,31.6,31.6,91.0%,2020,WR,7
3,DJ Moore,CHI,4,5,93,23.3,74,1,2,0,0,0,0,1,21.3,21.3,86.7%,2020,WR,7
4,A.J. Brown,PHI,6,8,153,25.5,73,3,1,0,0,0,0,1,21.3,21.3,96.7%,2020,WR,7
5,Diontae Johnson,BAL,9,15,80,8.9,14,0,2,0,0,0,0,1,20.0,20.0,39.6%,2020,WR,7
6,Scotty Miller,FA,6,9,109,18.2,35,2,1,0,0,0,0,1,16.9,16.9,0.1%,2020,WR,7
7,Tyler Boyd,TEN,11,13,101,9.2,16,0,1,0,0,0,0,1,16.7,16.7,4.6%,2020,WR,7
8,Nelson Agholor,BAL,5,9,107,21.4,44,3,1,0,0,0,0,1,16.7,16.7,1.2%,2020,WR,7
9,Christian Kirk,JAC,5,8,37,7.4,16,0,2,0,0,0,0,1,15.7,15.7,34.9%,2020,WR,7
10,Terry McLaurin,WAS,7,11,90,12.9,52,1,1,0,0,0,0,1,15.0,15.0,91.3%,2020,WR,7
11,Calvin Ridley,TEN,5,7,69,13.8,27,1,1,0,0,0,0,1,14.9,14.9,77.8%,2020,WR,7
12,Chris Godwin,TB,9,9,88,9.8,23,1,1,0,0,0,0,1,14.8,14.8,45.3%,2020,WR,7
13,Jalen Guyton,FA,2,3,84,42.0,70,1,1,0,0,0,0,1,14.4,14.4,0.0%,2020,WR,7
14,DeAndre Hopkins,KC,10,12,103,10.3,35,1,1,0,0,0,1,1,14.3,14.3,72.8%,2020,WR,7
15,Tee Higgins,CIN,5,5,71,14.2,27,1,1,1,7,0,0,1,13.8,13.8,87.7%,2020,WR,7
16,Keenan Allen,CHI,10,13,125,12.5,27,2,0,0,0,0,0,1,12.5,12.5,76.2%,2020,WR,7
17,Sterling Shepard,TB,6,8,59,9.8,29,1,1,0,0,0,0,1,11.9,11.9,5.1%,2020,WR,7
18,Donovan Peoples-Jones,FA,3,3,56,18.7,24,1,1,0,0,0,0,1,11.6,11.6,0.0%,2020,WR,7
19,Tyreek Hill,MIA,6,10,55,9.2,15,0,1,0,0,0,0,1,11.5,11.5,92.8%,2020,WR,7
20,Brandon Aiyuk,SF,6,7,115,19.2,35,3,0,0,0,0,0,1,11.5,11.5,43.5%,2020,WR,7
21,Kenny Golladay,FA,6,7,114,19.0,29,2,0,0,0,0,0,1,11.4,11.4,4.0%,2020,WR,7
22,Curtis Samuel,BUF,6,6,48,8.0,22,1,0,1,5,1,0,1,11.3,11.3,17.8%,2020,WR,7
23,Cole Beasley,FA,11,12,112,10.2,23,1,0,0,0,0,0,1,11.2,11.2,0.0%,2020,WR,7
24,Josh Reynolds,JAC,4,8,52,13.0,21,1,1,0,0,0,0,1,11.2,11.2,1.6%,2020,WR,7
25,Rashard Higgins,FA,6,6,110,18.3,30,4,0,0,0,0,0,1,11.0,11.0,0.0%,2020,WR,7
26,Deonte Harty,BAL,4,5,46,11.5,18,0,1,0,0,0,0,1,10.6,10.6,0.1%,2020,WR,7
27,Greg Ward,FA,5,6,42,8.4,14,0,1,0,0,0,0,1,10.2,10.2,0.0%,2020,WR,7
28,Golden Tate,FA,1,2,39,39.0,39,1,1,0,0,0,0,1,9.9,9.9,1.1%,2020,WR,7
29,Julio Jones,FA,8,9,97,12.1,28,1,0,0,0,0,0,1,9.7,9.7,0.8%,2020,WR,7
30,Randall Cobb,FA,8,10,95,11.9,28,1,0,0,0,0,0,1,9.5,9.5,1.3%,2020,WR,7
31,Corey Davis,FA,6,10,35,5.8,7,0,1,0,0,0,0,1,9.5,9.5,0.0%,2020,WR,7
32,William Fuller V,FA,3,6,35,11.7,24,1,1,0,0,0,0,1,9.5,9.5,0.0%,2020,WR,7
33,Chris Conley,SF,1,2,28,28.0,28,1,1,0,0,0,0,1,8.8,8.8,0.1%,2020,WR,7
34,Amari Cooper,BUF,7,7,80,11.4,32,1,0,1,5,0,0,1,8.5,8.5,75.3%,2020,WR,7
35,JuJu Smith-Schuster,KC,9,14,85,9.4,28,2,0,0,0,0,0,1,8.5,8.5,3.9%,2020,WR,7
36,A.J. Green,FA,7,13,82,11.7,22,1,0,0,0,0,0,1,8.2,8.2,0.9%,2020,WR,7
37,Marvin Jones Jr.,FA,5,6,80,16.0,23,2,0,0,0,0,0,1,8.0,8.0,0.0%,2020,WR,7
38,Marquez Callaway,TB,8,10,75,9.4,15,0,0,0,0,0,0,1,7.5,7.5,0.0%,2020,WR,7
39,Robbie Chosen,FA,6,8,74,12.3,26,1,0,0,0,0,0,1,7.4,7.4,0.0%,2020,WR,7
40,Joe Reed,FA,0,0,0,0,0,0,0,2,14,1,0,1,7.4,7.4,0.0%,2020,WR,7
41,Travis Fulgham,FA,5,11,73,14.6,40,1,0,0,0,0,0,1,7.3,7.3,0.0%,2020,WR,7
42,Deebo Samuel Sr.,WAS,5,5,65,13.0,23,1,0,3,7,0,0,1,7.2,7.2,84.5%,2020,WR,7
43,Allen Robinson II,DET,4,4,70,17.5,42,1,0,0,0,0,0,1,7.0,7.0,0.8%,2020,WR,7
44,Mecole Hardman Jr.,KC,2,2,57,28.5,38,1,0,1,13,0,0,1,7.0,7.0,0.2%,2020,WR,7
45,Malik Taylor,NYJ,2,2,6,3.0,5,0,1,0,0,0,0,1,6.6,6.6,0.0%,2020,WR,7
46,Tyler Johnson,LAR,2,2,4,2.0,3,0,1,0,0,0,0,1,6.4,6.4,0.9%,2020,WR,7
