Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Rachaad White,TB,20,73,3.7,16,0,2,4,4,46,11.5,0,0,1,23.9,23.9,85.8%,2023,RB,9
2,Josh Jacobs,GB,26,98,3.8,15,0,2,0,0,0,0,0,0,1,21.8,21.8,96.3%,2023,RB,9
3,Keaton Mitchell,BAL,9,138,15.3,60,2,1,1,1,-4,-4.0,0,0,1,19.4,19.4,10.0%,2023,RB,9
4,Austin Ekeler,WAS,14,47,3.4,20,1,2,2,7,23,11.5,0,0,1,19.0,19.0,51.4%,2023,RB,9
5,Rhamondre Stevenson,NE,9,87,9.7,64,1,1,4,6,42,10.5,0,0,1,18.9,18.9,80.6%,2023,RB,9
6,Gus Edwards,LAC,5,52,10.4,42,1,2,0,0,0,0,0,0,1,17.2,17.2,45.3%,2023,RB,9
7,Derrick Henry,BAL,17,75,4.4,15,0,1,3,4,27,9.0,0,0,1,16.2,16.2,97.5%,2023,RB,9
8,Alexander Mattison,LV,16,44,2.8,8,0,0,2,2,49,24.5,1,0,1,15.3,15.3,44.8%,2023,RB,9
9,Raheem Mostert,FA,12,85,7.1,25,1,1,0,1,0,0,0,0,1,14.5,14.5,42.9%,2023,RB,9
10,Aaron Jones Sr.,MIN,20,73,3.7,9,0,1,4,6,26,6.5,0,1,1,13.9,13.9,91.4%,2023,RB,9
11,Najee Harris,PIT,16,69,4.3,25,1,1,2,4,7,3.5,0,0,1,13.6,13.6,85.5%,2023,RB,9
12,Jonathan Taylor,IND,18,47,2.6,13,0,0,5,5,22,4.4,1,0,1,12.9,12.9,92.9%,2023,RB,9
13,Joe Mixon,HOU,14,37,2.6,12,0,1,5,6,31,6.2,0,0,1,12.8,12.8,93.9%,2023,RB,9
14,Jaylen Warren,PIT,11,88,8.0,22,1,0,3,3,25,8.3,0,0,1,11.3,11.3,68.2%,2023,RB,9
15,Saquon Barkley,PHI,16,90,5.6,26,1,0,3,4,23,7.7,0,0,1,11.3,11.3,97.8%,2023,RB,9
16,Brian Robinson Jr.,WAS,18,63,3.5,9,0,1,1,2,4,4.0,0,1,1,10.7,10.7,84.9%,2023,RB,9
