Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Taysom Hill,NO,0,0,0,0,0,0,0,9,112,3,0,1,34.1,34.1,27.7%,2022,TE,5
2,Travis Kelce,KC,7,8,25,3.6,8,0,4,0,0,0,0,1,26.5,26.5,94.1%,2022,TE,5
3,Mark Andrews,BAL,8,10,89,11.1,20,1,1,0,0,0,0,1,14.9,14.9,89.5%,2022,TE,5
4,Hayden Hurst,LAC,6,7,53,8.8,19,0,1,0,0,0,0,1,11.3,11.3,2.7%,2022,TE,5
5,Dallas Goedert,PHI,8,9,95,11.9,31,1,0,0,0,0,0,1,9.5,9.5,57.2%,2022,TE,5
6,Adam Trautman,DEN,2,3,32,16.0,22,1,1,0,0,0,0,1,9.2,9.2,1.1%,2022,TE,5
7,David Njoku,CLE,6,6,88,14.7,38,1,0,0,0,0,0,1,8.8,8.8,74.6%,2022,TE,5
8,Daniel Bellinger,NYG,2,3,22,11.0,11,0,0,1,2,1,0,1,8.4,8.4,1.5%,2022,TE,5
9,Evan Engram,JAC,6,10,69,11.5,28,2,0,0,0,0,0,1,6.9,6.9,57.4%,2022,TE,5
10,Durham Smythe,FA,1,1,8,8.0,8,0,0,1,1,1,0,1,6.9,6.9,0.1%,2022,TE,5
11,Marcedes Lewis,CHI,1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,0.1%,2022,TE,5
12,Hunter Henry,NE,4,5,54,13.5,23,1,0,0,0,0,0,1,5.4,5.4,53.6%,2022,TE,5
13,Noah Fant,SEA,3,5,49,16.3,32,1,0,0,0,0,0,1,4.9,4.9,21.1%,2022,TE,5
14,Zach Ertz,WAS,6,10,48,8.0,11,0,0,0,0,0,0,1,4.8,4.8,57.5%,2022,TE,5
15,Tyler Higbee,LAR,7,10,46,6.6,10,0,0,0,0,0,0,1,4.6,4.6,9.2%,2022,TE,5
16,Cole Kmet,CHI,4,4,45,11.3,23,1,0,0,0,0,0,1,4.5,4.5,42.7%,2022,TE,5
17,Cade Otton,TB,6,7,43,7.2,12,0,0,0,0,0,0,1,4.3,4.3,57.8%,2022,TE,5
18,Zach Gentry,FA,5,6,43,8.6,11,0,0,0,0,0,0,1,4.3,4.3,0.0%,2022,TE,5
