Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Hunter Henry,NE,4,4,37,9.3,19,0,2,0,0,0,0,1,15.7,15.7,53.6%,2021,TE,10
2,Tyler Conklin,NYJ,3,5,11,3.7,5,0,2,0,0,0,0,1,13.1,13.1,19.2%,2021,TE,10
3,Mark Andrews,BAL,6,8,63,10.5,15,0,1,0,0,0,0,1,12.3,12.3,89.5%,2021,TE,10
4,Travis Kelce,KC,8,10,119,14.9,30,1,0,0,0,0,0,1,11.9,11.9,94.1%,2021,TE,10
5,George Kittle,SF,5,7,50,10.0,18,0,1,0,0,0,0,1,11.0,11.0,91.9%,2021,TE,10
6,Dan Arnold,FA,5,8,67,13.4,24,1,0,0,0,0,0,1,8.7,8.7,0.0%,2021,TE,10
7,Austin Hooper,NE,4,5,25,6.3,11,0,1,0,0,0,0,1,8.5,8.5,1.9%,2021,TE,10
8,Tyler Higbee,LAR,3,5,20,6.7,12,0,1,0,0,0,0,1,8.0,8.0,9.2%,2021,TE,10
9,Albert Okwuegbunam Jr.,IND,3,3,77,25.7,64,1,0,0,0,0,0,1,7.7,7.7,0.0%,2021,TE,10
10,Cameron Brate,FA,1,3,6,6.0,6,0,1,0,0,0,0,1,6.6,6.6,2.0%,2021,TE,10
11,Gerald Everett,FA,8,8,63,7.9,12,0,0,0,0,0,0,1,6.3,6.3,1.4%,2021,TE,10
12,MyCole Pruitt,PIT,1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,1.6%,2021,TE,10
13,Noah Gray,KC,1,3,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,22.5%,2021,TE,10
14,Kyle Pitts,ATL,4,7,60,15.0,18,0,0,0,0,0,0,1,6.0,6.0,73.0%,2021,TE,10
15,Noah Fant,SEA,5,6,59,11.8,15,0,0,0,0,0,0,1,5.9,5.9,21.1%,2021,TE,10
16,Zach Ertz,WAS,4,6,46,11.5,19,0,0,0,0,0,0,1,4.6,4.6,57.5%,2021,TE,10
17,Juwan Johnson,NO,2,3,36,18.0,26,1,0,0,0,0,0,1,3.6,3.6,19.4%,2021,TE,10
18,Adam Shaheen,FA,3,4,34,11.3,21,1,0,0,0,0,0,1,3.4,3.4,0.0%,2021,TE,10
19,Adam Trautman,DEN,5,6,32,6.4,8,0,0,0,0,0,0,1,3.2,3.2,1.1%,2021,TE,10
20,Jack Doyle,FA,3,5,31,10.3,12,0,0,0,0,0,0,1,3.1,3.1,2.0%,2021,TE,10
