Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Alvin Kamara,NO,8,15,1.9,8,0,2,7,8,83,11.9,1,0,1,27.8,27.8,87.9%,2020,RB,10
2,Josh Jacobs,GB,21,112,5.3,24,1,2,4,4,24,6.0,0,0,1,25.6,25.6,96.3%,2020,RB,10
3,Ronald Jones II,FA,23,192,8.3,98,1,1,1,2,6,6.0,0,1,1,23.8,23.8,0.0%,2020,RB,10
4,Nyheim Hines,FA,12,70,5.8,14,0,1,5,6,45,9.0,1,0,1,23.5,23.5,0.1%,2020,RB,10
5,D'Andre Swift,CHI,16,81,5.1,17,0,0,5,5,68,13.6,1,0,1,20.9,20.9,83.1%,2020,RB,10
6,Devontae Booker,FA,16,81,5.1,23,1,2,1,1,2,2.0,0,0,1,20.3,20.3,0.0%,2020,RB,10
7,Rex Burkhead,FA,6,31,5.2,9,0,0,4,5,35,8.8,2,0,1,18.6,18.6,10.0%,2020,RB,10
8,Nick Chubb,CLE,19,126,6.6,59,1,1,0,1,0,0,0,0,1,18.6,18.6,55.1%,2020,RB,10
9,Antonio Gibson,NE,13,45,3.5,12,0,2,4,4,20,5.0,0,0,1,18.5,18.5,22.5%,2020,RB,10
10,Wayne Gallman Jr.,FA,18,53,2.9,17,0,2,1,2,7,7.0,0,0,1,18.0,18.0,0.0%,2020,RB,10
11,Malcolm Brown,FA,6,33,5.5,13,0,2,2,2,18,9.0,0,0,1,17.1,17.1,0.0%,2020,RB,10
12,Salvon Ahmed,IND,21,85,4.0,18,0,1,1,1,5,5.0,0,0,1,15.0,15.0,0.0%,2020,RB,10
13,Boston Scott,FA,3,63,21.0,56,1,1,1,1,11,11.0,0,0,1,13.4,13.4,0.0%,2020,RB,10
14,Kareem Hunt,KC,19,104,5.5,19,0,0,3,4,28,9.3,0,0,1,13.2,13.2,48.5%,2020,RB,10
15,Damien Harris,FA,22,121,5.5,25,1,0,0,0,0,0,0,0,1,12.1,12.1,9.0%,2020,RB,10
16,Miles Sanders,CAR,15,85,5.7,14,0,0,2,5,10,5.0,0,0,1,11.5,11.5,5.1%,2020,RB,10
17,Dalvin Cook,FA,30,96,3.2,14,0,0,4,4,16,4.0,0,0,1,11.2,11.2,0.9%,2020,RB,10
18,James Robinson,FA,23,109,4.7,20,1,0,2,5,3,1.5,0,0,1,11.2,11.2,0.0%,2020,RB,10
19,J.D. McKissic,FA,8,6,0.8,5,0,1,7,15,43,6.1,0,0,1,10.9,10.9,1.0%,2020,RB,10
20,Derrick Henry,BAL,19,103,5.4,20,1,0,1,2,6,6.0,0,0,1,10.9,10.9,97.5%,2020,RB,10
21,Alex Collins,FA,11,43,3.9,13,0,1,1,2,4,4.0,0,0,1,10.7,10.7,19.0%,2020,RB,10
22,Kalen Ballage,FA,18,68,3.8,11,0,0,5,6,34,6.8,0,0,1,10.2,10.2,0.0%,2020,RB,10
23,Aaron Jones Sr.,MIN,13,46,3.5,20,1,0,5,6,49,9.8,0,0,1,9.5,9.5,91.4%,2020,RB,10
24,Darrell Henderson Jr.,FA,7,28,4.0,16,0,1,1,1,5,5.0,0,0,1,9.3,9.3,5.0%,2020,RB,10
25,Kenyan Drake,FA,16,100,6.3,20,1,0,1,1,9,9.0,0,1,1,8.9,8.9,1.1%,2020,RB,10
26,D'Onta Foreman,CLE,7,18,2.6,8,0,0,1,1,5,5.0,1,0,1,8.3,8.3,3.4%,2020,RB,10
27,Chase Edmonds,TB,8,56,7.0,25,1,0,3,3,21,7.0,0,0,1,7.7,7.7,0.1%,2020,RB,10
28,Gus Edwards,LAC,7,42,6.0,11,0,0,1,1,31,31.0,0,0,1,7.3,7.3,45.3%,2020,RB,10
29,Corey Clement,FA,1,5,5.0,5,0,1,0,0,0,0,0,0,1,6.5,6.5,0.0%,2020,RB,10
30,Latavius Murray,FA,9,57,6.3,18,0,0,0,0,0,0,0,0,1,5.7,5.7,0.0%,2020,RB,10
31,Jamaal Williams,FA,8,30,3.8,7,0,0,3,4,25,8.3,0,0,1,5.5,5.5,2.5%,2020,RB,10
32,Samaje Perine,KC,7,48,6.9,15,0,0,1,1,7,7.0,0,0,1,5.5,5.5,4.2%,2020,RB,10
33,Duke Johnson Jr.,FA,14,54,3.9,23,1,0,0,1,0,0,0,0,1,5.4,5.4,0.0%,2020,RB,10
34,James Conner,ARI,13,36,2.8,16,0,0,2,2,12,6.0,0,0,1,4.8,4.8,82.6%,2020,RB,10
35,Giovani Bernard,FA,8,30,3.8,11,0,0,4,7,17,4.3,0,0,1,4.7,4.7,0.0%,2020,RB,10
36,Melvin Gordon III,FA,11,46,4.2,11,0,0,0,2,0,0,0,0,1,4.6,4.6,0.1%,2020,RB,10
37,Jerick McKinnon,FA,18,33,1.8,9,0,0,1,3,13,13.0,0,0,1,4.6,4.6,0.0%,2020,RB,10
38,Mike Davis,FA,7,32,4.6,7,0,0,4,5,12,3.0,0,0,1,4.4,4.4,1.0%,2020,RB,10
39,Cam Akers,MIN,10,38,3.8,17,0,0,0,0,0,0,0,0,1,3.8,3.8,14.2%,2020,RB,10
40,Jonathan Taylor,IND,7,12,1.7,4,0,0,2,2,25,12.5,0,0,1,3.7,3.7,92.9%,2020,RB,10
41,Alfred Morris,FA,8,34,4.3,10,0,0,0,0,0,0,0,0,1,3.4,3.4,0.0%,2020,RB,10
42,Jeremy McNichols,WAS,3,26,8.7,16,0,0,1,1,8,8.0,0,0,1,3.4,3.4,3.0%,2020,RB,10
43,DeeJay Dallas,ARI,2,8,4.0,5,0,0,2,3,23,11.5,0,0,1,3.1,3.1,0.3%,2020,RB,10
44,Austin Walter,FA,1,3,3.0,3,0,0,1,1,27,27.0,0,0,1,3.0,3.0,0.0%,2020,RB,10
45,Leonard Fournette,FA,8,19,2.4,14,0,0,2,3,11,5.5,0,0,1,3.0,3.0,2.1%,2020,RB,10
46,Adrian Peterson,FA,4,21,5.3,13,0,0,1,1,9,9.0,0,0,1,3.0,3.0,2.0%,2020,RB,10
47,Mark Ingram II,FA,5,5,1.0,5,0,0,2,2,24,12.0,0,0,1,2.9,2.9,3.0%,2020,RB,10
48,Jordan Wilkins,FA,8,28,3.5,18,0,0,0,1,0,0,0,0,1,2.8,2.8,0.0%,2020,RB,10
49,Royce Freeman,FA,2,11,5.5,9,0,0,2,2,15,7.5,0,0,1,2.6,2.6,0.0%,2020,RB,10
50,Trayveon Williams,CIN,5,22,4.4,8,0,0,0,0,0,0,0,0,1,2.2,2.2,0.5%,2020,RB,10
51,Joshua Kelley,TEN,7,21,3.0,8,0,0,0,0,0,0,0,0,1,2.1,2.1,0.0%,2020,RB,10
52,Jakob Johnson,FA,0,0,0,0,0,0,2,2,20,10.0,0,0,1,2.0,2.0,0.0%,2020,RB,10
53,Travis Homer,CHI,0,0,0,0,0,0,3,3,19,6.3,0,0,1,1.9,1.9,1.3%,2020,RB,10
54,Patrick Laird,FA,2,19,9.5,17,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,RB,10
55,Ryan Nall,FA,1,0,0.0,0,0,0,1,2,18,18.0,0,0,1,1.8,1.8,0.0%,2020,RB,10
56,Zack Moss,CIN,7,20,2.9,14,0,0,1,2,-3,-3.0,0,0,1,1.7,1.7,33.5%,2020,RB,10
57,Dion Lewis,FA,0,0,0,0,0,0,2,2,17,8.5,0,0,1,1.7,1.7,2.0%,2020,RB,10
58,Rodney Smith,FA,3,13,4.3,10,0,0,1,1,2,2.0,0,0,1,1.5,1.5,0.0%,2020,RB,10
59,J.K. Dobbins,LAC,5,13,2.6,4,0,0,1,2,1,1.0,0,0,1,1.4,1.4,74.2%,2020,RB,10
60,Peyton Barber,FA,2,7,3.5,6,0,0,1,1,7,7.0,0,0,1,1.4,1.4,1.0%,2020,RB,10
61,Khari Blasingame,FA,0,0,0,0,0,0,1,1,13,13.0,0,0,1,1.3,1.3,0.0%,2020,RB,10
62,Benny Snell Jr.,FA,3,12,4.0,8,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%,2020,RB,10
63,Devin Singletary,NYG,4,15,3.8,13,0,0,1,3,-5,-5.0,0,0,1,1.0,1.0,43.6%,2020,RB,10
64,Gabe Nabers,FA,0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.6%,2020,RB,10
65,Artavis Pierce,FA,3,9,3.0,6,0,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,2020,RB,10
66,JaMycal Hasty,NE,3,13,4.3,8,0,0,2,2,-4,-2.0,0,0,1,0.9,0.9,0.7%,2020,RB,10
67,C.J. Ham,MIN,0,0,0,0,0,0,1,1,8,8.0,0,0,1,0.8,0.8,0.6%,2020,RB,10
68,James White,FA,0,0,0,0,0,0,2,2,8,4.0,0,0,1,0.8,0.8,0.1%,2020,RB,10
69,Lamar Miller,FA,0,0,0,0,0,0,2,2,6,3.0,0,0,1,0.6,0.6,0.0%,2020,RB,10
70,Kyle Juszczyk,SF,1,5,5.0,5,0,0,0,1,0,0,0,0,1,0.5,0.5,1.2%,2020,RB,10
71,Dare Ogunbowale,HOU,0,0,0,0,0,0,1,2,5,5.0,0,0,1,0.5,0.5,1.0%,2020,RB,10
72,Alexander Mattison,LV,2,4,2.0,4,0,0,0,0,0,0,0,0,1,0.4,0.4,44.8%,2020,RB,10
73,Kerryon Johnson,FA,1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,1.3%,2020,RB,10
74,Tyler Ervin,FA,1,0,0.0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%,2020,RB,10
75,Justice Hill,BAL,0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,24.4%,2020,RB,10
76,Phillip Lindsay,FA,4,2,0.5,4,0,0,0,1,0,0,0,0,1,0.2,0.2,0.0%,2020,RB,10
77,Patrick Ricard,BAL,0,0,0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.8%,2020,RB,10
78,DeAndre Washington,FA,2,2,1.0,3,0,0,0,0,0,0,0,0,1,0.2,0.2,11.0%,2020,RB,10
79,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,RB,10
