Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,CeeDee Lamb,DAL,9,11,149,16.6,35,3,2,1,2,0,0,1,27.1,27.1,87.2%,2021,WR,6
2,Cooper Kupp,LAR,9,12,130,14.4,30,3,2,0,0,0,0,1,25.0,25.0,90.9%,2021,WR,6
3,Donovan Peoples-Jones,FA,4,5,101,25.3,57,2,2,0,0,0,0,1,22.1,22.1,0.0%,2021,WR,6
4,Jaylen Waddle,MIA,10,13,70,7.0,14,0,2,0,0,0,0,1,19.0,19.0,79.3%,2021,WR,6
5,Adam Thielen,CAR,11,13,126,11.5,35,3,1,1,2,0,0,1,18.8,18.8,61.9%,2021,WR,6
6,DeAndre Hopkins,KC,3,4,55,18.3,33,1,2,0,0,0,0,1,17.5,17.5,72.8%,2021,WR,6
7,Marvin Jones Jr.,FA,7,10,100,14.3,28,3,1,0,0,0,0,1,16.0,16.0,0.0%,2021,WR,6
8,Henry Ruggs III,FA,3,4,97,32.3,48,2,1,0,0,0,0,1,15.7,15.7,8.4%,2021,WR,6
9,Courtland Sutton,DEN,8,14,94,11.8,18,0,1,0,0,0,0,1,15.4,15.4,84.6%,2021,WR,6
10,Antonio Brown,FA,9,13,93,10.3,27,2,1,0,0,0,0,1,15.3,15.3,1.0%,2021,WR,6
11,Stefon Diggs,HOU,9,11,89,9.9,17,0,1,0,0,0,0,1,14.9,14.9,46.3%,2021,WR,6
12,Cole Beasley,FA,7,9,88,12.6,29,1,1,0,0,0,0,1,14.8,14.8,0.0%,2021,WR,6
13,A.J. Green,FA,5,6,79,15.8,34,1,1,0,0,0,0,1,13.9,13.9,0.9%,2021,WR,6
14,K.J. Osborn,WAS,6,7,78,13.0,27,1,1,0,0,0,0,1,13.8,13.8,1.3%,2021,WR,6
15,Tyreek Hill,MIA,9,12,76,8.4,19,0,1,0,0,0,0,1,13.6,13.6,92.8%,2021,WR,6
16,Kendrick Bourne,NE,1,2,75,75.0,75,1,1,0,0,0,0,1,13.5,13.5,4.0%,2021,WR,6
17,Christian Kirk,JAC,5,8,75,15.0,21,2,1,0,0,0,0,1,13.5,13.5,34.9%,2021,WR,6
18,Parris Campbell,PHI,1,1,51,51.0,51,1,1,0,0,0,0,1,11.1,11.1,0.0%,2021,WR,6
19,Demarcus Robinson,LAR,3,6,46,15.3,24,1,1,0,0,0,0,1,10.6,10.6,17.8%,2021,WR,6
20,Darnell Mooney,ATL,5,8,45,9.0,15,0,1,0,0,0,0,1,10.5,10.5,67.9%,2021,WR,6
21,Tim Patrick,DET,3,6,42,14.0,23,1,1,0,0,0,0,1,10.2,10.2,6.3%,2021,WR,6
