Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Josh Allen,BUF,18,23,78.3,232,10.1,2,0,2,9,39,2,1,1,31.2,31.2,97.2%,2024,QB,1
2,Baker Mayfield,TB,24,30,80.0,289,9.6,4,0,1,3,21,0,0,1,29.7,29.7,86.5%,2024,QB,1
3,Jayden Daniels,WAS,17,24,70.8,184,7.7,0,0,2,16,88,2,0,1,28.2,28.2,94.0%,2024,QB,1
4,Anthony Richardson,IND,9,19,47.4,212,11.2,2,1,2,6,56,1,0,1,27.1,27.1,58.2%,2024,QB,1
5,Lamar Jackson,BAL,26,41,63.4,273,6.7,1,0,1,16,122,0,1,1,25.1,25.1,97.0%,2024,QB,1
6,Derek Carr,NO,19,23,82.6,200,8.7,3,0,1,2,13,0,0,1,21.3,21.3,20.5%,2024,QB,1
7,Geno Smith,SEA,18,25,72.0,171,6.8,1,1,2,4,30,1,0,1,18.8,18.8,49.4%,2024,QB,1
8,C.J. Stroud,HOU,24,32,75.0,234,7.3,2,0,4,4,13,0,0,1,18.7,18.7,79.4%,2024,QB,1
9,Tua Tagovailoa,MIA,23,37,62.2,338,9.1,1,0,3,1,11,0,0,1,18.6,18.6,62.5%,2024,QB,1
10,Jalen Hurts,PHI,20,34,58.8,278,8.2,2,2,2,13,33,0,1,1,18.4,18.4,91.6%,2024,QB,1
11,Jordan Love,GB,17,34,50.0,260,7.6,2,1,1,0,0,0,0,1,17.4,17.4,81.9%,2024,QB,1
12,Matthew Stafford,LAR,34,49,69.4,317,6.5,1,1,2,0,0,0,0,1,15.7,15.7,54.5%,2024,QB,1
13,Sam Darnold,MIN,19,24,79.2,208,8.7,2,1,1,3,3,0,0,1,15.6,15.6,77.4%,2024,QB,1
14,Patrick Mahomes II,KC,20,28,71.4,291,10.4,1,1,2,2,3,0,0,1,15.1,15.1,92.9%,2024,QB,1
15,Kyler Murray,ARI,21,31,67.7,162,5.2,1,0,4,5,57,0,1,1,14.2,14.2,84.0%,2024,QB,1
16,Bo Nix,DEN,26,42,61.9,138,3.3,0,2,2,5,35,1,0,1,13.0,13.0,73.0%,2024,QB,1
17,Deshaun Watson,CLE,24,45,53.3,169,3.8,1,2,6,5,39,0,0,1,12.7,12.7,14.6%,2024,QB,1
18,Jared Goff,DET,18,28,64.3,217,7.8,1,1,2,1,7,0,0,1,12.4,12.4,83.6%,2024,QB,1
19,Justin Fields,PIT,17,23,73.9,156,6.8,0,0,2,14,57,0,0,1,11.9,11.9,20.2%,2024,QB,1
20,Gardner Minshew II,FA,25,33,75.8,257,7.8,1,1,4,3,5,0,1,1,11.8,11.8,6.2%,2024,QB,1
21,Bryce Young,CAR,13,30,43.3,161,5.4,0,2,4,4,12,1,0,1,11.6,11.6,28.7%,2024,QB,1
22,Dak Prescott,DAL,19,32,59.4,179,5.6,1,0,3,1,3,0,0,1,11.5,11.5,37.8%,2024,QB,1
23,Trevor Lawrence,JAC,12,21,57.1,162,7.7,1,0,3,1,8,0,0,1,11.3,11.3,30.9%,2024,QB,1
24,Justin Herbert,LAC,17,26,65.4,144,5.5,1,0,1,4,6,0,0,1,10.4,10.4,77.4%,2024,QB,1
25,Brock Purdy,SF,19,29,65.5,231,8.0,0,0,2,1,11,0,0,1,10.3,10.3,79.2%,2024,QB,1
26,Aaron Rodgers,NYJ,13,21,61.9,167,8.0,1,1,1,1,-1,0,0,1,9.6,9.6,47.5%,2024,QB,1
27,Will Levis,TEN,19,32,59.4,127,4.0,1,2,3,4,36,0,1,1,8.7,8.7,21.1%,2024,QB,1
28,Kirk Cousins,ATL,16,26,61.5,155,6.0,1,2,2,1,0,0,0,1,8.2,8.2,43.6%,2024,QB,1
29,Joe Burrow,CIN,21,29,72.4,164,5.7,0,0,3,4,15,0,0,1,8.1,8.1,92.1%,2024,QB,1
30,Jacoby Brissett,NE,15,24,62.5,121,5.0,0,0,1,7,32,0,0,1,8.0,8.0,3.9%,2024,QB,1
31,Caleb Williams,CHI,14,29,48.3,93,3.2,0,0,2,5,15,0,0,1,7.2,7.2,55.0%,2024,QB,1
32,Daniel Jones,MIN,22,42,52.4,186,4.4,0,2,5,6,15,0,0,1,6.9,6.9,13.0%,2024,QB,1
33,Tyrod Taylor,NYJ,6,8,75.0,36,4.5,1,0,0,1,7,0,0,1,6.1,6.1,5.4%,2024,QB,1
34,Drake Maye,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1%,2024,QB,1
35,J.J. McCarthy,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1%,2024,QB,1
36,Sam Howell,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8%,2024,QB,1
37,Emory Jones,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
38,Michael Penix Jr.,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1%,2024,QB,1
39,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,1
40,Zach Wilson,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%,2024,QB,1
41,Kenny Pickett,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%,2024,QB,1
42,Davis Mills,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,1
43,Adrian Martinez,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
44,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,1
45,Sean Clifford,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,1
46,Desmond Ridder,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,1
47,Trey Lance,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,1
48,Dorian Thompson-Robinson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,1
49,Mac Jones,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6%,2024,QB,1
50,Jake Luton,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,1
51,Sam Ehlinger,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
52,Ben DiNucci,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
53,Spencer Rattler,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6%,2024,QB,1
54,Joe Milton III,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%,2024,QB,1
55,Austin Reed,CHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,1
56,Carter Bradley,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
57,Jack Plummer,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
58,Jason Bean,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
59,John Rhys Plumlee,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
60,Tyson Bagent,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,1
61,Jordan Travis,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,1
62,Tommy DeVito,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,1
63,Clayton Tune,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,1
64,Tanner Mordecai,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,1
65,Michael Pratt,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,1
66,Jaren Hall,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%,2024,QB,1
67,Stetson Bennett,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,1
68,Bailey Zappe,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,1
69,Skylar Thompson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,1
70,Malik Willis,GB,0,1,0.0,0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,2.9%,2024,QB,1
71,Kedon Slovis,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
72,Devin Leary,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,1
73,Jake Haener,NO,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2024,QB,1
74,Tanner McKee,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%,2024,QB,1
75,Aidan O'Connell,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0%,2024,QB,1
76,Hendon Hooker,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7%,2024,QB,1
77,Sam Hartman,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,1
78,Chris Oladokun,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
79,Jake Fromm,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
80,Ben Chappell,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
81,Andy Dalton,CAR,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.5%,2024,QB,1
82,Adam Froman,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
83,Erik Ainge,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
84,Hunter Cantwell,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
85,Teddy Bridgewater,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%,2024,QB,1
86,Russell Wilson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0%,2024,QB,1
87,Case Keenum,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
88,Joe Flacco,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4%,2024,QB,1
89,Josh Johnson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,1
90,Mike White,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,1
91,Tim Boyle,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
92,Mason Rudolph,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%,2024,QB,1
93,Kyle Allen,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%,2024,QB,1
94,C.J. Beathard,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
95,Nick Mullens,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,1
96,Taysom Hill,NO,0,0,0,0,0,0,0,0,5,35,0,0,1,0.0,0.0,27.7%,2024,QB,1
97,Tyler Huntley,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,1
98,Shane Buechele,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
99,Jarrett Stidham,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,1
100,Will Grier,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
101,John Wolford,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
102,Drew Lock,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4%,2024,QB,1
103,Jake Browning,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%,2024,QB,1
104,Brett Rypien,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
105,Easton Stick,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
106,Joshua Dobbs,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4%,2024,QB,1
107,Marcus Mariota,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7%,2024,QB,1
108,Jameis Winston,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6%,2024,QB,1
109,Taylor Heinicke,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,1
110,Jimmy Garoppolo,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8%,2024,QB,1
111,Brett Smith,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,1
112,Mitchell Trubisky,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,2024,QB,1
113,Carson Wentz,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,1
114,Jeff Driskel,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,1
