Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Saquon Barkley,PHI,14,83,5.9,36,2,0,4,5,57,14.3,2,0,1,26.0,26.0,97.8%,2023,RB,11
2,Jaylen Warren,PIT,9,129,14.3,74,2,1,3,3,16,5.3,0,0,1,20.5,20.5,68.2%,2023,RB,11
3,Gus Edwards,LAC,12,62,5.2,26,1,2,2,2,8,4.0,0,0,1,19.0,19.0,45.3%,2023,RB,11
4,Devin Singletary,NYG,22,112,5.1,21,1,1,2,2,6,3.0,0,0,1,17.8,17.8,43.6%,2023,RB,11
5,D'Andre Swift,CHI,12,76,6.3,35,1,1,3,3,31,10.3,0,0,1,16.7,16.7,83.1%,2023,RB,11
6,Christian McCaffrey,SF,21,78,3.7,12,0,0,5,5,25,5.0,1,0,1,16.3,16.3,66.6%,2023,RB,11
7,James Cook,BUF,17,73,4.3,12,0,0,3,4,29,9.7,1,0,1,16.2,16.2,93.1%,2023,RB,11
8,Joe Mixon,HOU,16,69,4.3,14,0,0,5,5,31,6.2,1,0,1,16.0,16.0,93.9%,2023,RB,11
9,David Montgomery,DET,12,76,6.3,20,1,1,2,2,22,11.0,0,0,1,15.8,15.8,75.4%,2023,RB,11
10,Jahmyr Gibbs,DET,8,36,4.5,14,0,1,6,6,59,9.8,0,0,1,15.5,15.5,97.5%,2023,RB,11
11,Tony Pollard,TEN,12,61,5.1,22,2,1,4,5,19,4.8,0,0,1,14.0,14.0,80.4%,2023,RB,11
12,Breece Hall,NYJ,10,23,2.3,14,0,0,5,6,50,10.0,1,0,1,13.3,13.3,91.6%,2023,RB,11
13,Brian Robinson Jr.,WAS,17,73,4.3,18,0,0,7,9,59,8.4,0,0,1,13.2,13.2,84.9%,2023,RB,11
14,Ty Johnson,BUF,3,11,3.7,13,0,0,3,3,47,15.7,1,0,1,11.8,11.8,5.6%,2023,RB,11
15,Rachaad White,TB,9,30,3.3,7,0,1,6,7,28,4.7,0,0,1,11.8,11.8,85.8%,2023,RB,11
16,Ty Chandler,MIN,10,73,7.3,31,1,0,4,4,37,9.3,0,0,1,11.0,11.0,13.5%,2023,RB,11
17,Jerome Ford,CLE,12,31,2.6,13,0,1,2,5,8,4.0,0,0,1,9.9,9.9,64.4%,2023,RB,11
18,Raheem Mostert,FA,22,86,3.9,10,0,0,1,2,7,7.0,0,0,1,9.3,9.3,42.9%,2023,RB,11
19,Salvon Ahmed,IND,3,6,2.0,3,0,0,3,3,25,8.3,1,0,1,9.1,9.1,0.0%,2023,RB,11
20,Isiah Pacheco,KC,19,89,4.7,24,1,0,1,1,2,2.0,0,0,1,9.1,9.1,84.8%,2023,RB,11
21,Darrell Henderson Jr.,FA,6,1,0.2,4,0,1,4,7,28,7.0,0,0,1,8.9,8.9,5.0%,2023,RB,11
22,D'Onta Foreman,CLE,6,14,2.3,13,0,1,0,0,0,0,0,0,1,7.4,7.4,3.4%,2023,RB,11
23,Royce Freeman,FA,17,73,4.3,15,0,0,0,0,0,0,0,0,1,7.3,7.3,0.0%,2023,RB,11
24,Zach Charbonnet,SEA,15,47,3.1,11,0,0,6,6,22,3.7,0,0,1,6.9,6.9,76.5%,2023,RB,11
25,Samaje Perine,KC,1,7,7.0,7,0,0,7,7,60,8.6,0,0,1,6.7,6.7,4.2%,2023,RB,11
26,Chuba Hubbard,CAR,10,57,5.7,14,0,0,2,2,8,4.0,0,0,1,6.5,6.5,73.0%,2023,RB,11
27,James Conner,ARI,14,62,4.4,14,0,0,2,3,1,0.5,0,0,1,6.3,6.3,82.6%,2023,RB,11
28,AJ Dillon,GB,14,29,2.1,6,0,0,4,4,32,8.0,0,0,1,6.1,6.1,3.7%,2023,RB,11
29,Alexander Mattison,LV,18,81,4.5,15,0,0,1,2,-1,-1.0,0,1,1,6.0,6.0,44.8%,2023,RB,11
30,Travis Etienne Jr.,JAC,14,52,3.7,11,0,0,3,3,7,2.3,0,0,1,5.9,5.9,81.7%,2023,RB,11
31,D'Ernest Johnson,JAC,7,20,2.9,9,0,0,1,1,34,34.0,0,0,1,5.4,5.4,1.1%,2023,RB,11
32,Javonte Williams,DEN,11,37,3.4,15,0,0,2,2,16,8.0,0,0,1,5.3,5.3,69.2%,2023,RB,11
33,Miles Sanders,CAR,11,50,4.5,15,0,0,1,1,2,2.0,0,0,1,5.2,5.2,5.1%,2023,RB,11
34,Josh Jacobs,GB,14,39,2.8,9,0,0,1,1,12,12.0,0,0,1,5.1,5.1,96.3%,2023,RB,11
35,Austin Ekeler,WAS,10,64,6.4,37,1,0,2,3,6,3.0,0,1,1,5.0,5.0,51.4%,2023,RB,11
36,Derrick Henry,BAL,10,38,3.8,16,0,0,1,2,6,6.0,0,0,1,4.4,4.4,97.5%,2023,RB,11
37,Keaton Mitchell,BAL,8,33,4.1,21,1,0,1,1,8,8.0,0,0,1,4.1,4.1,10.0%,2023,RB,11
38,Khalil Herbert,CIN,16,35,2.2,9,0,0,2,3,6,3.0,0,0,1,4.1,4.1,11.3%,2023,RB,11
39,Kareem Hunt,KC,12,36,3.0,16,0,0,3,3,1,0.3,0,0,1,3.7,3.7,48.5%,2023,RB,11
40,Najee Harris,PIT,12,35,2.9,17,0,0,1,2,1,1.0,0,0,1,3.6,3.6,85.5%,2023,RB,11
41,Latavius Murray,FA,10,35,3.5,7,0,0,0,0,0,0,0,0,1,3.5,3.5,0.0%,2023,RB,11
42,Roschon Johnson,CHI,6,30,5.0,14,0,0,0,0,0,0,0,0,1,3.0,3.0,16.7%,2023,RB,11
43,Chris Rodriguez Jr.,WAS,6,43,7.2,16,0,0,1,1,5,5.0,0,1,1,2.8,2.8,2.2%,2023,RB,11
44,Tyjae Spears,TEN,4,14,3.5,5,0,0,2,2,12,6.0,0,0,1,2.6,2.6,60.2%,2023,RB,11
45,Elijah Mitchell,SF,4,24,6.0,13,0,0,0,0,0,0,0,0,1,2.4,2.4,5.5%,2023,RB,11
46,Derrick Gore,FA,2,23,11.5,23,1,0,0,0,0,0,0,0,1,2.3,2.3,0.0%,2023,RB,11
47,Emanuel Wilson,GB,3,12,4.0,5,0,0,1,2,9,9.0,0,0,1,2.1,2.1,4.8%,2023,RB,11
48,Tony Jones Jr.,FA,1,10,10.0,10,0,0,1,1,11,11.0,0,0,1,2.1,2.1,0.0%,2023,RB,11
49,Tank Bigsby,JAC,9,21,2.3,6,0,0,0,0,0,0,0,0,1,2.1,2.1,49.4%,2023,RB,11
50,Clyde Edwards-Helaire,NO,2,20,10.0,12,0,0,0,0,0,0,0,0,1,2.0,2.0,7.2%,2023,RB,11
51,Rico Dowdle,DAL,8,23,2.9,11,0,0,2,2,-3,-1.5,0,0,1,2.0,2.0,73.9%,2023,RB,11
52,Trayveon Williams,CIN,2,20,10.0,15,0,0,0,0,0,0,0,0,1,2.0,2.0,0.5%,2023,RB,11
53,Chase Edmonds,TB,4,8,2.0,3,0,0,1,1,11,11.0,0,0,1,1.9,1.9,0.1%,2023,RB,11
54,Aaron Jones Sr.,MIN,4,14,3.5,9,0,0,1,2,3,3.0,0,0,1,1.7,1.7,91.4%,2023,RB,11
55,Alec Ingold,MIA,0,0,0,0,0,0,3,4,16,5.3,0,0,1,1.6,1.6,0.6%,2023,RB,11
56,Kenneth Walker III,SEA,4,18,4.5,6,0,0,1,1,-2,-2.0,0,0,1,1.6,1.6,81.7%,2023,RB,11
57,Israel Abanikanda,SF,1,11,11.0,11,0,0,1,2,5,5.0,0,0,1,1.6,1.6,1.7%,2023,RB,11
58,Jerick McKinnon,FA,1,7,7.0,7,0,0,2,3,8,4.0,0,0,1,1.5,1.5,0.0%,2023,RB,11
59,Jaleel McLaughlin,DEN,1,1,1.0,1,0,0,5,5,14,2.8,0,0,1,1.5,1.5,25.7%,2023,RB,11
60,DeeJay Dallas,ARI,1,4,4.0,4,0,0,1,1,10,10.0,0,0,1,1.4,1.4,0.3%,2023,RB,11
61,Joshua Kelley,TEN,6,13,2.2,7,0,0,0,0,0,0,0,0,1,1.3,1.3,0.0%,2023,RB,11
62,Dalvin Cook,FA,2,13,6.5,10,0,0,0,1,0,0,0,0,1,1.3,1.3,0.9%,2023,RB,11
63,Boston Scott,FA,2,8,4.0,4,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,2023,RB,11
64,Justice Hill,BAL,1,1,1.0,1,0,0,1,1,6,6.0,0,0,1,0.7,0.7,24.4%,2023,RB,11
65,Pierre Strong Jr.,CLE,1,1,1.0,1,0,0,1,1,4,4.0,0,0,1,0.5,0.5,0.7%,2023,RB,11
66,De'Von Achane,MIA,1,1,1.0,1,0,0,1,1,4,4.0,0,0,1,0.5,0.5,92.9%,2023,RB,11
67,Mike Boone,CAR,1,0,0.0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,1.7%,2023,RB,11
68,Kenneth Gainwell,PHI,1,1,1.0,1,0,0,1,1,4,4.0,0,0,1,0.5,0.5,11.7%,2023,RB,11
69,Ameer Abdullah,LV,0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,25.1%,2023,RB,11
