Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jahmyr Gibbs,DET,14,77,5.5,35,1,2,3,5,35,11.7,0,0,1,23.2,23.2,97.5%,2023,RB,10
2,Devin Singletary,NYG,30,150,5.0,22,1,1,1,2,11,11.0,0,0,1,22.1,22.1,43.6%,2023,RB,10
3,Brian Robinson Jr.,WAS,8,38,4.8,15,0,0,6,6,119,19.8,1,0,1,21.7,21.7,84.9%,2023,RB,10
4,Kenneth Walker III,SEA,19,63,3.3,13,0,0,1,2,64,64.0,1,0,1,18.7,18.7,81.7%,2023,RB,10
5,David Montgomery,DET,12,116,9.7,75,1,1,0,0,0,0,0,0,1,17.6,17.6,75.4%,2023,RB,10
6,Austin Ekeler,WAS,19,67,3.5,17,0,1,4,7,48,12.0,0,0,1,17.5,17.5,51.4%,2023,RB,10
7,Javonte Williams,DEN,21,79,3.8,11,0,0,4,4,31,7.8,1,0,1,17.0,17.0,69.2%,2023,RB,10
8,Jaylen Warren,PIT,15,101,6.7,20,1,1,2,4,9,4.5,0,0,1,17.0,17.0,68.2%,2023,RB,10
9,Bijan Robinson,ATL,22,95,4.3,17,0,1,1,2,11,11.0,0,0,1,16.6,16.6,94.6%,2023,RB,10
10,Rachaad White,TB,20,51,2.6,11,0,0,2,3,47,23.5,1,0,1,15.8,15.8,85.8%,2023,RB,10
11,Najee Harris,PIT,16,82,5.1,24,1,1,3,4,14,4.7,0,0,1,15.6,15.6,85.5%,2023,RB,10
12,D'Onta Foreman,CLE,21,80,3.8,11,0,1,2,2,12,6.0,0,0,1,15.2,15.2,3.4%,2023,RB,10
13,Christian McCaffrey,SF,16,95,5.9,19,0,0,6,10,47,7.8,0,0,1,14.2,14.2,66.6%,2023,RB,10
14,Rico Dowdle,DAL,12,79,6.6,21,1,1,0,0,0,0,0,0,1,13.9,13.9,73.9%,2023,RB,10
15,Jonathan Taylor,IND,23,69,3.0,10,0,1,1,1,6,6.0,0,0,1,13.5,13.5,92.9%,2023,RB,10
16,Latavius Murray,FA,9,68,7.6,21,1,1,2,3,1,0.5,0,0,1,12.9,12.9,0.0%,2023,RB,10
