Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
49,Trey Lance,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,9
50,Dorian Thompson-Robinson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,9
51,Brock Purdy,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.2%,2024,QB,9
52,Sam Ehlinger,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
53,Ben DiNucci,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
54,Kyle Trask,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,9
55,Joe Milton III,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%,2024,QB,9
56,Austin Reed,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
57,Carter Bradley,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
58,Jack Plummer,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
59,Jason Bean,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
60,John Rhys Plumlee,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
61,Tyson Bagent,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,9
62,Jordan Travis,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,9
63,Tommy DeVito,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,9
64,Clayton Tune,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2024,QB,9
65,Tanner Mordecai,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,9
66,Michael Pratt,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,9
67,Stetson Bennett,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,9
68,Bailey Zappe,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,9
69,Jaren Hall,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%,2024,QB,9
70,Skylar Thompson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,9
71,Malik Willis,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%,2024,QB,9
72,Kedon Slovis,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
73,Devin Leary,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,9
74,Jake Haener,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,9
75,Tanner McKee,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%,2024,QB,9
76,Aidan O'Connell,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0%,2024,QB,9
77,Hendon Hooker,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7%,2024,QB,9
78,Sam Hartman,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
79,Anthony Richardson,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2%,2024,QB,9
80,Chris Oladokun,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
81,Jake Fromm,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
82,Ben Chappell,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
83,Andy Dalton,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5%,2024,QB,9
84,Tyrod Taylor,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4%,2024,QB,9
85,Adam Froman,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
86,Hunter Cantwell,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
87,Teddy Bridgewater,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%,2024,QB,9
88,Russell Wilson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0%,2024,QB,9
89,Case Keenum,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
90,Erik Ainge,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
91,Mike White,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,9
92,Tim Boyle,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
93,Kyle Allen,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%,2024,QB,9
94,Nick Mullens,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,9
95,Joshua Dobbs,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4%,2024,QB,9
96,C.J. Beathard,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
97,Taysom Hill,NO,0,1,0.0,0,0.0,0,0,0,5,19,1,0,1,0.0,0.0,27.7%,2024,QB,9
98,Tyler Huntley,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,9
99,Shane Buechele,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
100,John Wolford,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
101,Drew Lock,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4%,2024,QB,9
102,Will Grier,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
103,Brett Rypien,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
104,Easton Stick,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
105,Jarrett Stidham,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,9
106,Marcus Mariota,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7%,2024,QB,9
107,Taylor Heinicke,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,9
108,Jimmy Garoppolo,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8%,2024,QB,9
109,Brett Smith,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
110,Deshaun Watson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6%,2024,QB,9
111,Mitchell Trubisky,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,2024,QB,9
112,Brandon Allen,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%,2024,QB,9
113,Jacoby Brissett,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9%,2024,QB,9
114,Carson Wentz,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,9
115,Jeff Driskel,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,9
116,Jake Browning,CIN,0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,4.2%,2024,QB,9
