Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Joe Burrow,CIN,28,37,75.7,300,8.1,3,0,3,4,25,1,0,1,32.5,32.5,92.1%,2022,QB,6
2,Matt Ryan,FA,42,58,72.4,389,6.7,3,0,0,1,-4,0,0,1,27.2,27.2,0.1%,2022,QB,6
3,Josh Allen,BUF,27,40,67.5,329,8.2,3,0,1,12,32,0,1,1,26.4,26.4,97.2%,2022,QB,6
4,Trevor Lawrence,JAC,20,22,90.9,165,7.5,1,0,4,6,23,2,0,1,24.9,24.9,30.9%,2022,QB,6
5,Marcus Mariota,WAS,13,14,92.9,129,9.2,2,0,2,6,50,1,0,1,24.2,24.2,2.7%,2022,QB,6
6,Patrick Mahomes II,KC,25,40,62.5,338,8.5,2,2,3,4,21,0,0,1,21.6,21.6,92.9%,2022,QB,6
7,Teddy Bridgewater,DET,23,34,67.6,329,9.7,2,2,5,1,10,0,0,1,20.2,20.2,0.8%,2022,QB,6
8,Justin Fields,PIT,14,27,51.9,190,7.0,1,1,5,12,88,0,0,1,19.4,19.4,20.2%,2022,QB,6
9,Jimmy Garoppolo,LAR,29,41,70.7,296,7.2,2,2,0,3,11,0,0,1,18.9,18.9,2.8%,2022,QB,6
10,Bailey Zappe,CLE,24,34,70.6,309,9.1,2,0,2,3,-4,0,1,1,17.4,17.4,0.6%,2022,QB,6
11,Lamar Jackson,BAL,17,32,53.1,210,6.6,1,1,2,7,77,0,1,1,17.1,17.1,97.0%,2022,QB,6
12,Jalen Hurts,PHI,15,25,60.0,155,6.2,2,0,4,9,27,0,0,1,16.9,16.9,91.6%,2022,QB,6
13,Kirk Cousins,ATL,20,30,66.7,175,5.8,2,0,3,2,-5,0,0,1,16.5,16.5,43.6%,2022,QB,6
14,Kyler Murray,ARI,23,37,62.2,222,6.0,0,1,6,10,100,0,1,1,15.9,15.9,84.0%,2022,QB,6
15,Russell Wilson,PIT,15,28,53.6,188,6.7,1,0,4,4,23,0,0,1,13.8,13.8,48.0%,2022,QB,6
16,Tom Brady,FA,25,40,62.5,243,6.1,1,0,2,1,0,0,0,1,13.7,13.7,5.3%,2022,QB,6
17,Daniel Jones,MIN,19,27,70.4,173,6.4,2,0,4,6,6,0,1,1,13.5,13.5,13.0%,2022,QB,6
18,Matthew Stafford,LAR,26,33,78.8,253,7.7,1,1,1,2,-3,0,0,1,12.8,12.8,54.5%,2022,QB,6
19,Geno Smith,SEA,20,31,64.5,197,6.4,0,0,5,6,48,0,0,1,12.7,12.7,49.4%,2022,QB,6
20,Aaron Rodgers,NYJ,26,41,63.4,246,6.0,1,0,4,1,0,0,1,1,11.8,11.8,47.5%,2022,QB,6
21,Jacoby Brissett,NE,21,45,46.7,266,5.9,1,2,4,1,0,0,1,1,10.6,10.6,3.9%,2022,QB,6
22,Andy Dalton,CAR,17,32,53.1,162,5.1,1,0,1,0,0,0,0,1,10.5,10.5,2.5%,2022,QB,6
23,Mitchell Trubisky,BUF,9,12,75.0,144,12.0,1,0,1,6,5,0,0,1,10.3,10.3,0.7%,2022,QB,6
24,Justin Herbert,LAC,37,57,64.9,238,4.2,0,1,2,2,9,0,0,1,9.4,9.4,77.4%,2022,QB,6
25,Kenny Pickett,PHI,11,18,61.1,67,3.7,1,0,1,2,16,0,0,1,8.3,8.3,4.2%,2022,QB,6
26,Cooper Rush,DAL,18,38,47.4,181,4.8,1,3,0,0,0,0,0,1,8.2,8.2,6.1%,2022,QB,6
27,Zach Wilson,DEN,10,18,55.6,110,6.1,0,0,2,5,1,0,0,1,4.5,4.5,0.9%,2022,QB,6
28,Skylar Thompson,PIT,7,13,53.8,89,6.8,0,0,1,1,9,0,0,1,4.5,4.5,2.0%,2022,QB,6
29,Carson Wentz,KC,12,22,54.5,99,4.5,0,0,3,2,2,0,0,1,4.2,4.2,1.1%,2022,QB,6
30,P.J. Walker,FA,10,16,62.5,60,3.8,0,0,2,1,-1,0,0,1,2.3,2.3,0.0%,2022,QB,6
31,Jacob Eason,FA,3,5,60.0,59,11.8,0,1,0,0,0,0,0,1,1.4,1.4,0.0%,2022,QB,6
32,Jordan Love,GB,2,4,50.0,8,2.0,0,0,0,0,0,0,0,1,0.3,0.3,81.9%,2022,QB,6
33,Taysom Hill,NO,2,4,50.0,16,4.0,0,0,0,5,39,0,0,1,0.0,0.0,27.7%,2022,QB,6
