Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Alvin Kamara,NO,6,58,9.7,49,1,0,13,14,139,10.7,2,0,1,31.7,31.7,87.9%,2020,RB,3
2,Rex Burkhead,FA,6,49,8.2,17,0,2,7,10,49,7.0,1,0,1,27.8,27.8,10.0%,2020,RB,3
3,Derrick Henry,BAL,26,119,4.6,16,0,2,2,3,11,5.5,0,0,1,25.0,25.0,97.5%,2020,RB,3
4,James Robinson,FA,11,46,4.2,11,0,2,6,6,83,13.8,0,0,1,24.9,24.9,0.0%,2020,RB,3
5,Dalvin Cook,FA,22,181,8.2,39,2,1,2,5,18,9.0,0,1,1,23.9,23.9,0.9%,2020,RB,3
6,Nick Chubb,CLE,19,108,5.7,25,2,2,1,1,2,2.0,0,0,1,23.0,23.0,55.1%,2020,RB,3
7,James Conner,ARI,18,109,6.1,25,1,1,4,5,40,10.0,0,0,1,20.9,20.9,82.6%,2020,RB,3
8,Austin Ekeler,WAS,12,59,4.9,12,0,1,11,11,84,7.6,0,0,1,20.3,20.3,51.4%,2020,RB,3
9,Jeff Wilson Jr.,MIA,12,15,1.3,4,0,1,3,3,54,18.0,1,0,1,18.9,18.9,0.6%,2020,RB,3
10,Darrell Henderson Jr.,FA,20,114,5.7,14,0,1,1,3,6,6.0,0,0,1,18.0,18.0,5.0%,2020,RB,3
11,Mike Davis,FA,13,46,3.5,25,1,0,8,9,45,5.6,1,0,1,15.1,15.1,1.0%,2020,RB,3
12,Aaron Jones Sr.,MIN,16,69,4.3,19,0,1,2,4,17,8.5,0,0,1,14.6,14.6,91.4%,2020,RB,3
13,Todd Gurley II,FA,14,80,5.7,16,0,1,1,2,2,2.0,0,0,1,14.2,14.2,0.7%,2020,RB,3
14,Brian Hill,FA,9,58,6.4,35,1,1,1,3,22,22.0,0,0,1,14.0,14.0,0.0%,2020,RB,3
15,Sony Michel,FA,9,117,13.0,48,2,0,2,2,23,11.5,0,0,1,14.0,14.0,0.0%,2020,RB,3
16,Jerick McKinnon,FA,14,38,2.7,11,0,1,3,4,39,13.0,0,0,1,13.7,13.7,0.0%,2020,RB,3
17,Clyde Edwards-Helaire,NO,20,64,3.2,16,0,0,5,6,70,14.0,0,0,1,13.4,13.4,7.2%,2020,RB,3
18,Kareem Hunt,KC,16,46,2.9,11,0,0,2,3,18,9.0,1,0,1,12.4,12.4,48.5%,2020,RB,3
19,Jonathan Taylor,IND,13,59,4.5,16,0,1,1,1,3,3.0,0,0,1,12.2,12.2,92.9%,2020,RB,3
20,Devin Singletary,NYG,13,71,5.5,17,0,0,4,5,50,12.5,0,0,1,12.1,12.1,43.6%,2020,RB,3
21,Ezekiel Elliott,FA,14,34,2.4,9,0,1,6,11,24,4.0,0,0,1,11.8,11.8,20.4%,2020,RB,3
22,Miles Sanders,CAR,18,95,5.3,19,0,0,4,8,12,3.0,0,0,1,10.7,10.7,5.1%,2020,RB,3
23,David Johnson,FA,13,23,1.8,5,0,1,2,3,23,11.5,0,0,1,10.6,10.6,0.0%,2020,RB,3
24,Antonio Gibson,NE,9,49,5.4,13,0,1,3,3,11,3.7,0,1,1,10.0,10.0,22.5%,2020,RB,3
