Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Josh Jacobs,GB,20,143,7.2,15,0,3,3,4,12,4.0,0,0,1,33.5,33.5,96.3%,2022,RB,7
2,Kenneth Walker III,SEA,23,167,7.3,74,1,2,0,0,0,0,0,0,1,28.7,28.7,81.7%,2022,RB,7
3,Austin Ekeler,WAS,9,31,3.4,13,0,1,12,12,96,8.0,1,0,1,24.7,24.7,51.4%,2022,RB,7
4,Aaron Jones Sr.,MIN,8,23,2.9,8,0,0,9,10,53,5.9,2,0,1,19.6,19.6,91.4%,2022,RB,7
5,Eno Benjamin,FA,12,92,7.7,45,1,1,4,5,21,5.3,0,0,1,19.3,19.3,0.0%,2022,RB,7
6,Gus Edwards,LAC,16,66,4.1,12,0,2,0,1,0,0,0,0,1,18.6,18.6,45.3%,2022,RB,7
7,Travis Etienne Jr.,JAC,14,114,8.1,49,1,1,1,5,5,5.0,0,1,1,17.9,17.9,81.7%,2022,RB,7
8,Ezekiel Elliott,FA,15,57,3.8,18,0,2,0,0,0,0,0,0,1,17.7,17.7,20.4%,2022,RB,7
9,Raheem Mostert,FA,16,79,4.9,12,0,0,4,5,30,7.5,1,0,1,16.9,16.9,42.9%,2022,RB,7
10,Nick Chubb,CLE,16,91,5.7,22,1,1,2,3,16,8.0,0,0,1,16.7,16.7,55.1%,2022,RB,7
11,Rhamondre Stevenson,NE,11,39,3.5,7,0,1,8,8,59,7.4,0,0,1,15.8,15.8,80.6%,2022,RB,7
12,Joe Mixon,HOU,17,58,3.4,11,0,1,3,3,33,11.0,0,0,1,15.1,15.1,93.9%,2022,RB,7
13,Khalil Herbert,CIN,12,62,5.2,13,0,0,1,2,25,25.0,1,0,1,14.7,14.7,11.3%,2022,RB,7
14,D'Onta Foreman,CLE,15,118,7.9,60,2,0,2,2,27,13.5,0,0,1,14.5,14.5,3.4%,2022,RB,7
15,Derrick Henry,BAL,30,128,4.3,23,2,0,3,3,10,3.3,0,0,1,13.8,13.8,97.5%,2022,RB,7
16,Antonio Gibson,NE,10,59,5.9,20,1,0,3,4,18,6.0,1,0,1,13.7,13.7,22.5%,2022,RB,7
17,Saquon Barkley,PHI,24,110,4.6,20,1,0,4,4,25,6.3,0,0,1,13.5,13.5,97.8%,2022,RB,7
18,Chuba Hubbard,CAR,9,63,7.0,17,0,1,2,3,10,5.0,0,0,1,13.3,13.3,73.0%,2022,RB,7
19,Breece Hall,NYJ,4,72,18.0,62,1,1,0,0,0,0,0,0,1,13.2,13.2,91.6%,2022,RB,7
20,David Montgomery,DET,15,62,4.1,12,0,1,0,0,0,0,0,0,1,12.2,12.2,75.4%,2022,RB,7
21,Dameon Pierce,HOU,20,92,4.6,22,1,0,4,4,25,6.3,0,0,1,11.7,11.7,9.3%,2022,RB,7
22,Tyler Allgeier,ATL,16,50,3.1,9,0,1,0,0,0,0,0,0,1,11.0,11.0,36.7%,2022,RB,7
23,Tony Pollard,TEN,12,83,6.9,28,2,0,2,2,26,13.0,0,0,1,10.9,10.9,80.4%,2022,RB,7
24,Alvin Kamara,NO,11,49,4.5,17,0,0,7,9,56,8.0,0,0,1,10.5,10.5,87.9%,2022,RB,7
25,Keaontay Ingram,KC,9,14,1.6,11,0,1,2,2,23,11.5,0,0,1,9.7,9.7,0.0%,2022,RB,7
26,Clyde Edwards-Helaire,NO,6,32,5.3,16,0,1,0,1,0,0,0,0,1,9.2,9.2,7.2%,2022,RB,7
27,Brian Robinson Jr.,WAS,20,73,3.7,24,1,0,2,2,13,6.5,0,0,1,8.6,8.6,84.9%,2022,RB,7
28,Jonathan Taylor,IND,10,58,5.8,14,0,0,7,8,27,3.9,0,0,1,8.5,8.5,92.9%,2022,RB,7
29,Latavius Murray,FA,8,24,3.0,5,0,1,2,3,-1,-0.5,0,0,1,8.3,8.3,0.0%,2022,RB,7
30,Najee Harris,PIT,17,65,3.8,16,0,0,3,4,15,5.0,0,0,1,8.0,8.0,85.5%,2022,RB,7
31,Michael Carter,ARI,13,29,2.2,5,0,0,2,2,45,22.5,0,0,1,7.4,7.4,14.7%,2022,RB,7
32,Kareem Hunt,KC,5,4,0.8,6,0,1,1,2,4,4.0,0,0,1,6.8,6.8,48.5%,2022,RB,7
33,Jamaal Williams,FA,15,79,5.3,20,1,0,1,1,4,4.0,0,1,1,6.3,6.3,2.5%,2022,RB,7
34,Dare Ogunbowale,HOU,1,8,8.0,8,0,0,5,7,54,10.8,0,0,1,6.2,6.2,1.0%,2022,RB,7
35,Christian McCaffrey,SF,8,38,4.8,12,0,0,2,2,24,12.0,0,0,1,6.2,6.2,66.6%,2022,RB,7
36,Jeff Wilson Jr.,MIA,7,54,7.7,15,0,0,0,1,0,0,0,0,1,5.4,5.4,0.6%,2022,RB,7
37,Melvin Gordon III,FA,11,33,3.0,7,0,0,2,4,17,8.5,0,0,1,5.0,5.0,0.1%,2022,RB,7
38,Jerick McKinnon,FA,2,12,6.0,9,0,0,2,3,36,18.0,0,0,1,4.8,4.8,0.0%,2022,RB,7
39,Nyheim Hines,FA,4,2,0.5,2,0,0,5,5,41,8.2,0,0,1,4.3,4.3,0.1%,2022,RB,7
40,Isiah Pacheco,KC,8,43,5.4,17,0,0,0,0,0,0,0,0,1,4.3,4.3,84.8%,2022,RB,7
41,DeeJay Dallas,ARI,6,35,5.8,11,0,0,2,2,6,3.0,0,0,1,4.1,4.1,0.3%,2022,RB,7
42,Kyle Juszczyk,SF,0,0,0,0,0,0,3,4,34,11.3,0,0,1,3.4,3.4,1.2%,2022,RB,7
43,Matt Breida,FA,4,19,4.8,6,0,0,1,1,14,14.0,0,0,1,3.3,3.3,0.0%,2022,RB,7
44,Rachaad White,TB,6,24,4.0,11,0,0,1,2,8,8.0,0,0,1,3.2,3.2,85.8%,2022,RB,7
45,Craig Reynolds,DET,4,12,3.0,8,0,0,3,3,18,6.0,0,0,1,3.0,3.0,3.5%,2022,RB,7
46,Leonard Fournette,FA,8,19,2.4,9,0,0,2,3,7,3.5,0,0,1,2.6,2.6,2.1%,2022,RB,7
47,Jaylen Warren,PIT,2,7,3.5,4,0,0,2,2,17,8.5,0,0,1,2.4,2.4,68.2%,2022,RB,7
48,Mike Boone,CAR,4,23,5.8,15,0,0,0,0,0,0,0,0,1,2.3,2.3,1.7%,2022,RB,7
49,Caleb Huntley,FA,6,22,3.7,10,0,0,0,0,0,0,0,0,1,2.2,2.2,0.0%,2022,RB,7
50,Mark Ingram II,FA,4,6,1.5,5,0,0,3,3,16,5.3,0,0,1,2.2,2.2,3.0%,2022,RB,7
51,Patrick Ricard,BAL,1,0,0.0,0,0,0,2,2,20,10.0,0,0,1,2.0,2.0,0.8%,2022,RB,7
52,Rex Burkhead,FA,2,8,4.0,4,0,0,5,6,11,2.2,0,0,1,1.9,1.9,10.0%,2022,RB,7
53,Chase Edmonds,TB,7,17,2.4,9,0,0,0,2,0,0,0,0,1,1.7,1.7,0.1%,2022,RB,7
54,AJ Dillon,GB,4,15,3.8,7,0,0,0,0,0,0,0,0,1,1.5,1.5,3.7%,2022,RB,7
55,Sony Michel,FA,2,5,2.5,4,0,0,1,3,8,8.0,0,0,1,1.3,1.3,0.0%,2022,RB,7
56,Damien Harris,FA,3,8,2.7,4,0,0,1,2,2,2.0,0,0,1,1.0,1.0,9.0%,2022,RB,7
57,Ty Johnson,BUF,1,3,3.0,3,0,0,1,1,6,6.0,0,0,1,0.9,0.9,5.6%,2022,RB,7
58,Trestan Ebner,FA,3,8,2.7,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,2022,RB,7
59,Samaje Perine,KC,1,0,0.0,0,0,0,2,2,8,4.0,0,0,1,0.8,0.8,4.2%,2022,RB,7
60,Ameer Abdullah,LV,0,0,0,0,0,0,2,2,7,3.5,0,0,1,0.7,0.7,25.1%,2022,RB,7
61,Justice Hill,BAL,5,26,5.2,9,0,0,0,0,0,0,0,1,1,0.6,0.6,24.4%,2022,RB,7
62,JaMycal Hasty,NE,1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.7%,2022,RB,7
63,Hassan Haskins,LAC,0,0,0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,0.9%,2022,RB,7
64,Kenyan Drake,FA,11,5,0.5,4,0,0,0,1,0,0,0,0,1,0.5,0.5,1.1%,2022,RB,7
