Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Raheem Mostert,FA,17,115,6.8,49,1,2,3,3,17,5.7,1,0,1,31.2,31.2,42.9%,2023,RB,6
2,Kyren Williams,LAR,20,158,7.9,31,2,1,0,0,0,0,0,0,1,21.8,21.8,94.2%,2023,RB,6
3,Travis Etienne Jr.,JAC,18,55,3.1,22,1,2,3,3,28,9.3,0,0,1,20.3,20.3,81.7%,2023,RB,6
4,Derrick Henry,BAL,12,97,8.1,63,1,1,2,2,16,8.0,0,0,1,17.3,17.3,97.5%,2023,RB,6
5,Breece Hall,NYJ,12,39,3.3,9,0,1,5,5,54,10.8,0,0,1,15.3,15.3,91.6%,2023,RB,6
6,Chuba Hubbard,CAR,19,88,4.6,19,0,1,1,1,2,2.0,0,0,1,15.0,15.0,73.0%,2023,RB,6
7,Kenneth Walker III,SEA,19,62,3.3,21,1,1,3,3,27,9.0,0,0,1,14.9,14.9,81.7%,2023,RB,6
8,Kareem Hunt,KC,12,47,3.9,16,0,1,3,3,24,8.0,0,0,1,13.1,13.1,48.5%,2023,RB,6
9,Rhamondre Stevenson,NE,10,46,4.6,15,0,1,5,6,24,4.8,0,0,1,13.0,13.0,80.6%,2023,RB,6
10,Zack Moss,CIN,7,21,3.0,9,0,1,6,7,38,6.3,0,0,1,11.9,11.9,33.5%,2023,RB,6
11,Brian Robinson Jr.,WAS,10,31,3.1,9,0,0,2,2,25,12.5,1,0,1,11.6,11.6,84.9%,2023,RB,6
12,Christian McCaffrey,SF,11,43,3.9,27,1,0,3,3,9,3.0,1,0,1,11.2,11.2,66.6%,2023,RB,6
13,Tony Pollard,TEN,15,30,2.0,7,0,0,6,7,80,13.3,0,0,1,11.0,11.0,80.4%,2023,RB,6
14,Ezekiel Elliott,FA,7,34,4.9,8,0,1,1,1,15,15.0,0,0,1,10.9,10.9,20.4%,2023,RB,6
15,Alvin Kamara,NO,19,68,3.6,13,0,0,7,8,36,5.1,0,0,1,10.4,10.4,87.9%,2023,RB,6
16,Isiah Pacheco,KC,16,62,3.9,15,0,0,6,6,36,6.0,0,0,1,9.8,9.8,84.8%,2023,RB,6
17,D'Andre Swift,CHI,10,18,1.8,9,0,0,8,10,40,5.0,1,1,1,9.8,9.8,83.1%,2023,RB,6
18,Saquon Barkley,PHI,24,93,3.9,34,1,0,4,5,5,1.3,0,0,1,9.8,9.8,97.8%,2023,RB,6
19,Salvon Ahmed,IND,6,23,3.8,9,0,1,3,5,11,3.7,0,0,1,9.4,9.4,0.0%,2023,RB,6
20,Josh Jacobs,GB,25,77,3.1,18,0,0,2,5,16,8.0,0,0,1,9.3,9.3,96.3%,2023,RB,6
21,Jerome Ford,CLE,17,84,4.9,22,1,0,2,2,7,3.5,0,0,1,9.1,9.1,64.4%,2023,RB,6
22,Jordan Mason,SF,5,27,5.4,10,0,1,0,0,0,0,0,0,1,8.7,8.7,27.7%,2023,RB,6
23,Bijan Robinson,ATL,13,37,2.8,9,0,0,5,8,43,8.6,0,0,1,8.0,8.0,94.6%,2023,RB,6
24,Antonio Gibson,NE,3,15,5.0,9,0,0,1,1,1,1.0,1,0,1,7.6,7.6,22.5%,2023,RB,6
25,Javonte Williams,DEN,10,52,5.2,18,0,0,0,0,0,0,0,0,1,7.2,7.2,69.2%,2023,RB,6
26,Alexander Mattison,LV,18,44,2.4,8,0,0,4,7,28,7.0,0,0,1,7.2,7.2,44.8%,2023,RB,6
27,James Cook,BUF,14,71,5.1,14,0,0,0,0,0,0,0,0,1,7.1,7.1,93.1%,2023,RB,6
28,D'Onta Foreman,CLE,15,65,4.3,10,0,0,1,1,2,2.0,0,0,1,6.7,6.7,3.4%,2023,RB,6
29,Jonathan Taylor,IND,8,19,2.4,5,0,0,5,6,46,9.2,0,0,1,6.5,6.5,92.9%,2023,RB,6
30,Tyjae Spears,TEN,4,15,3.8,12,0,0,1,1,48,48.0,0,0,1,6.3,6.3,60.2%,2023,RB,6
31,Devin Singletary,NYG,12,58,4.8,17,0,0,1,2,4,4.0,0,0,1,6.2,6.2,43.6%,2023,RB,6
32,Joe Mixon,HOU,12,38,3.2,5,0,0,3,4,24,8.0,0,0,1,6.2,6.2,93.9%,2023,RB,6
33,Austin Ekeler,WAS,14,27,1.9,6,0,0,4,6,35,8.8,0,0,1,6.2,6.2,51.4%,2023,RB,6
34,Gus Edwards,LAC,16,41,2.6,8,0,0,1,1,12,12.0,0,0,1,5.3,5.3,45.3%,2023,RB,6
35,Keaontay Ingram,KC,10,40,4.0,12,0,0,2,2,11,5.5,0,0,1,5.1,5.1,0.0%,2023,RB,6
36,Tyler Allgeier,ATL,13,51,3.9,11,0,0,0,1,0,0,0,0,1,5.1,5.1,36.7%,2023,RB,6
37,Latavius Murray,FA,12,45,3.8,12,0,0,0,0,0,0,0,0,1,4.5,4.5,0.0%,2023,RB,6
38,Damien Williams,FA,8,36,4.5,9,0,0,1,1,8,8.0,0,0,1,4.4,4.4,0.0%,2023,RB,6
39,Craig Reynolds,DET,10,15,1.5,8,0,0,2,2,28,14.0,0,0,1,4.3,4.3,3.5%,2023,RB,6
40,Jaleel McLaughlin,DEN,7,30,4.3,9,0,0,2,2,12,6.0,0,0,1,4.2,4.2,25.7%,2023,RB,6
41,Rachaad White,TB,7,26,3.7,8,0,0,3,4,12,4.0,0,0,1,3.8,3.8,85.8%,2023,RB,6
42,Justice Hill,BAL,8,35,4.4,10,0,0,3,3,0,0.0,0,0,1,3.5,3.5,24.4%,2023,RB,6
43,Dameon Pierce,HOU,13,34,2.6,8,0,0,0,0,0,0,0,0,1,3.4,3.4,9.3%,2023,RB,6
44,Darrynton Evans,CHI,9,32,3.6,12,0,0,1,1,2,2.0,0,0,1,3.4,3.4,0.0%,2023,RB,6
45,David Montgomery,DET,6,14,2.3,6,0,0,1,1,19,19.0,0,0,1,3.3,3.3,75.4%,2023,RB,6
46,Chris Brooks,GB,6,28,4.7,28,1,0,0,0,0,0,0,0,1,2.8,2.8,0.7%,2023,RB,6
47,Chris Rodriguez Jr.,WAS,4,23,5.8,13,0,0,0,0,0,0,0,0,1,2.3,2.3,2.2%,2023,RB,6
48,Raheem Blackshear,CAR,5,18,3.6,9,0,0,1,1,4,4.0,0,0,1,2.2,2.2,7.7%,2023,RB,6
49,Jerick McKinnon,FA,0,0,0,0,0,0,3,5,20,6.7,0,0,1,2.0,2.0,0.0%,2023,RB,6
50,D'Ernest Johnson,JAC,1,19,19.0,19,0,0,0,0,0,0,0,0,1,1.9,1.9,1.1%,2023,RB,6
51,Zach Charbonnet,SEA,2,5,2.5,3,0,0,2,2,14,7.0,0,0,1,1.9,1.9,76.5%,2023,RB,6
52,Emari Demercado,ARI,2,11,5.5,6,0,0,1,1,6,6.0,0,0,1,1.7,1.7,1.5%,2023,RB,6
53,Kenneth Gainwell,PHI,2,13,6.5,12,0,0,1,2,4,4.0,0,0,1,1.7,1.7,11.7%,2023,RB,6
54,Clyde Edwards-Helaire,NO,2,7,3.5,7,0,0,1,1,9,9.0,0,0,1,1.6,1.6,7.2%,2023,RB,6
55,Boston Scott,FA,2,2,1.0,9,0,0,1,1,14,14.0,0,0,1,1.6,1.6,0.0%,2023,RB,6
56,Cam Akers,MIN,1,8,8.0,8,0,0,1,1,7,7.0,0,0,1,1.5,1.5,14.2%,2023,RB,6
57,Dalvin Cook,FA,3,12,4.0,8,0,0,1,1,2,2.0,0,0,1,1.4,1.4,0.9%,2023,RB,6
58,Ronnie Rivers,LAR,3,9,3.0,6,0,0,1,1,4,4.0,0,0,1,1.3,1.3,0.6%,2023,RB,6
59,Matt Breida,FA,4,13,3.3,6,0,0,0,1,0,0,0,0,1,1.3,1.3,0.0%,2023,RB,6
60,Devine Ozigbo,FA,3,5,1.7,4,0,0,1,1,8,8.0,0,0,1,1.3,1.3,1.0%,2023,RB,6
61,Chase Brown,CIN,1,4,4.0,4,0,0,1,1,8,8.0,0,0,1,1.2,1.2,85.5%,2023,RB,6
62,Rico Dowdle,DAL,3,12,4.0,7,0,0,0,0,0,0,0,0,1,1.2,1.2,73.9%,2023,RB,6
63,Kendre Miller,NO,2,-1,-0.5,3,0,0,1,2,13,13.0,0,0,1,1.2,1.2,37.7%,2023,RB,6
64,Mike Boone,CAR,1,11,11.0,11,0,0,0,0,0,0,0,0,1,1.1,1.1,1.7%,2023,RB,6
65,Zach Evans,NYJ,4,10,2.5,3,0,0,0,0,0,0,0,0,1,1.0,1.0,1.8%,2023,RB,6
66,Zamir White,LV,2,2,1.0,1,0,0,2,2,7,3.5,0,0,1,0.9,0.9,30.0%,2023,RB,6
67,Ty Montgomery II,FA,0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.0%,2023,RB,6
68,Kyle Juszczyk,SF,0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,1.2%,2023,RB,6
69,Ke'Shawn Vaughn,FA,6,9,1.5,7,0,0,0,2,0,0,0,0,1,0.9,0.9,0.1%,2023,RB,6
70,Tank Bigsby,JAC,3,2,0.7,3,0,0,1,1,6,6.0,0,0,1,0.8,0.8,49.4%,2023,RB,6
71,Cordarrelle Patterson,PIT,1,0,0.0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,1.6%,2023,RB,6
72,Michael Carter,ARI,1,5,5.0,5,0,0,0,1,0,0,0,0,1,0.5,0.5,14.7%,2023,RB,6
73,Joshua Kelley,TEN,1,2,2.0,2,0,0,1,2,2,2.0,0,0,1,0.4,0.4,0.0%,2023,RB,6
74,Trayveon Williams,CIN,0,0,0,0,0,0,2,2,3,1.5,0,0,1,0.3,0.3,0.5%,2023,RB,6
75,Patrick Ricard,BAL,0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.8%,2023,RB,6
76,Michael Burton,DEN,2,2,1.0,3,0,0,0,0,0,0,0,0,1,0.2,0.2,0.1%,2023,RB,6
77,Eric Gray,NYG,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,1.6%,2023,RB,6
78,Isaiah Spiller,LV,1,2,2.0,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2023,RB,6
79,Damien Harris,FA,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,9.0%,2023,RB,6
80,Khari Blasingame,FA,0,0,0,0,0,0,1,1,1,1.0,0,0,1,0.1,0.1,0.0%,2023,RB,6
81,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,6
82,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,6
83,Jakob Johnson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,6
84,Ty Chandler,MIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,13.5%,2023,RB,6
85,Trey Sermon,IND,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,3.7%,2023,RB,6
86,Hunter Luepke,DAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,RB,6
87,Jordan Mims,NO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,2023,RB,6
