Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Pat Freiermuth,PIT,5,6,43,8.6,13,0,2,0,0,0,0,1,16.3,16.3,63.9%,2021,TE,9
2,George Kittle,SF,6,8,101,16.8,29,1,1,0,0,0,1,1,14.1,14.1,91.9%,2021,TE,9
3,Travis Kelce,KC,5,8,68,13.6,25,2,1,0,0,0,0,1,12.8,12.8,94.1%,2021,TE,9
4,Donald Parham Jr.,PIT,3,3,39,13.0,19,0,1,0,0,0,0,1,9.9,9.9,1.9%,2021,TE,9
5,Stephen Anderson,FA,4,4,39,9.8,23,1,1,0,0,0,0,1,9.9,9.9,0.0%,2021,TE,9
6,Evan Engram,JAC,3,3,38,12.7,30,1,1,0,0,0,0,1,9.8,9.8,57.4%,2021,TE,9
7,Darren Waller,FA,7,11,92,13.1,24,2,0,0,0,0,0,1,9.2,9.2,1.1%,2021,TE,9
8,Geoff Swaim,CLE,4,4,29,7.3,11,0,1,0,0,0,0,1,8.9,8.9,0.0%,2021,TE,9
9,Ryan Griffin,FA,4,7,28,7.0,13,0,1,0,0,0,0,1,8.8,8.8,0.0%,2021,TE,9
10,Cole Kmet,CHI,6,8,87,14.5,25,2,0,0,0,0,0,1,8.7,8.7,42.7%,2021,TE,9
11,Hunter Henry,NE,2,3,19,9.5,12,0,1,0,0,0,0,1,7.9,7.9,53.6%,2021,TE,9
12,David Njoku,CLE,1,3,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,74.6%,2021,TE,9
13,Jared Cook,FA,4,4,48,12.0,23,1,0,0,0,0,0,1,6.8,6.8,0.0%,2021,TE,9
14,Kyle Pitts,ATL,3,7,62,20.7,39,1,0,0,0,0,0,1,6.2,6.2,73.0%,2021,TE,9
15,Jack Doyle,FA,1,2,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,2.0%,2021,TE,9
16,Dan Arnold,FA,4,7,60,15.0,28,1,0,0,0,0,0,1,6.0,6.0,0.0%,2021,TE,9
17,Mike Gesicki,CIN,4,8,54,13.5,18,0,0,0,0,0,0,1,5.4,5.4,29.2%,2021,TE,9
18,Dalton Schultz,HOU,4,5,54,13.5,20,1,0,0,0,0,0,1,5.4,5.4,54.4%,2021,TE,9
19,Tyler Higbee,LAR,5,10,51,10.2,26,1,0,0,0,0,0,1,5.1,5.1,9.2%,2021,TE,9
