Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Bryce Young,CAR,25,34,73.5,251,7.4,3,0,0,5,24,2,0,1,36.4,36.4,28.7%,2024,QB,18
2,Bo Nix,DEN,26,29,89.7,321,11.1,4,0,0,7,47,0,0,1,33.5,33.5,73.0%,2024,QB,18
3,Justin Herbert,LAC,28,36,77.8,346,9.6,2,0,1,4,42,0,0,1,28.0,28.0,77.4%,2024,QB,18
4,Kyler Murray,ARI,25,35,71.4,242,6.9,4,0,0,3,22,0,0,1,27.9,27.9,84.0%,2024,QB,18
5,Geno Smith,SEA,20,27,74.1,223,8.3,4,0,2,2,14,0,0,1,26.3,26.3,49.4%,2024,QB,18
6,Michael Penix Jr.,ATL,21,38,55.3,312,8.2,2,1,1,1,5,1,0,1,26.0,26.0,27.1%,2024,QB,18
7,Aaron Rodgers,NYJ,23,36,63.9,274,7.6,4,1,3,0,0,0,0,1,26.0,26.0,47.5%,2024,QB,18
8,Marcus Mariota,WAS,15,18,83.3,161,8.9,2,0,2,5,56,1,0,1,26.0,26.0,2.7%,2024,QB,18
9,Joshua Dobbs,SF,29,43,67.4,326,7.6,2,2,2,8,17,1,1,1,24.7,24.7,2.4%,2024,QB,18
10,Lamar Jackson,BAL,16,32,50.0,217,6.8,2,0,0,9,63,0,0,1,23.0,23.0,97.0%,2024,QB,18
11,Baker Mayfield,TB,21,32,65.6,221,6.9,2,1,1,9,68,0,0,1,22.6,22.6,86.5%,2024,QB,18
12,Jimmy Garoppolo,LAR,27,41,65.9,334,8.1,2,1,3,2,5,0,0,1,20.9,20.9,2.8%,2024,QB,18
13,Joe Milton III,NE,22,29,75.9,241,8.3,1,0,0,10,16,1,1,1,19.2,19.2,6.6%,2024,QB,18
14,Tanner McKee,PHI,27,41,65.9,269,6.6,2,0,2,3,1,0,0,1,18.9,18.9,1.6%,2024,QB,18
15,Aidan O'Connell,LV,24,34,70.6,214,6.3,2,1,0,4,13,0,0,1,16.9,16.9,8.0%,2024,QB,18
16,Spencer Rattler,NO,26,42,61.9,240,5.7,1,0,2,1,11,0,0,1,14.7,14.7,7.6%,2024,QB,18
17,Joe Flacco,IND,23,40,57.5,264,6.6,1,0,3,0,0,0,0,1,14.6,14.6,8.4%,2024,QB,18
18,Joe Burrow,CIN,37,46,80.4,277,6.0,1,1,4,1,-1,0,0,1,14.0,14.0,92.1%,2024,QB,18
19,Mac Jones,JAC,20,32,62.5,225,7.0,1,1,2,5,17,0,0,1,13.7,13.7,5.6%,2024,QB,18
20,Trey Lance,DAL,20,34,58.8,244,7.2,0,0,2,6,26,0,0,1,12.4,12.4,2.6%,2024,QB,18
21,Will Levis,TEN,9,17,52.9,175,10.3,1,0,1,4,8,0,1,1,11.8,11.8,21.1%,2024,QB,18
22,Russell Wilson,PIT,17,31,54.8,148,4.8,1,0,4,4,16,0,0,1,11.5,11.5,48.0%,2024,QB,18
23,Jared Goff,DET,27,33,81.8,231,7.0,1,2,2,0,0,0,0,1,11.2,11.2,83.6%,2024,QB,18
24,Caleb Williams,CHI,21,29,72.4,148,5.1,1,0,1,3,10,0,0,1,10.9,10.9,55.0%,2024,QB,18
25,Tyler Huntley,MIA,25,41,61.0,227,5.5,1,2,4,3,16,0,1,1,10.7,10.7,1.8%,2024,QB,18
26,Mitchell Trubisky,BUF,15,21,71.4,101,4.8,1,0,0,4,12,0,0,1,9.2,9.2,0.7%,2024,QB,18
27,Bailey Zappe,CLE,16,31,51.6,170,5.5,1,2,1,2,2,0,0,1,9.0,9.0,0.6%,2024,QB,18
28,Drew Lock,NYG,22,29,75.9,138,4.8,1,1,0,2,3,0,0,1,8.8,8.8,4.4%,2024,QB,18
29,Sam Darnold,MIN,18,41,43.9,166,4.0,0,0,2,3,10,0,0,1,7.6,7.6,77.4%,2024,QB,18
30,Davis Mills,HOU,12,22,54.5,128,5.8,0,0,1,3,11,0,0,1,6.2,6.2,0.1%,2024,QB,18
31,C.J. Stroud,HOU,6,6,100.0,50,8.3,1,0,0,0,0,0,0,1,6.0,6.0,79.4%,2024,QB,18
32,Jayden Daniels,WAS,6,12,50.0,38,3.2,0,0,4,4,27,0,0,1,4.2,4.2,94.0%,2024,QB,18
33,Carson Wentz,KC,10,17,58.8,98,5.8,0,0,4,0,0,0,0,1,3.9,3.9,1.1%,2024,QB,18
34,Malik Willis,GB,10,13,76.9,136,10.5,0,0,3,1,3,0,1,1,3.7,3.7,2.9%,2024,QB,18
35,Mason Rudolph,TEN,7,9,77.8,70,7.8,0,0,1,1,5,0,0,1,3.3,3.3,3.0%,2024,QB,18
36,Jordan Love,GB,7,12,58.3,69,5.8,0,0,0,0,0,0,0,1,2.8,2.8,81.9%,2024,QB,18
37,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%,2024,QB,18
38,Mike White,BUF,3,11,27.3,28,2.5,0,0,0,0,0,0,0,1,1.1,1.1,1.0%,2024,QB,18
39,Dorian Thompson-Robinson,CLE,2,3,66.7,13,4.3,0,0,1,2,3,0,0,1,0.8,0.8,1.1%,2024,QB,18
40,Jarrett Stidham,DEN,0,0,0,0,0,0,0,0,2,7,0,0,1,0.7,0.7,1.4%,2024,QB,18
41,Chris Oladokun,KC,0,0,0,0,0,0,0,1,1,5,0,0,1,0.5,0.5,0.0%,2024,QB,18
42,Desmond Ridder,LV,1,2,50.0,11,5.5,0,0,0,0,0,0,0,1,0.4,0.4,2.0%,2024,QB,18
43,Clayton Tune,ARI,0,0,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,1.0%,2024,QB,18
44,Justin Fields,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2%,2024,QB,18
