Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
18,Caleb Williams,CHI,17,23,73.9,134,5.8,2,0,7,4,27,0,1,1,14.1,14.1,55.0%,2024,QB,14
19,Justin Herbert,LAC,21,30,70.0,213,7.1,1,0,3,4,12,0,0,1,13.7,13.7,77.4%,2024,QB,14
20,Bryce Young,CAR,19,34,55.9,191,5.6,1,1,1,7,29,0,0,1,13.5,13.5,28.7%,2024,QB,14
21,Geno Smith,SEA,24,30,80.0,233,7.8,1,0,0,1,0,0,0,1,13.3,13.3,49.4%,2024,QB,14
22,Derek Carr,NO,20,31,64.5,219,7.1,1,1,1,2,12,0,0,1,13.0,13.0,20.5%,2024,QB,14
23,Kirk Cousins,ATL,23,37,62.2,344,9.3,0,2,1,0,0,0,0,1,11.8,11.8,43.6%,2024,QB,14
24,Aidan O'Connell,LV,11,19,57.9,104,5.5,0,1,1,6,6,1,1,1,7.8,7.8,8.0%,2024,QB,14
25,Mac Jones,JAC,23,31,74.2,220,7.1,0,2,1,3,3,0,0,1,7.1,7.1,5.6%,2024,QB,14
26,Will Levis,TEN,19,32,59.4,168,5.3,0,0,2,1,3,0,0,1,7.0,7.0,21.1%,2024,QB,14
27,Desmond Ridder,LV,12,18,66.7,101,5.6,0,0,1,2,3,0,0,1,4.3,4.3,2.0%,2024,QB,14
28,Taylor Heinicke,LAC,0,0,0,0,0,0,0,0,1,12,0,0,1,1.2,1.2,1.1%,2024,QB,14
29,Tyson Bagent,CHI,1,1,100.0,6,6.0,0,0,0,0,0,0,0,1,0.2,0.2,1.0%,2024,QB,14
30,Kenny Pickett,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%,2024,QB,14
31,Zach Wilson,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%,2024,QB,14
32,Jayden Daniels,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0%,2024,QB,14
33,Davis Mills,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,14
34,J.J. McCarthy,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1%,2024,QB,14
35,Adrian Martinez,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
36,Sam Howell,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8%,2024,QB,14
37,Drake Maye,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1%,2024,QB,14
38,C.J. Stroud,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4%,2024,QB,14
39,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,14
40,Michael Penix Jr.,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1%,2024,QB,14
41,Bo Nix,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0%,2024,QB,14
42,Emory Jones,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
43,Dorian Thompson-Robinson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,14
44,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,14
45,Trey Lance,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,14
46,Ben DiNucci,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
47,Trevor Lawrence,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9%,2024,QB,14
48,Justin Fields,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2%,2024,QB,14
49,Kyle Trask,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,14
50,Sam Ehlinger,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
51,Sean Clifford,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,14
52,Spencer Rattler,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6%,2024,QB,14
53,Austin Reed,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
54,Carter Bradley,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
55,Jack Plummer,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
56,Jason Bean,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
57,John Rhys Plumlee,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
58,Joe Milton III,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6%,2024,QB,14
59,Jordan Travis,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,14
60,Tommy DeVito,NYG,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,2024,QB,14
61,Clayton Tune,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,14
62,Tanner Mordecai,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,14
63,Michael Pratt,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,14
64,Bailey Zappe,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,QB,14
65,Stetson Bennett,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,14
66,Jaren Hall,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1%,2024,QB,14
67,Malik Willis,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9%,2024,QB,14
68,Skylar Thompson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,14
69,Kedon Slovis,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
70,Devin Leary,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,14
71,Tanner McKee,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%,2024,QB,14
72,Chris Oladokun,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
73,Anthony Richardson,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2%,2024,QB,14
74,Hendon Hooker,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7%,2024,QB,14
75,Sam Hartman,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
76,Jake Fromm,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
77,Andy Dalton,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5%,2024,QB,14
78,Tyrod Taylor,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4%,2024,QB,14
79,Ben Chappell,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
80,Adam Froman,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
81,Erik Ainge,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
82,Hunter Cantwell,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
83,Teddy Bridgewater,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%,2024,QB,14
84,Case Keenum,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
85,Joe Flacco,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4%,2024,QB,14
86,Josh Johnson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,14
87,Mike White,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,14
88,Mason Rudolph,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0%,2024,QB,14
89,Tim Boyle,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
90,Lamar Jackson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0%,2024,QB,14
91,Joshua Dobbs,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4%,2024,QB,14
92,C.J. Beathard,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
93,Taysom Hill,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7%,2024,QB,14
94,Kyle Allen,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%,2024,QB,14
95,Jarrett Stidham,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,QB,14
96,Tyler Huntley,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,14
97,Shane Buechele,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
98,Will Grier,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
99,John Wolford,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
100,Daniel Jones,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0%,2024,QB,14
101,Jake Browning,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%,2024,QB,14
102,Brett Rypien,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
103,Easton Stick,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
104,Marcus Mariota,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7%,2024,QB,14
105,Jimmy Garoppolo,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8%,2024,QB,14
106,Brett Smith,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
107,Deshaun Watson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6%,2024,QB,14
108,Mitchell Trubisky,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,2024,QB,14
109,Carson Wentz,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,14
110,Dak Prescott,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8%,2024,QB,14
111,Jeff Driskel,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,14
112,Jacoby Brissett,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9%,2024,QB,14
113,Jake Haener,NO,0,0,0,0,0,0,0,1,1,-1,0,0,1,-0.1,-0.1,0.6%,2024,QB,14
114,Nick Mullens,MIN,0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.6%,2024,QB,14
115,Brandon Allen,SF,0,1,0.0,0,0.0,0,1,0,0,0,0,0,1,-1.0,-1.0,0.9%,2024,QB,14
